approval_id,doc_type,doc_id,approver_id,approval_level,sequence,action,action_date,sla_hours,actual_hours,remarks
APR000291,PR,PR00190,EMP021,1,1,approve,2025-01-12 00:00:00,24,16.03,ok
APR000292,PR,PR00191,EMP039,1,1,approve,2024-04-11 00:00:00,24,58.62,SLA breach
APR000293,PR,PR00191,EMP007,2,2,approve,2024-04-11 00:00:00,48,8.16,SLA breach
APR000294,PR,PR00191,EMP006,3,3,approve,2024-04-18 00:00:00,48,179.66,SLA breach
APR000295,PR,PR00192,EMP034,1,1,approve,2024-08-06 00:00:00,24,14.77,ok
APR000296,PR,PR00192,EMP018,2,2,approve,2024-08-07 00:00:00,48,42.68,ok
APR000297,PR,PR00193,EMP022,1,1,approve,2024-12-09 00:00:00,24,11.6,ok
APR000298,PR,PR00193,EMP017,2,2,approve,2024-12-10 00:00:00,48,38.66,ok
APR000299,PR,PR00194,EMP010,1,1,approve,2025-01-05 00:00:00,24,11.83,ok
APR000300,PR,PR00196,EMP004,1,1,approve,2024-11-26 00:00:00,24,20.76,ok
APR000301,PR,PR00196,EMP031,2,2,approve,2024-11-26 00:00:00,48,6.92,ok
APR000302,PR,PR00196,EMP016,3,3,approve,2024-11-27 00:00:00,48,33.27,ok
APR000303,PR,PR00197,EMP029,1,1,approve,2024-05-12 00:00:00,24,10.7,ok
APR000304,PR,PR00199,EMP039,1,1,approve,2025-11-06 00:00:00,24,11.05,ok
APR000305,PR,PR00199,EMP034,2,2,approve,2025-11-06 00:00:00,48,16.86,ok
APR000306,PR,PR00199,EMP003,3,3,approve,2025-11-07 00:00:00,48,29.17,ok
APR000307,PR,PR00200,EMP004,1,1,approve,2025-10-31 00:00:00,24,6.7,ok
APR000308,PR,PR00200,EMP017,2,2,approve,2025-11-01 00:00:00,48,30.5,ok
APR000309,PR,PR00201,EMP039,1,1,approve,2024-11-23 00:00:00,24,41.6,SLA breach
APR000310,PR,PR00201,EMP017,2,2,approve,2024-11-24 00:00:00,48,28.99,SLA breach
APR000311,PR,PR00202,EMP010,1,1,approve,2025-09-09 00:00:00,24,17.72,ok
APR000312,PR,PR00202,EMP002,2,2,approve,2025-09-13 00:00:00,48,101.24,SLA breach
APR000313,PR,PR00202,EMP029,3,3,approve,2025-09-13 00:00:00,48,21.39,SLA breach
APR000314,PR,PR00203,EMP015,1,1,approve,2025-12-11 00:00:00,24,12.41,ok
APR000315,PR,PR00203,EMP004,2,2,approve,2025-12-12 00:00:00,48,25.23,ok
APR000316,PR,PR00204,EMP001,1,1,approve,2025-12-09 00:00:00,24,13.09,ok
APR000317,PR,PR00204,EMP023,2,2,approve,2025-12-09 00:00:00,48,3.24,ok
APR000318,PR,PR00204,EMP005,3,3,approve,2025-12-10 00:00:00,48,33.69,ok
APR000319,PR,PR00205,EMP017,1,1,approve,2024-01-17 00:00:00,24,61.82,SLA breach
APR000320,PR,PR00205,EMP026,2,2,approve,2024-01-17 00:00:00,48,8.79,SLA breach
APR000321,PR,PR00206,EMP037,1,1,approve,2024-12-21 00:00:00,24,13.35,ok
APR000322,PR,PR00206,EMP012,2,2,approve,2024-12-26 00:00:00,48,124.88,SLA breach
APR000323,PR,PR00206,EMP029,3,3,approve,2024-12-27 00:00:00,48,35.37,SLA breach
APR000324,PR,PR00207,EMP013,1,1,approve,2024-10-03 00:00:00,24,3.79,ok
APR000325,PR,PR00207,EMP026,2,2,approve,2024-10-04 00:00:00,48,27.43,ok
APR000326,PR,PR00208,EMP021,1,1,approve,2024-02-09 00:00:00,24,19.38,ok
APR000327,PR,PR00209,EMP017,1,1,approve,2025-09-27 00:00:00,24,82.75,SLA breach
APR000328,PR,PR00209,EMP026,2,2,approve,2025-09-28 00:00:00,48,27.44,SLA breach
APR000329,PR,PR00209,EMP009,3,3,approve,2025-10-04 00:00:00,48,164.06,SLA breach
APR000330,PR,PR00211,EMP004,1,1,approve,2024-09-25 00:00:00,24,5.13,ok
APR000331,PR,PR00211,EMP019,2,2,approve,2024-09-25 00:00:00,48,7.46,ok
APR000332,PR,PR00211,EMP013,3,3,approve,2024-09-25 00:00:00,48,10.5,ok
APR000333,PR,PR00212,EMP016,1,1,approve,2024-04-06 00:00:00,24,10.26,ok
APR000334,PR,PR00213,EMP021,1,1,approve,2024-11-19 00:00:00,24,8.49,ok
APR000335,PR,PR00213,EMP034,2,2,approve,2024-11-19 00:00:00,48,6.62,ok
APR000336,PR,PR00214,EMP026,1,1,approve,2024-08-05 00:00:00,24,16.85,ok
APR000337,PR,PR00214,EMP010,2,2,approve,2024-08-06 00:00:00,48,34.8,ok
APR000338,PR,PR00214,EMP009,3,3,approve,2024-08-06 00:00:00,48,20.77,ok
APR000339,PR,PR00215,EMP011,1,1,approve,2024-12-25 00:00:00,24,13.74,ok
APR000340,PR,PR00215,EMP018,2,2,approve,2024-12-26 00:00:00,48,27.53,ok
APR000341,PR,PR00216,EMP038,1,1,approve,2024-03-22 00:00:00,24,1.33,ok
APR000342,PR,PR00216,EMP017,2,2,approve,2024-03-22 00:00:00,48,8.13,ok
APR000343,PR,PR00217,EMP017,1,1,approve,2025-10-29 00:00:00,24,56.77,SLA breach
APR000344,PR,PR00217,EMP018,2,2,approve,2025-10-29 00:00:00,48,21.63,SLA breach
APR000345,PR,PR00220,EMP021,1,1,approve,2024-10-14 00:00:00,24,47.22,SLA breach
APR000346,PR,PR00220,EMP026,2,2,approve,2024-10-14 00:00:00,48,10.61,SLA breach
APR000347,PR,PR00221,EMP031,1,1,approve,2024-12-15 00:00:00,24,8.38,ok
APR000348,PR,PR00221,EMP032,2,2,approve,2024-12-15 00:00:00,48,13.67,ok
APR000349,PR,PR00222,EMP036,1,1,approve,2025-10-30 00:00:00,24,4.26,ok
APR000350,PR,PR00223,EMP024,1,1,approve,2024-10-23 00:00:00,24,1.36,ok
APR000351,PR,PR00223,EMP021,2,2,approve,2024-10-23 00:00:00,48,9.84,ok
APR000352,PR,PR00224,EMP015,1,1,approve,2025-01-23 00:00:00,24,10.76,ok
APR000353,PR,PR00224,EMP040,2,2,approve,2025-01-23 00:00:00,48,14.81,ok
APR000354,PR,PR00225,EMP018,1,1,approve,2024-10-09 00:00:00,24,52.41,SLA breach
APR000355,PR,PR00225,EMP019,2,2,approve,2024-10-15 00:00:00,48,144.79,SLA breach
APR000356,PR,PR00225,EMP002,3,3,approve,2024-10-18 00:00:00,48,87.42,SLA breach
APR000357,PR,PR00226,EMP026,1,1,approve,2025-12-26 00:00:00,24,11.81,ok
APR000358,PR,PR00226,EMP006,2,2,approve,2025-12-27 00:00:00,48,24.13,ok
APR000359,PR,PR00227,EMP033,1,1,approve,2025-01-30 00:00:00,24,88.9,SLA breach
APR000360,PR,PR00227,EMP014,2,2,approve,2025-01-30 00:00:00,48,7.93,SLA breach
APR000361,PR,PR00228,EMP017,1,1,approve,2024-08-15 00:00:00,24,19.34,ok
APR000362,PR,PR00228,EMP001,2,2,approve,2024-08-18 00:00:00,48,74.86,SLA breach
APR000363,PR,PR00229,EMP024,1,1,approve,2024-04-02 00:00:00,24,21.0,ok
APR000364,PR,PR00229,EMP002,2,2,approve,2024-04-07 00:00:00,48,122.1,SLA breach
APR000365,PR,PR00230,EMP031,1,1,approve,2025-05-20 00:00:00,24,15.62,ok
APR000366,PR,PR00230,EMP018,2,2,approve,2025-05-24 00:00:00,48,104.07,SLA breach
APR000367,PR,PR00230,EMP029,3,3,approve,2025-05-24 00:00:00,48,8.94,SLA breach
APR000368,PR,PR00231,EMP023,1,1,approve,2025-07-30 00:00:00,24,7.86,ok
APR000369,PR,PR00231,EMP035,2,2,approve,2025-07-30 00:00:00,48,20.02,ok
APR000370,PR,PR00232,EMP015,1,1,approve,2025-02-23 00:00:00,24,17.88,ok
APR000371,PR,PR00232,EMP007,2,2,approve,2025-02-24 00:00:00,48,32.64,ok
APR000372,PR,PR00232,EMP010,3,3,approve,2025-02-25 00:00:00,48,28.17,ok
APR000373,PR,PR00233,EMP031,1,1,approve,2024-06-24 00:00:00,24,13.15,ok
APR000374,PR,PR00234,EMP029,1,1,approve,2025-05-14 00:00:00,24,15.5,ok
APR000375,PR,PR00234,EMP001,2,2,approve,2025-05-19 00:00:00,48,121.27,SLA breach
APR000376,PR,PR00235,EMP008,1,1,approve,2024-12-27 00:00:00,24,15.44,ok
APR000377,PR,PR00236,EMP031,1,1,approve,2024-09-23 00:00:00,24,12.48,ok
APR000378,PR,PR00236,EMP012,2,2,approve,2024-09-29 00:00:00,48,166.8,SLA breach
APR000379,PR,PR00237,EMP016,1,1,approve,2025-04-29 00:00:00,24,12.66,ok
APR000380,PR,PR00237,EMP024,2,2,approve,2025-04-29 00:00:00,48,18.45,ok
APR000381,PR,PR00238,EMP020,1,1,approve,2025-09-28 00:00:00,24,7.74,ok
APR000382,PR,PR00238,EMP032,2,2,approve,2025-09-28 00:00:00,48,20.83,ok
APR000383,PR,PR00239,EMP040,1,1,approve,2024-10-10 00:00:00,24,4.88,ok
APR000384,PR,PR00239,EMP019,2,2,approve,2024-10-10 00:00:00,48,6.88,ok
APR000385,PR,PR00240,EMP017,1,1,approve,2025-10-19 00:00:00,24,47.34,SLA breach
APR000386,PR,PR00240,EMP036,2,2,approve,2025-10-19 00:00:00,48,20.19,SLA breach
APR000387,PR,PR00240,EMP037,3,3,approve,2025-10-19 00:00:00,48,12.69,SLA breach
APR000388,PR,PR00241,EMP035,1,1,approve,2024-03-12 00:00:00,24,8.9,ok
APR000389,PR,PR00242,EMP032,1,1,approve,2024-08-21 00:00:00,24,7.63,ok
APR000390,PR,PR00242,EMP029,2,2,approve,2024-08-21 00:00:00,48,17.37,ok
APR000391,PR,PR00242,EMP005,3,3,approve,2024-08-21 00:00:00,48,16.74,ok
APR000392,PR,PR00243,EMP039,1,1,approve,2025-08-27 00:00:00,24,14.29,ok
APR000393,PR,PR00245,EMP018,1,1,approve,2025-08-23 00:00:00,24,4.54,ok
APR000394,PR,PR00245,EMP033,2,2,approve,2025-08-23 00:00:00,48,1.87,ok
APR000395,PR,PR00245,EMP011,3,3,approve,2025-08-23 00:00:00,48,17.62,ok
APR000396,PR,PR00246,EMP032,1,1,approve,2024-11-01 00:00:00,24,11.36,ok
APR000397,PR,PR00246,EMP005,2,2,approve,2024-11-04 00:00:00,48,76.37,SLA breach
APR000398,PR,PR00247,EMP028,1,1,approve,2024-08-13 00:00:00,24,19.73,ok
APR000399,PR,PR00247,EMP033,2,2,approve,2024-08-17 00:00:00,48,107.27,SLA breach
APR000400,PR,PR00248,EMP018,1,1,approve,2025-01-21 00:00:00,24,15.88,ok
APR000401,PR,PR00248,EMP013,2,2,approve,2025-01-27 00:00:00,48,163.45,SLA breach
APR000402,PR,PR00249,EMP022,1,1,approve,2024-03-04 00:00:00,24,19.57,ok
APR000403,PR,PR00249,EMP010,2,2,approve,2024-03-04 00:00:00,48,14.78,ok
APR000404,PR,PR00250,EMP011,1,1,approve,2024-04-12 00:00:00,24,2.67,ok
APR000405,PR,PR00250,EMP005,2,2,approve,2024-04-13 00:00:00,48,41.03,ok
APR000406,PR,PR00251,EMP024,1,1,approve,2024-07-15 00:00:00,24,44.01,SLA breach
APR000407,PR,PR00252,EMP031,1,1,approve,2025-09-21 00:00:00,24,4.35,ok
APR000408,PR,PR00252,EMP033,2,2,approve,2025-09-21 00:00:00,48,16.14,ok
APR000409,PR,PR00255,EMP018,1,1,approve,2024-05-08 00:00:00,24,13.44,ok
APR000410,PR,PR00255,EMP027,2,2,approve,2024-05-09 00:00:00,48,31.42,ok
APR000411,PR,PR00255,EMP024,3,3,approve,2024-05-12 00:00:00,48,73.11,SLA breach
APR000412,PR,PR00257,EMP015,1,1,approve,2025-04-25 00:00:00,24,18.55,ok
APR000413,PR,PR00258,EMP036,1,1,approve,2024-09-28 00:00:00,24,12.0,ok
APR000414,PR,PR00258,EMP016,2,2,approve,2024-09-28 00:00:00,48,5.89,ok
APR000415,PR,PR00259,EMP016,1,1,approve,2024-10-14 00:00:00,24,1.07,ok
APR000416,PR,PR00259,EMP018,2,2,approve,2024-10-20 00:00:00,48,164.44,SLA breach
APR000417,PR,PR00259,EMP029,3,3,approve,2024-10-20 00:00:00,48,5.78,SLA breach
APR000418,PR,PR00260,EMP038,1,1,approve,2025-01-02 00:00:00,24,10.96,ok
APR000419,PR,PR00261,EMP035,1,1,approve,2025-05-01 00:00:00,24,6.07,ok
APR000420,PR,PR00261,EMP007,2,2,approve,2025-05-01 00:00:00,48,13.38,ok
APR000421,PR,PR00261,EMP009,3,3,approve,2025-05-05 00:00:00,48,108.02,SLA breach
APR000422,PR,PR00262,EMP008,1,1,approve,2024-04-09 00:00:00,24,7.88,ok
APR000423,PR,PR00263,EMP007,1,1,approve,2024-03-12 00:00:00,24,91.09,SLA breach
APR000424,PR,PR00263,EMP014,2,2,approve,2024-03-12 00:00:00,48,1.71,SLA breach
APR000425,PR,PR00264,EMP017,1,1,approve,2025-07-14 00:00:00,24,4.94,ok
APR000426,PR,PR00264,EMP038,2,2,approve,2025-07-15 00:00:00,48,25.33,ok
APR000427,PR,PR00264,EMP009,3,3,approve,2025-07-21 00:00:00,48,152.52,SLA breach
APR000428,PR,PR00265,EMP001,1,1,approve,2025-10-16 00:00:00,24,2.01,ok
APR000429,PR,PR00265,EMP004,2,2,approve,2025-10-16 00:00:00,48,7.69,ok
APR000430,PR,PR00268,EMP012,1,1,approve,2024-08-28 00:00:00,24,10.91,ok
APR000431,PR,PR00268,EMP028,2,2,approve,2024-09-01 00:00:00,48,108.76,SLA breach
APR000432,PR,PR00269,EMP038,1,1,approve,2024-04-10 00:00:00,24,36.7,SLA breach
APR000433,PR,PR00269,EMP038,2,2,approve,2024-04-11 00:00:00,48,42.83,SLA breach
APR000434,PR,PR00270,EMP015,1,1,approve,2024-05-01 00:00:00,24,85.34,SLA breach
APR000435,PR,PR00270,EMP013,2,2,approve,2024-05-02 00:00:00,48,31.91,SLA breach
APR000436,PR,PR00271,EMP037,1,1,approve,2024-03-16 00:00:00,24,11.98,ok
APR000437,PR,PR00272,EMP005,1,1,approve,2024-08-19 00:00:00,24,13.5,ok
APR000438,PR,PR00272,EMP022,2,2,approve,2024-08-20 00:00:00,48,24.31,ok
APR000439,PR,PR00272,EMP017,3,3,approve,2024-08-20 00:00:00,48,4.95,ok
APR000440,PR,PR00273,EMP029,1,1,approve,2024-10-04 00:00:00,24,17.59,ok
APR000441,PR,PR00273,EMP024,2,2,approve,2024-10-04 00:00:00,48,23.75,ok
APR000442,PR,PR00274,EMP022,1,1,approve,2024-06-14 00:00:00,24,8.78,ok
APR000443,PR,PR00274,EMP018,2,2,approve,2024-06-20 00:00:00,48,158.87,SLA breach
APR000444,PR,PR00275,EMP034,1,1,approve,2025-11-23 00:00:00,24,73.46,SLA breach
APR000445,PR,PR00275,EMP018,2,2,approve,2025-11-26 00:00:00,48,79.74,SLA breach
APR000446,PR,PR00275,EMP026,3,3,approve,2025-11-27 00:00:00,48,40.17,SLA breach
APR000447,PR,PR00276,EMP007,1,1,approve,2025-01-28 00:00:00,24,9.88,ok
APR000448,PR,PR00276,EMP006,2,2,approve,2025-01-29 00:00:00,48,33.84,ok
APR000449,PR,PR00277,EMP004,1,1,approve,2024-01-14 00:00:00,24,10.59,ok
APR000450,PR,PR00277,EMP019,2,2,approve,2024-01-14 00:00:00,48,15.35,ok
APR000451,PR,PR00278,EMP003,1,1,approve,2025-12-19 00:00:00,24,21.59,ok
APR000452,PR,PR00279,EMP040,1,1,approve,2024-04-29 00:00:00,24,9.07,ok
APR000453,PR,PR00279,EMP004,2,2,approve,2024-04-29 00:00:00,48,6.65,ok
APR000454,PR,PR00279,EMP008,3,3,approve,2024-05-05 00:00:00,48,144.44,SLA breach
APR000455,PR,PR00283,EMP003,1,1,approve,2024-08-23 00:00:00,24,6.98,ok
APR000456,PR,PR00283,EMP036,2,2,approve,2024-08-27 00:00:00,48,108.48,SLA breach
APR000457,PR,PR00283,EMP029,3,3,approve,2024-09-01 00:00:00,48,135.34,SLA breach
APR000458,PR,PR00284,EMP019,1,1,approve,2024-03-16 00:00:00,24,8.74,ok
APR000459,PR,PR00284,EMP039,2,2,approve,2024-03-17 00:00:00,48,28.08,ok
APR000460,PR,PR00284,EMP030,3,3,approve,2024-03-18 00:00:00,48,29.52,ok
APR000461,PR,PR00285,EMP002,1,1,approve,2024-09-02 00:00:00,24,81.83,SLA breach
APR000462,PR,PR00285,EMP014,2,2,approve,2024-09-02 00:00:00,48,8.34,SLA breach
APR000463,PR,PR00286,EMP014,1,1,approve,2025-11-22 00:00:00,24,20.02,ok
APR000464,PR,PR00286,EMP028,2,2,approve,2025-11-27 00:00:00,48,129.83,SLA breach
APR000465,PR,PR00287,EMP025,1,1,approve,2024-09-10 00:00:00,24,13.37,ok
APR000466,PR,PR00287,EMP025,2,2,approve,2024-09-13 00:00:00,48,78.62,SLA breach
APR000467,PR,PR00288,EMP004,1,1,approve,2024-06-26 00:00:00,24,9.05,ok
APR000468,PR,PR00288,EMP009,2,2,approve,2024-06-26 00:00:00,48,19.95,ok
APR000469,PR,PR00290,EMP021,1,1,approve,2024-05-15 00:00:00,24,11.57,ok
APR000470,PR,PR00290,EMP037,2,2,approve,2024-05-20 00:00:00,48,131.49,SLA breach
APR000471,PR,PR00290,EMP013,3,3,approve,2024-05-20 00:00:00,48,16.87,SLA breach
APR000472,PR,PR00293,EMP028,1,1,approve,2025-02-20 00:00:00,24,12.22,ok
APR000473,PR,PR00293,EMP008,2,2,approve,2025-02-21 00:00:00,48,40.12,ok
APR000474,PR,PR00294,EMP037,1,1,approve,2025-10-16 00:00:00,24,4.59,ok
APR000475,PR,PR00294,EMP030,2,2,approve,2025-10-21 00:00:00,48,140.14,SLA breach
APR000476,PR,PR00295,EMP012,1,1,approve,2024-10-20 00:00:00,24,8.35,ok
APR000477,PR,PR00295,EMP029,2,2,approve,2024-10-20 00:00:00,48,23.96,ok
APR000478,PR,PR00296,EMP024,1,1,approve,2024-05-23 00:00:00,24,1.62,ok
APR000479,PR,PR00298,EMP022,1,1,approve,2025-03-02 00:00:00,24,15.31,ok
APR000480,PR,PR00298,EMP024,2,2,approve,2025-03-03 00:00:00,48,33.99,ok
APR000481,PR,PR00298,EMP033,3,3,approve,2025-03-10 00:00:00,48,175.25,SLA breach
APR000482,PR,PR00299,EMP021,1,1,approve,2024-03-07 00:00:00,24,10.35,ok
APR000483,PR,PR00299,EMP014,2,2,approve,2024-03-07 00:00:00,48,9.54,ok
APR000484,PR,PR00300,EMP034,1,1,approve,2025-01-10 00:00:00,24,86.68,SLA breach
APR000485,PR,PR00302,EMP016,1,1,approve,2024-06-07 00:00:00,24,2.5,ok
APR000486,PR,PR00302,EMP008,2,2,approve,2024-06-14 00:00:00,48,177.28,SLA breach
APR000487,PR,PR00303,EMP012,1,1,approve,2025-03-27 00:00:00,24,49.11,SLA breach
APR000488,PR,PR00303,EMP007,2,2,approve,2025-03-28 00:00:00,48,35.09,SLA breach
APR000489,PR,PR00303,EMP005,3,3,approve,2025-03-28 00:00:00,48,9.04,SLA breach
APR000490,PR,PR00304,EMP040,1,1,approve,2025-06-01 00:00:00,24,7.7,ok
APR000491,PR,PR00304,EMP030,2,2,approve,2025-06-08 00:00:00,48,170.0,SLA breach
APR000492,PR,PR00304,EMP016,3,3,approve,2025-06-09 00:00:00,48,28.75,SLA breach
APR000493,PR,PR00305,EMP035,1,1,approve,2024-06-04 00:00:00,24,12.9,ok
APR000494,PR,PR00305,EMP020,2,2,approve,2024-06-09 00:00:00,48,138.71,SLA breach
APR000495,PR,PR00306,EMP021,1,1,approve,2025-09-06 00:00:00,24,5.41,ok
APR000496,PR,PR00306,EMP034,2,2,approve,2025-09-13 00:00:00,48,186.15,SLA breach
APR000497,PR,PR00306,EMP007,3,3,approve,2025-09-13 00:00:00,48,7.3,SLA breach
APR000498,PR,PR00308,EMP018,1,1,approve,2025-08-01 00:00:00,24,47.93,SLA breach
APR000499,PR,PR00308,EMP013,2,2,approve,2025-08-02 00:00:00,48,32.01,SLA breach
APR000500,PR,PR00309,EMP022,1,1,approve,2025-04-17 00:00:00,24,44.16,SLA breach
APR000501,PR,PR00309,EMP029,2,2,approve,2025-04-18 00:00:00,48,40.06,SLA breach
APR000502,PR,PR00310,EMP024,1,1,approve,2024-04-19 00:00:00,24,15.43,ok
APR000503,PR,PR00310,EMP025,2,2,approve,2024-04-19 00:00:00,48,15.77,ok
APR000504,PR,PR00310,EMP001,3,3,approve,2024-04-19 00:00:00,48,3.79,ok
APR000505,PR,PR00311,EMP039,1,1,approve,2024-06-05 00:00:00,24,2.24,ok
APR000506,PR,PR00312,EMP017,1,1,approve,2024-05-21 00:00:00,24,20.48,ok
APR000507,PR,PR00313,EMP003,1,1,approve,2024-04-26 00:00:00,24,5.03,ok
APR000508,PR,PR00313,EMP004,2,2,approve,2024-04-26 00:00:00,48,5.29,ok
APR000509,PR,PR00314,EMP010,1,1,approve,2025-03-03 00:00:00,24,10.0,ok
APR000510,PR,PR00314,EMP034,2,2,approve,2025-03-08 00:00:00,48,142.22,SLA breach
APR000511,PR,PR00314,EMP031,3,3,approve,2025-03-08 00:00:00,48,6.83,SLA breach
APR000512,PR,PR00315,EMP033,1,1,approve,2025-12-01 00:00:00,24,72.63,SLA breach
APR000513,PR,PR00315,EMP039,2,2,approve,2025-12-06 00:00:00,48,142.76,SLA breach
APR000514,PR,PR00315,EMP026,3,3,approve,2025-12-07 00:00:00,48,40.21,SLA breach
APR000515,PR,PR00316,EMP009,1,1,approve,2024-10-23 00:00:00,24,20.69,ok
APR000516,PR,PR00316,EMP033,2,2,approve,2024-10-28 00:00:00,48,128.07,SLA breach
APR000517,PR,PR00316,EMP011,3,3,approve,2024-10-29 00:00:00,48,39.15,SLA breach
APR000518,PR,PR00318,EMP006,1,1,approve,2024-05-16 00:00:00,24,7.6,ok
APR000519,PR,PR00318,EMP013,2,2,approve,2024-05-16 00:00:00,48,8.59,ok
APR000520,PR,PR00319,EMP036,1,1,approve,2024-10-24 00:00:00,24,17.65,ok
APR000521,PR,PR00319,EMP025,2,2,approve,2024-10-24 00:00:00,48,15.07,ok
APR000522,PR,PR00320,EMP037,1,1,approve,2025-04-08 00:00:00,24,1.01,ok
APR000523,PR,PR00321,EMP021,1,1,approve,2025-11-02 00:00:00,24,19.92,ok
APR000524,PR,PR00322,EMP026,1,1,approve,2025-08-14 00:00:00,24,1.06,ok
APR000525,PR,PR00322,EMP007,2,2,approve,2025-08-15 00:00:00,48,24.26,ok
APR000526,PR,PR00323,EMP016,1,1,approve,2025-06-19 00:00:00,24,21.49,ok
APR000527,PR,PR00323,EMP003,2,2,approve,2025-06-19 00:00:00,48,17.1,ok
APR000528,PR,PR00323,EMP006,3,3,approve,2025-06-19 00:00:00,48,3.97,ok
APR000529,PR,PR00326,EMP009,1,1,approve,2025-06-25 00:00:00,24,8.85,ok
APR000530,PR,PR00327,EMP007,1,1,approve,2025-03-11 00:00:00,24,12.06,ok
APR000531,PR,PR00328,EMP011,1,1,approve,2024-04-10 00:00:00,24,21.06,ok
APR000532,PR,PR00330,EMP003,1,1,approve,2025-12-03 00:00:00,24,6.09,ok
APR000533,PR,PR00330,EMP013,2,2,approve,2025-12-04 00:00:00,48,31.16,ok
APR000534,PR,PR00331,EMP040,1,1,approve,2024-11-05 00:00:00,24,10.79,ok
APR000535,PR,PR00331,EMP036,2,2,approve,2024-11-11 00:00:00,48,156.55,SLA breach
APR000536,PR,PR00331,EMP021,3,3,approve,2024-11-17 00:00:00,48,149.01,SLA breach
APR000537,PR,PR00332,EMP036,1,1,approve,2024-12-09 00:00:00,24,48.22,SLA breach
APR000538,PR,PR00333,EMP013,1,1,approve,2024-06-11 00:00:00,24,17.85,ok
APR000539,PR,PR00334,EMP003,1,1,approve,2025-09-10 00:00:00,24,37.17,SLA breach
APR000540,PR,PR00334,EMP025,2,2,approve,2025-09-11 00:00:00,48,42.04,SLA breach
APR000541,PR,PR00335,EMP015,1,1,approve,2024-01-31 00:00:00,24,1.32,ok
APR000542,PR,PR00335,EMP034,2,2,approve,2024-02-01 00:00:00,48,24.55,ok
APR000543,PR,PR00336,EMP037,1,1,approve,2025-09-16 00:00:00,24,87.29,SLA breach
APR000544,PR,PR00336,EMP005,2,2,approve,2025-09-16 00:00:00,48,6.87,SLA breach
APR000545,PR,PR00339,EMP018,1,1,approve,2024-02-26 00:00:00,24,7.76,ok
APR000546,PR,PR00340,EMP037,1,1,approve,2025-01-02 00:00:00,24,10.08,ok
APR000547,PR,PR00340,EMP030,2,2,approve,2025-01-05 00:00:00,48,77.26,SLA breach
APR000548,PR,PR00340,EMP021,3,3,approve,2025-01-10 00:00:00,48,123.62,SLA breach
APR000549,PR,PR00341,EMP036,1,1,approve,2024-12-30 00:00:00,24,4.17,ok
APR000550,PR,PR00342,EMP004,1,1,approve,2024-10-21 00:00:00,24,6.7,ok
APR000551,PR,PR00342,EMP022,2,2,approve,2024-10-21 00:00:00,48,19.95,ok
APR000552,PR,PR00343,EMP021,1,1,approve,2024-04-25 00:00:00,24,19.94,ok
APR000553,PR,PR00343,EMP006,2,2,approve,2024-04-26 00:00:00,48,40.34,ok
APR000554,PR,PR00344,EMP005,1,1,approve,2025-10-01 00:00:00,24,14.73,ok
APR000555,PR,PR00344,EMP019,2,2,approve,2025-10-08 00:00:00,48,189.91,SLA breach
APR000556,PR,PR00345,EMP004,1,1,approve,2025-07-19 00:00:00,24,2.46,ok
APR000557,PR,PR00346,EMP001,1,1,approve,2025-08-06 00:00:00,24,73.97,SLA breach
APR000558,PR,PR00346,EMP025,2,2,approve,2025-08-10 00:00:00,48,97.5,SLA breach
APR000559,PR,PR00347,EMP030,1,1,approve,2025-10-08 00:00:00,24,20.73,ok
APR000560,PR,PR00348,EMP039,1,1,approve,2024-10-13 00:00:00,24,4.47,ok
APR000561,PR,PR00349,EMP033,1,1,approve,2024-11-12 00:00:00,24,20.42,ok
APR000562,PR,PR00349,EMP012,2,2,approve,2024-11-12 00:00:00,48,21.24,ok
APR000563,PR,PR00350,EMP009,1,1,approve,2024-06-19 00:00:00,24,16.14,ok
APR000564,PR,PR00350,EMP004,2,2,approve,2024-06-23 00:00:00,48,96.94,SLA breach
APR000565,PR,PR00351,EMP011,1,1,approve,2024-09-29 00:00:00,24,15.09,ok
APR000566,PR,PR00352,EMP025,1,1,approve,2024-06-26 00:00:00,24,19.35,ok
APR000567,PR,PR00352,EMP010,2,2,approve,2024-06-26 00:00:00,48,17.63,ok
APR000568,PR,PR00354,EMP040,1,1,approve,2024-06-18 00:00:00,24,13.24,ok
APR000569,PR,PR00354,EMP027,2,2,approve,2024-06-24 00:00:00,48,146.73,SLA breach
APR000570,PR,PR00357,EMP040,1,1,approve,2024-10-23 00:00:00,24,12.8,ok
APR000571,PR,PR00357,EMP006,2,2,approve,2024-10-23 00:00:00,48,13.93,ok
APR000572,PR,PR00358,EMP027,1,1,approve,2025-02-18 00:00:00,24,10.33,ok
APR000573,PR,PR00359,EMP010,1,1,approve,2024-07-23 00:00:00,24,16.28,ok
APR000574,PR,PR00359,EMP029,2,2,approve,2024-07-23 00:00:00,48,19.77,ok
APR000575,PR,PR00360,EMP037,1,1,approve,2025-02-03 00:00:00,24,5.67,ok
APR000576,PR,PR00360,EMP014,2,2,approve,2025-02-03 00:00:00,48,6.21,ok
APR000577,PR,PR00362,EMP030,1,1,approve,2024-11-14 00:00:00,24,38.94,SLA breach
APR000578,PR,PR00362,EMP039,2,2,approve,2024-11-17 00:00:00,48,94.49,SLA breach
APR000579,PR,PR00363,EMP010,1,1,approve,2025-05-10 00:00:00,24,21.23,ok
APR000580,PR,PR00363,EMP033,2,2,approve,2025-05-13 00:00:00,48,91.37,SLA breach
