price_id,item_id,vendor_id,effective_date,unit_price,currency,source
PH000416,ITM0029,VEN022,2024-09-04,56.99,IDR,po
PH000417,ITM0014,VEN017,2025-07-07,17083.60,IDR,po
PH000418,ITM0006,VEN004,2025-12-31,5336.55,IDR,po
PH000419,ITM0026,VEN022,2024-11-15,99.39,IDR,po
PH000420,ITM0031,VEN021,2024-12-22,367.71,IDR,po
PH000421,ITM0038,VEN003,2024-05-10,3278.55,IDR,po
PH000422,ITM0019,VEN017,2024-08-26,9893.05,IDR,po
PH000423,ITM0003,VEN023,2024-11-23,2413.34,IDR,po
PH000424,ITM0039,VEN019,2025-09-25,16052.56,IDR,po
PH000425,ITM0037,VEN010,2024-04-08,36967.19,IDR,po
PH000426,ITM0026,VEN029,2024-03-30,133.16,IDR,po
PH000427,ITM0013,VEN023,2025-05-09,684.74,IDR,po
PH000428,ITM0003,VEN016,2025-07-03,2149.98,IDR,po
PH000429,ITM0035,VEN029,2024-02-20,174023.25,IDR,po
PH000430,ITM0002,VEN025,2025-08-01,38032.78,IDR,po
PH000431,ITM0009,VEN023,2025-01-27,60246.50,IDR,po
PH000432,ITM0034,VEN007,2025-02-06,22586.55,IDR,po
PH000433,ITM0012,VEN013,2024-09-20,16998.55,IDR,po
PH000434,ITM0006,VEN022,2024-12-11,5258.01,IDR,po
PH000435,ITM0011,VEN014,2024-03-27,14153.68,IDR,po
PH000436,ITM0029,VEN016,2024-05-20,72.55,IDR,po
PH000437,ITM0021,VEN004,2024-07-25,12634.51,IDR,po
PH000438,ITM0016,VEN009,2025-05-12,69.93,IDR,po
PH000439,ITM0023,VEN013,2025-04-10,27.26,IDR,po
PH000440,ITM0030,VEN014,2025-12-27,282.09,IDR,po
PH000441,ITM0012,VEN013,2024-12-18,17419.29,IDR,po
PH000442,ITM0012,VEN013,2025-01-25,19621.59,IDR,po
PH000443,ITM0011,VEN014,2024-03-28,14474.70,IDR,po
PH000444,ITM0035,VEN013,2024-03-09,138434.51,IDR,po
PH000445,ITM0006,VEN014,2024-12-02,7494.13,IDR,po
PH000446,ITM0020,VEN010,2025-08-10,19845.32,IDR,po
PH000447,ITM0005,VEN022,2024-08-01,1116.17,IDR,po
PH000448,ITM0010,VEN010,2025-10-31,16982.86,IDR,po
PH000449,ITM0034,VEN026,2025-07-26,22797.55,IDR,po
PH000450,ITM0007,VEN015,2024-02-16,1876.28,IDR,po
PH000451,ITM0018,VEN011,2024-01-20,229.18,IDR,po
PH000452,ITM0013,VEN023,2024-02-23,324.90,IDR,po
PH000453,ITM0026,VEN017,2025-10-05,153.93,IDR,po
PH000454,ITM0016,VEN016,2024-01-29,48.92,IDR,po
PH000455,ITM0028,VEN012,2024-12-07,638.04,IDR,po
PH000456,ITM0020,VEN016,2025-04-11,20570.04,IDR,po
PH000457,ITM0040,VEN019,2025-05-07,2776.67,IDR,po
PH000458,ITM0022,VEN012,2025-07-21,54.52,IDR,po
PH000459,ITM0010,VEN016,2024-04-04,20265.33,IDR,po
PH000460,ITM0036,VEN024,2024-12-06,1774.03,IDR,po
PH000461,ITM0032,VEN012,2025-12-31,11570.83,IDR,po
PH000462,ITM0022,VEN002,2025-12-10,22.46,IDR,po
PH000463,ITM0029,VEN029,2024-10-10,101.79,IDR,po
PH000464,ITM0026,VEN016,2024-05-09,96.61,IDR,po
PH000465,ITM0036,VEN008,2025-03-14,1659.30,IDR,po
PH000466,ITM0023,VEN025,2024-12-21,36.02,IDR,po
PH000467,ITM0004,VEN019,2025-02-24,9442.61,IDR,po
PH000468,ITM0026,VEN030,2024-12-06,152.19,IDR,po
PH000469,ITM0040,VEN019,2024-02-02,2704.24,IDR,po
PH000470,ITM0015,VEN025,2025-10-15,7.01,IDR,po
PH000471,ITM0033,VEN011,2025-02-08,771.90,IDR,po
PH000472,ITM0014,VEN024,2025-03-26,17088.94,IDR,po
PH000473,ITM0025,VEN015,2025-03-24,41.14,IDR,po
PH000474,ITM0018,VEN025,2025-07-30,109.85,IDR,po
PH000475,ITM0034,VEN013,2024-05-24,15939.96,IDR,po
PH000476,ITM0010,VEN002,2024-01-19,21361.93,IDR,po
PH000477,ITM0028,VEN004,2025-11-08,608.40,IDR,po
PH000478,ITM0015,VEN020,2024-03-08,8.44,IDR,po
PH000479,ITM0028,VEN019,2024-06-22,690.80,IDR,po
PH000480,ITM0006,VEN019,2025-08-09,6359.43,IDR,po
PH000481,ITM0028,VEN028,2025-05-13,725.94,IDR,po
PH000482,ITM0037,VEN016,2025-05-10,34336.38,IDR,po
PH000483,ITM0027,VEN026,2024-09-10,440.96,IDR,po
PH000484,ITM0009,VEN007,2025-02-12,35182.40,IDR,po
PH000485,ITM0037,VEN017,2025-07-06,50521.05,IDR,po
PH000486,ITM0024,VEN009,2025-06-14,582.73,IDR,po
PH000487,ITM0009,VEN013,2025-09-30,25866.30,IDR,po
PH000488,ITM0002,VEN029,2024-10-16,38410.68,IDR,po
PH000489,ITM0025,VEN012,2025-09-10,40.51,IDR,po
PH000490,ITM0034,VEN009,2024-01-12,21247.33,IDR,po
PH000491,ITM0027,VEN003,2024-11-03,216.59,IDR,po
PH000492,ITM0016,VEN008,2025-05-14,67.87,IDR,po
PH000493,ITM0003,VEN016,2024-09-25,2365.53,IDR,po
PH000494,ITM0021,VEN002,2025-03-22,15324.56,IDR,po
PH000495,ITM0023,VEN003,2025-12-31,41.08,IDR,po
PH000496,ITM0034,VEN025,2025-03-30,19597.42,IDR,po
PH000497,ITM0034,VEN027,2024-03-04,20732.61,IDR,po
PH000498,ITM0027,VEN025,2024-11-17,174.11,IDR,po
PH000499,ITM0001,VEN011,2025-06-03,12823.95,IDR,po
PH000500,ITM0005,VEN027,2025-02-09,1303.33,IDR,po
PH000501,ITM0015,VEN009,2024-03-05,7.75,IDR,po
PH000502,ITM0010,VEN015,2024-05-08,21805.86,IDR,po
PH000503,ITM0026,VEN008,2025-05-15,139.60,IDR,po
PH000504,ITM0015,VEN021,2024-04-13,8.21,IDR,po
PH000505,ITM0014,VEN024,2025-12-27,15930.27,IDR,po
PH000506,ITM0036,VEN015,2025-11-05,1469.86,IDR,po
PH000507,ITM0021,VEN012,2024-10-30,15831.02,IDR,po
PH000508,ITM0036,VEN017,2024-02-01,1580.42,IDR,po
PH000509,ITM0006,VEN017,2024-02-21,7840.64,IDR,po
PH000510,ITM0039,VEN008,2024-05-14,19388.21,IDR,po
PH000511,ITM0010,VEN001,2025-09-12,23206.72,IDR,po
PH000512,ITM0036,VEN010,2024-05-15,1253.12,IDR,po
PH000513,ITM0009,VEN001,2024-08-06,28771.32,IDR,po
PH000514,ITM0029,VEN005,2024-09-01,105.63,IDR,po
PH000515,ITM0013,VEN023,2024-04-11,670.50,IDR,po
PH000516,ITM0018,VEN018,2024-03-25,138.54,IDR,po
PH000517,ITM0034,VEN020,2024-08-28,23283.61,IDR,po
PH000518,ITM0036,VEN028,2024-06-28,1690.67,IDR,po
PH000519,ITM0026,VEN001,2025-09-03,136.48,IDR,po
PH000520,ITM0001,VEN016,2025-12-04,11568.44,IDR,po
PH000521,ITM0004,VEN007,2024-09-25,10209.44,IDR,po
PH000522,ITM0001,VEN027,2025-11-11,34279.98,IDR,po
PH000523,ITM0004,VEN009,2025-08-13,11017.52,IDR,po
PH000524,ITM0016,VEN025,2025-07-18,61.47,IDR,po
PH000525,ITM0034,VEN027,2024-08-16,19895.48,IDR,po
PH000526,ITM0026,VEN017,2025-08-11,139.06,IDR,po
PH000527,ITM0017,VEN005,2024-05-06,109.99,IDR,po
PH000528,ITM0019,VEN014,2025-12-31,9317.23,IDR,po
PH000529,ITM0039,VEN028,2025-10-05,20169.91,IDR,po
PH000530,ITM0030,VEN010,2025-05-23,199.48,IDR,po
PH000531,ITM0034,VEN012,2025-12-09,20230.11,IDR,po
PH000532,ITM0019,VEN016,2024-05-24,7782.98,IDR,po
PH000533,ITM0029,VEN025,2025-01-02,92.66,IDR,po
PH000534,ITM0016,VEN028,2024-05-15,73.18,IDR,po
PH000535,ITM0001,VEN016,2024-04-18,11650.42,IDR,po
PH000536,ITM0019,VEN015,2025-12-10,9041.42,IDR,po
PH000537,ITM0018,VEN015,2025-04-04,126.75,IDR,po
PH000538,ITM0029,VEN030,2024-12-18,117.79,IDR,po
PH000539,ITM0011,VEN014,2025-11-06,14211.66,IDR,po
PH000540,ITM0030,VEN001,2024-08-20,219.58,IDR,po
PH000541,ITM0016,VEN006,2025-01-06,71.51,IDR,po
PH000542,ITM0005,VEN007,2025-12-31,1379.25,IDR,po
PH000543,ITM0015,VEN025,2025-03-28,7.01,IDR,po
PH000544,ITM0025,VEN025,2024-09-18,42.29,IDR,po
PH000545,ITM0021,VEN017,2024-04-20,19260.35,IDR,po
PH000546,ITM0023,VEN011,2024-12-11,38.06,IDR,po
PH000547,ITM0006,VEN005,2024-09-23,7110.39,IDR,po
PH000548,ITM0025,VEN012,2025-12-27,43.37,IDR,po
PH000549,ITM0009,VEN023,2025-04-27,23926.15,IDR,po
PH000550,ITM0009,VEN023,2025-04-28,23926.15,IDR,po
PH000551,ITM0001,VEN004,2025-06-26,11360.62,IDR,po
PH000552,ITM0037,VEN010,2024-10-04,35471.44,IDR,po
PH000553,ITM0036,VEN005,2024-04-24,1753.08,IDR,po
PH000554,ITM0032,VEN015,2024-10-26,9951.08,IDR,po
PH000555,ITM0013,VEN023,2024-01-02,324.90,IDR,po
PH000556,ITM0003,VEN007,2025-09-13,3034.04,IDR,po
PH000557,ITM0031,VEN012,2025-05-21,296.85,IDR,po
PH000558,ITM0020,VEN005,2025-07-10,29442.11,IDR,po
PH000559,ITM0003,VEN008,2025-10-12,3162.78,IDR,po
PH000560,ITM0038,VEN012,2024-10-09,2821.18,IDR,po
PH000561,ITM0033,VEN016,2024-04-16,621.27,IDR,po
PH000562,ITM0020,VEN030,2024-07-06,29846.15,IDR,po
PH000563,ITM0004,VEN024,2025-03-27,11156.44,IDR,po
PH000564,ITM0011,VEN014,2025-09-14,13445.28,IDR,po
PH000565,ITM0012,VEN013,2024-04-23,19835.89,IDR,po
PH000566,ITM0019,VEN026,2024-03-02,9690.73,IDR,po
PH000567,ITM0007,VEN020,2025-02-08,2089.13,IDR,po
PH000568,ITM0009,VEN024,2024-07-04,33635.08,IDR,po
PH000569,ITM0019,VEN027,2024-09-13,8736.81,IDR,po
PH000570,ITM0018,VEN014,2025-07-19,138.09,IDR,po
PH000571,ITM0039,VEN003,2025-02-19,20522.61,IDR,po
PH000572,ITM0010,VEN011,2024-03-29,21150.53,IDR,po
PH000573,ITM0013,VEN023,2024-09-14,645.97,IDR,po
PH000574,ITM0023,VEN028,2025-04-07,38.80,IDR,po
PH000575,ITM0025,VEN030,2025-03-12,46.46,IDR,po
PH000576,ITM0025,VEN003,2024-06-03,45.79,IDR,po
PH000577,ITM0023,VEN027,2025-12-31,35.51,IDR,po
PH000578,ITM0020,VEN015,2025-02-09,24683.45,IDR,po
PH000579,ITM0031,VEN025,2025-07-24,326.87,IDR,po
PH000580,ITM0005,VEN019,2024-09-20,1205.21,IDR,po
PH000581,ITM0001,VEN028,2025-10-10,16527.70,IDR,po
PH000582,ITM0024,VEN012,2025-11-11,569.59,IDR,po
PH000583,ITM0032,VEN002,2024-11-06,10237.94,IDR,po
PH000584,ITM0015,VEN021,2025-03-13,8.38,IDR,po
PH000585,ITM0026,VEN028,2024-09-29,75.78,IDR,po
PH000586,ITM0024,VEN009,2025-04-02,638.03,IDR,po
PH000587,ITM0014,VEN030,2025-12-17,17498.27,IDR,po
PH000588,ITM0014,VEN003,2025-10-05,16678.88,IDR,po
PH000589,ITM0024,VEN012,2025-06-30,546.36,IDR,po
PH000590,ITM0023,VEN020,2025-02-03,42.05,IDR,po
PH000591,ITM0030,VEN029,2025-12-05,224.73,IDR,po
PH000592,ITM0004,VEN002,2024-05-15,9008.44,IDR,po
PH000593,ITM0036,VEN013,2024-09-24,1289.54,IDR,po
PH000594,ITM0005,VEN018,2025-11-01,1442.99,IDR,po
PH000595,ITM0029,VEN020,2025-04-19,115.82,IDR,po
PH000596,ITM0034,VEN003,2025-03-04,23852.56,IDR,po
PH000597,ITM0002,VEN026,2025-11-17,41700.37,IDR,po
PH000598,ITM0019,VEN019,2024-10-30,8970.27,IDR,po
PH000599,ITM0022,VEN026,2025-09-23,64.02,IDR,po
PH000600,ITM0004,VEN005,2025-10-06,10682.00,IDR,po
PH000601,ITM0013,VEN023,2025-03-28,581.77,IDR,po
PH000602,ITM0017,VEN008,2025-02-19,108.37,IDR,po
PH000603,ITM0005,VEN002,2024-10-01,1273.28,IDR,po
PH000604,ITM0001,VEN016,2024-10-24,11635.78,IDR,po
PH000605,ITM0034,VEN015,2024-02-24,19179.90,IDR,po
PH000606,ITM0014,VEN018,2025-11-01,15932.71,IDR,po
PH000607,ITM0031,VEN012,2024-06-14,302.49,IDR,po
PH000608,ITM0031,VEN025,2025-12-10,333.92,IDR,po
PH000609,ITM0010,VEN028,2024-04-09,26020.46,IDR,po
PH000610,ITM0022,VEN030,2024-08-09,58.86,IDR,po
PH000611,ITM0017,VEN021,2025-01-10,113.12,IDR,po
PH000612,ITM0039,VEN009,2024-06-12,19504.31,IDR,po
PH000613,ITM0008,VEN018,2024-07-14,454.32,IDR,po
PH000614,ITM0009,VEN020,2024-03-01,38082.73,IDR,po
PH000615,ITM0012,VEN013,2025-12-18,19949.98,IDR,po
PH000616,ITM0036,VEN018,2025-06-04,1761.27,IDR,po
PH000617,ITM0031,VEN018,2025-03-10,364.72,IDR,po
PH000618,ITM0028,VEN025,2025-09-03,704.36,IDR,po
PH000619,ITM0003,VEN008,2024-11-15,3172.85,IDR,po
PH000620,ITM0023,VEN012,2024-02-26,36.26,IDR,po
PH000621,ITM0032,VEN018,2025-12-31,12913.07,IDR,po
PH000622,ITM0004,VEN025,2025-09-07,8820.65,IDR,po
PH000623,ITM0016,VEN029,2024-02-22,62.18,IDR,po
PH000624,ITM0009,VEN011,2024-07-23,32340.43,IDR,po
PH000625,ITM0022,VEN029,2025-11-16,53.15,IDR,po
PH000626,ITM0032,VEN015,2025-01-08,10984.48,IDR,po
PH000627,ITM0015,VEN024,2024-03-01,8.44,IDR,po
PH000628,ITM0018,VEN029,2024-05-28,108.67,IDR,po
PH000629,ITM0009,VEN015,2025-06-22,32364.98,IDR,po
PH000630,ITM0031,VEN008,2025-01-04,188.03,IDR,po
PH000631,ITM0021,VEN019,2024-09-08,9434.46,IDR,po
PH000632,ITM0001,VEN019,2024-12-12,13426.08,IDR,po
PH000633,ITM0037,VEN029,2025-09-11,40406.52,IDR,po
PH000634,ITM0037,VEN029,2025-09-12,40406.52,IDR,po
PH000635,ITM0032,VEN004,2024-08-01,8435.54,IDR,po
PH000636,ITM0038,VEN017,2025-11-30,3085.61,IDR,po
PH000637,ITM0021,VEN009,2024-11-04,19655.17,IDR,po
PH000638,ITM0008,VEN007,2024-02-24,467.14,IDR,po
PH000639,ITM0017,VEN016,2025-02-28,85.87,IDR,po
PH000640,ITM0031,VEN005,2024-04-03,357.53,IDR,po
PH000641,ITM0005,VEN015,2025-03-23,1266.80,IDR,po
PH000642,ITM0032,VEN027,2025-11-01,10078.02,IDR,po
PH000643,ITM0019,VEN007,2024-03-08,10212.46,IDR,po
PH000644,ITM0031,VEN004,2025-10-26,273.63,IDR,po
PH000645,ITM0009,VEN003,2025-04-18,35206.11,IDR,po
PH000646,ITM0026,VEN028,2024-02-04,151.30,IDR,po
PH000647,ITM0024,VEN018,2025-01-03,612.71,IDR,po
PH000648,ITM0027,VEN001,2025-03-24,164.16,IDR,po
PH000649,ITM0040,VEN019,2024-09-06,2715.59,IDR,po
PH000650,ITM0002,VEN002,2025-04-13,39382.67,IDR,po
PH000651,ITM0039,VEN023,2025-02-26,13144.37,IDR,po
PH000652,ITM0040,VEN019,2025-06-16,2891.87,IDR,po
PH000653,ITM0016,VEN019,2024-01-07,55.80,IDR,po
PH000654,ITM0040,VEN019,2024-10-17,3164.80,IDR,po
PH000655,ITM0002,VEN004,2025-03-01,32231.75,IDR,po
PH000656,ITM0028,VEN015,2025-06-22,677.31,IDR,po
PH000657,ITM0013,VEN023,2024-07-10,620.63,IDR,po
PH000658,ITM0029,VEN014,2025-12-31,117.64,IDR,po
PH000659,ITM0031,VEN029,2025-10-05,615.37,IDR,po
PH000660,ITM0027,VEN014,2024-02-27,197.31,IDR,po
PH000661,ITM0006,VEN021,2024-06-19,7657.17,IDR,po
PH000662,ITM0036,VEN006,2025-04-21,1608.32,IDR,po
PH000663,ITM0025,VEN011,2025-12-17,37.43,IDR,po
PH000664,ITM0025,VEN020,2025-10-25,47.95,IDR,po
PH000665,ITM0021,VEN016,2024-09-22,13237.05,IDR,po
PH000666,ITM0011,VEN014,2024-11-30,13184.36,IDR,po
PH000667,ITM0022,VEN027,2024-04-17,53.99,IDR,po
PH000668,ITM0035,VEN011,2024-12-23,162051.16,IDR,po
PH000669,ITM0035,VEN011,2024-12-23,162051.16,IDR,po
PH000670,ITM0027,VEN011,2025-05-19,184.97,IDR,po
PH000671,ITM0027,VEN010,2024-07-09,150.38,IDR,po
PH000672,ITM0038,VEN009,2025-09-18,3081.37,IDR,po
PH000673,ITM0040,VEN019,2025-04-07,2802.23,IDR,po
PH000674,ITM0027,VEN021,2024-10-01,192.13,IDR,po
PH000675,ITM0033,VEN021,2025-08-07,925.21,IDR,po
PH000676,ITM0025,VEN001,2025-12-14,40.14,IDR,po
PH000677,ITM0036,VEN017,2025-03-29,1708.26,IDR,po
PH000678,ITM0013,VEN016,2025-01-09,643.04,IDR,po
PH000679,ITM0019,VEN028,2025-03-13,10381.59,IDR,po
PH000680,ITM0022,VEN021,2025-07-02,59.00,IDR,po
PH000681,ITM0028,VEN008,2025-02-09,767.19,IDR,po
PH000682,ITM0004,VEN025,2024-09-03,9030.64,IDR,po
PH000683,ITM0015,VEN021,2025-03-07,8.02,IDR,po
PH000684,ITM0029,VEN020,2024-08-03,113.33,IDR,po
PH000685,ITM0027,VEN008,2024-05-12,196.35,IDR,po
PH000686,ITM0012,VEN013,2025-05-30,19920.86,IDR,po
PH000687,ITM0039,VEN019,2025-11-01,18044.61,IDR,po
PH000688,ITM0016,VEN028,2025-02-19,66.51,IDR,po
PH000689,ITM0002,VEN007,2024-08-08,43748.78,IDR,po
PH000690,ITM0015,VEN012,2024-02-03,4.21,IDR,po
PH000691,ITM0024,VEN018,2025-09-12,614.97,IDR,po
PH000692,ITM0004,VEN023,2024-08-22,8426.09,IDR,po
PH000693,ITM0018,VEN005,2024-06-30,144.45,IDR,po
PH000694,ITM0009,VEN009,2024-08-21,37234.86,IDR,po
PH000695,ITM0002,VEN017,2024-08-13,42120.26,IDR,po
PH000696,ITM0033,VEN023,2025-01-30,628.88,IDR,po
PH000697,ITM0039,VEN025,2024-02-18,17341.22,IDR,po
PH000698,ITM0023,VEN007,2025-11-30,39.10,IDR,po
PH000699,ITM0014,VEN030,2024-02-21,17460.50,IDR,po
PH000700,ITM0015,VEN002,2025-02-10,7.32,IDR,po
PH000701,ITM0036,VEN017,2024-07-14,1701.58,IDR,po
PH000702,ITM0015,VEN019,2025-10-17,6.59,IDR,po
PH000703,ITM0015,VEN024,2025-12-02,8.39,IDR,po
PH000704,ITM0024,VEN002,2024-06-09,539.06,IDR,po
PH000705,ITM0017,VEN026,2024-09-30,114.73,IDR,po
PH000706,ITM0003,VEN025,2025-08-24,2830.76,IDR,po
PH000707,ITM0029,VEN027,2024-10-24,94.64,IDR,po
PH000708,ITM0004,VEN010,2025-08-11,7352.65,IDR,po
PH000709,ITM0003,VEN017,2024-10-08,2995.72,IDR,po
PH000710,ITM0019,VEN012,2025-04-05,21165.36,IDR,po
PH000711,ITM0019,VEN001,2025-11-08,8582.97,IDR,po
PH000712,ITM0019,VEN017,2024-04-12,9628.87,IDR,po
PH000713,ITM0031,VEN019,2025-03-05,339.32,IDR,po
PH000714,ITM0031,VEN018,2025-09-05,374.03,IDR,po
PH000715,ITM0019,VEN029,2025-11-20,9169.14,IDR,po
PH000716,ITM0026,VEN029,2024-09-27,131.75,IDR,po
PH000717,ITM0039,VEN010,2025-06-19,14901.68,IDR,po
PH000718,ITM0033,VEN015,2024-10-22,831.54,IDR,po
PH000719,ITM0024,VEN003,2024-06-25,639.47,IDR,po
PH000720,ITM0039,VEN021,2024-08-16,19249.07,IDR,po
PH000721,ITM0017,VEN009,2025-09-30,109.12,IDR,po
PH000722,ITM0011,VEN014,2024-03-22,13577.02,IDR,po
PH000723,ITM0023,VEN029,2025-09-01,36.10,IDR,po
PH000724,ITM0003,VEN021,2024-07-10,3239.23,IDR,po
PH000725,ITM0011,VEN014,2025-02-09,14436.64,IDR,po
PH000726,ITM0039,VEN013,2025-03-30,13121.06,IDR,po
PH000727,ITM0001,VEN016,2025-12-18,11169.31,IDR,po
PH000728,ITM0015,VEN016,2024-07-23,5.48,IDR,po
PH000729,ITM0021,VEN024,2024-04-12,19101.91,IDR,po
PH000730,ITM0008,VEN003,2025-12-18,435.00,IDR,po
PH000731,ITM0026,VEN010,2024-08-04,106.52,IDR,po
PH000732,ITM0035,VEN010,2024-08-23,142572.25,IDR,po
PH000733,ITM0006,VEN009,2025-01-26,7954.15,IDR,po
PH000734,ITM0021,VEN024,2025-09-30,17577.56,IDR,po
PH000735,ITM0018,VEN030,2025-08-12,129.85,IDR,po
PH000736,ITM0038,VEN021,2025-06-04,3315.76,IDR,po
PH000737,ITM0014,VEN028,2024-05-06,15637.48,IDR,po
PH000738,ITM0006,VEN028,2024-10-08,7406.18,IDR,po
PH000739,ITM0005,VEN011,2025-07-26,1309.52,IDR,po
PH000740,ITM0010,VEN001,2025-10-25,23934.83,IDR,po
PH000741,ITM0019,VEN016,2025-12-01,7505.68,IDR,po
PH000742,ITM0005,VEN026,2024-04-07,1381.79,IDR,po
PH000743,ITM0015,VEN008,2025-03-01,7.79,IDR,po
PH000744,ITM0008,VEN008,2025-02-04,227.54,IDR,po
PH000745,ITM0021,VEN017,2025-02-07,18348.98,IDR,po
PH000746,ITM0028,VEN009,2025-09-23,720.72,IDR,po
PH000747,ITM0006,VEN014,2024-05-09,8045.66,IDR,po
PH000748,ITM0039,VEN016,2024-10-11,12787.44,IDR,po
PH000749,ITM0037,VEN005,2025-01-23,48657.60,IDR,po
PH000750,ITM0028,VEN004,2024-12-18,549.40,IDR,po
PH000751,ITM0039,VEN008,2025-09-14,19209.47,IDR,po
PH000752,ITM0036,VEN016,2024-06-23,1265.90,IDR,po
PH000753,ITM0029,VEN027,2024-09-24,96.52,IDR,po
PH000754,ITM0012,VEN013,2024-01-29,19595.30,IDR,po
PH000755,ITM0006,VEN004,2024-03-11,5997.61,IDR,po
PH000756,ITM0018,VEN030,2024-12-01,136.45,IDR,po
PH000757,ITM0024,VEN030,2024-03-27,636.71,IDR,po
PH000758,ITM0022,VEN024,2025-12-31,56.81,IDR,po
PH000759,ITM0024,VEN010,2025-05-28,487.24,IDR,po
PH000760,ITM0010,VEN012,2024-10-11,21017.96,IDR,po
PH000761,ITM0002,VEN023,2025-01-08,28281.62,IDR,po
PH000762,ITM0028,VEN026,2024-02-23,395.67,IDR,po
PH000763,ITM0023,VEN002,2024-12-17,32.93,IDR,po
PH000764,ITM0019,VEN027,2024-07-06,8082.71,IDR,po
PH000765,ITM0032,VEN026,2025-06-13,12642.03,IDR,po
PH000766,ITM0014,VEN012,2024-03-01,13563.83,IDR,po
PH000767,ITM0018,VEN028,2025-07-20,140.54,IDR,po
PH000768,ITM0021,VEN009,2025-04-22,19502.15,IDR,po
PH000769,ITM0022,VEN012,2025-09-03,55.39,IDR,po
PH000770,ITM0037,VEN022,2024-04-04,35101.34,IDR,po
PH000771,ITM0033,VEN010,2025-08-19,717.53,IDR,po
PH000772,ITM0023,VEN019,2025-12-04,35.69,IDR,po
PH000773,ITM0005,VEN014,2025-03-24,1477.66,IDR,po
PH000774,ITM0021,VEN027,2025-04-15,16253.28,IDR,po
PH000775,ITM0014,VEN029,2025-01-01,14332.76,IDR,po
PH000776,ITM0039,VEN030,2025-01-04,20413.05,IDR,po
PH000777,ITM0018,VEN005,2024-06-10,142.80,IDR,po
PH000778,ITM0004,VEN027,2025-06-11,9332.09,IDR,po
PH000779,ITM0019,VEN004,2025-10-03,7360.70,IDR,po
PH000780,ITM0034,VEN016,2024-08-15,11469.47,IDR,po
PH000781,ITM0035,VEN006,2024-05-23,201050.42,IDR,po
PH000782,ITM0004,VEN015,2024-07-01,8742.99,IDR,po
PH000783,ITM0036,VEN002,2025-02-15,1445.66,IDR,po
PH000784,ITM0031,VEN029,2024-03-10,317.20,IDR,po
PH000785,ITM0020,VEN025,2024-11-13,25487.19,IDR,po
PH000786,ITM0007,VEN013,2024-02-20,1647.40,IDR,po
PH000787,ITM0007,VEN019,2025-11-08,1904.21,IDR,po
PH000788,ITM0023,VEN029,2024-09-27,34.52,IDR,po
PH000789,ITM0017,VEN025,2024-04-20,93.83,IDR,po
PH000790,ITM0013,VEN023,2024-06-15,644.33,IDR,po
PH000791,ITM0004,VEN005,2025-02-22,3999.98,IDR,po
PH000792,ITM0033,VEN022,2024-08-01,671.37,IDR,po
PH000793,ITM0029,VEN002,2025-01-04,93.06,IDR,po
PH000794,ITM0020,VEN015,2025-01-15,24275.47,IDR,po
PH000795,ITM0027,VEN005,2025-12-31,208.36,IDR,po
PH000796,ITM0027,VEN027,2025-05-17,164.95,IDR,po
PH000797,ITM0023,VEN001,2024-12-06,33.02,IDR,po
PH000798,ITM0006,VEN026,2025-04-25,7305.64,IDR,po
PH000799,ITM0005,VEN024,2024-08-20,1493.91,IDR,po
PH000800,ITM0040,VEN019,2025-07-02,2864.93,IDR,po
PH000801,ITM0017,VEN023,2024-06-29,73.26,IDR,po
PH000802,ITM0011,VEN014,2025-03-14,13716.39,IDR,po
PH000803,ITM0015,VEN022,2025-12-31,6.36,IDR,po
PH000804,ITM0005,VEN002,2025-10-05,1326.50,IDR,po
PH000805,ITM0001,VEN015,2024-04-10,12891.05,IDR,po
PH000806,ITM0031,VEN019,2024-02-17,340.26,IDR,po
PH000807,ITM0032,VEN028,2024-09-07,12249.59,IDR,po
PH000808,ITM0037,VEN021,2024-07-29,51271.75,IDR,po
PH000809,ITM0009,VEN001,2024-05-12,31420.30,IDR,po
PH000810,ITM0016,VEN021,2024-12-13,65.68,IDR,po
PH000811,ITM0007,VEN029,2024-02-21,1785.27,IDR,po
PH000812,ITM0023,VEN001,2025-01-07,37.83,IDR,po
PH000813,ITM0021,VEN030,2025-02-05,19509.85,IDR,po
PH000814,ITM0009,VEN026,2025-03-20,33776.07,IDR,po
PH000815,ITM0010,VEN011,2024-10-01,23098.46,IDR,po
PH000816,ITM0008,VEN029,2025-08-28,370.85,IDR,po
PH000817,ITM0020,VEN007,2024-03-05,26892.96,IDR,po
PH000818,ITM0008,VEN003,2025-08-28,420.44,IDR,po
PH000819,ITM0003,VEN025,2025-06-04,2878.53,IDR,po
PH000820,ITM0031,VEN021,2024-08-27,348.61,IDR,po
PH000821,ITM0036,VEN019,2025-12-31,1515.38,IDR,po
PH000822,ITM0011,VEN014,2025-07-08,14220.46,IDR,po
PH000823,ITM0036,VEN001,2025-03-23,1434.74,IDR,po
PH000824,ITM0032,VEN022,2024-01-12,21055.30,IDR,po
PH000825,ITM0025,VEN028,2024-11-26,48.05,IDR,po
PH000826,ITM0016,VEN028,2024-05-03,68.87,IDR,po
PH000827,ITM0004,VEN010,2024-04-21,7148.54,IDR,po
PH000828,ITM0025,VEN016,2024-08-29,32.55,IDR,po
PH000829,ITM0036,VEN029,2025-05-04,1322.94,IDR,po
PH000830,ITM0015,VEN025,2025-02-17,7.16,IDR,po
PH000831,ITM0005,VEN023,2025-07-07,970.81,IDR,po
