invoice_id,invoice_number,invoice_date,po_id,gr_id,vendor_id,invoice_amount,tax_amount,due_date,payment_date,payment_status,variance_amount
INV00207,INV/2024/00207,2024-04-27,PO00221,GR00207,VEN014,58927.74,6482.05,2024-06-11,2024-06-20,paid,-1447.43
INV00208,INV/2024/00208,2024-04-27,PO00222,GR00208,VEN019,3588.87,394.78,2024-05-12,,overdue,-97.46
INV00209,INV/2025/00209,2025-07-29,PO00223,GR00209,VEN013,610891.97,67198.12,2025-08-28,,overdue,-14754.48
INV00210,INV/2025/00210,2025-11-16,PO00224,GR00210,VEN011,624723.48,68719.58,2025-12-31,2025-12-22,paid,3225.00
INV00211,INV/2024/00211,2024-10-14,PO00225,GR00211,VEN028,17853.95,1963.93,2024-10-14,2024-10-29,paid,-154.64
INV00212,INV/2024/00212,2024-04-20,PO00226,GR00212,VEN008,189362.37,20829.86,2024-06-04,2024-06-22,paid,465.54
INV00213,INV/2024/00213,2024-06-14,PO00227,GR00213,VEN008,873780.48,96115.85,2024-08-13,2024-08-22,paid,836949.76
INV00214,INV/2024/00214,2024-04-18,PO00228,GR00214,VEN003,34074.59,3748.20,2024-07-17,2024-05-18,paid,-256.40
INV00215,INV/2024/00215,2024-09-13,PO00229,GR00215,VEN028,10342377.73,1137661.55,2024-12-12,,overdue,-267263.08
INV00216,INV/2024/00216,2024-10-26,PO00230,GR00216,VEN001,1210.31,133.13,2024-10-26,2024-11-14,paid,3.32
INV00217,INV/2025/00217,2025-12-15,PO00232,GR00217,VEN027,931548.45,102470.33,2025-12-15,,overdue,411713.52
INV00218,INV/2025/00218,2025-03-14,PO00233,GR00218,VEN024,418561.53,46041.77,2025-03-29,,overdue,-4058.91
INV00219,INV/2024/00219,2024-02-03,PO00234,GR00219,VEN013,286204.97,31482.55,2024-04-03,,overdue,3869.98
INV00220,INV/2026/00220,2026-01-19,PO00235,GR00220,VEN015,220817.09,24289.88,2026-02-18,2026-03-03,paid,4164.27
INV00221,INV/2024/00221,2024-05-31,PO00236,GR00221,VEN030,232432.14,25567.54,2024-06-30,2024-08-04,paid,4310.76
INV00222,INV/2024/00222,2024-10-17,PO00237,GR00222,VEN012,26449.95,2909.49,2024-12-01,2024-12-14,paid,180.48
INV00223,INV/2024/00223,2024-04-28,PO00238,GR00223,VEN019,96469.54,10611.65,2024-06-27,,overdue,2554.24
INV00224,INV/2024/00224,2024-10-29,PO00239,GR00224,VEN025,265790.01,29236.90,2024-10-29,2024-11-25,paid,5252.00
INV00225,INV/2024/00225,2024-10-18,PO00241,GR00225,VEN013,42888.27,4717.71,2024-11-02,2024-11-08,paid,-1108.44
INV00226,INV/2024/00226,2024-07-06,PO00242,GR00226,VEN007,255672.79,28124.01,2024-08-20,2024-08-09,paid,999.66
INV00227,INV/2024/00227,2024-05-25,PO00243,GR00227,VEN015,337518.02,37126.98,2024-07-24,2024-06-21,paid,-1399.87
INV00228,INV/2025/00228,2025-04-11,PO00244,GR00228,VEN028,9020.22,992.22,2025-07-10,,overdue,-197.09
INV00229,INV/2025/00229,2025-12-03,PO00245,GR00229,VEN014,149653.33,16461.87,2025-12-03,2026-01-11,paid,1702.56
INV00230,INV/2024/00230,2024-11-21,PO00246,GR00230,VEN029,282915.66,31120.72,2024-12-06,2024-12-19,paid,-127.86
INV00231,INV/2024/00231,2024-06-24,PO00247,GR00231,VEN007,2214476.39,243592.40,2024-08-23,2024-07-12,paid,56230.62
INV00232,INV/2025/00232,2025-04-19,PO00248,GR00232,VEN022,125054.63,13756.01,2025-05-19,2025-05-05,paid,2390.93
INV00233,INV/2024/00233,2024-04-23,PO00249,GR00233,VEN030,954123.51,104953.59,2024-06-07,,overdue,-12558.43
INV00234,INV/2025/00234,2025-02-17,PO00250,GR00234,VEN020,253344.15,27867.86,2025-05-18,2025-04-30,paid,97.85
INV00235,INV/2024/00235,2024-06-27,PO00251,GR00235,VEN003,7708.71,847.96,2024-07-27,2024-08-29,paid,159.05
INV00236,INV/2025/00236,2025-04-18,PO00252,GR00236,VEN024,6240.78,686.49,2025-05-03,2025-05-23,paid,-129.90
INV00237,INV/2025/00237,2025-06-20,PO00253,GR00237,VEN006,126358.87,13899.48,2025-06-20,2025-07-02,paid,3441.35
INV00238,INV/2024/00238,2024-08-03,PO00254,GR00238,VEN026,164128.57,18054.14,2024-08-18,2024-09-19,paid,-2387.46
INV00239,INV/2025/00239,2025-09-19,PO00255,GR00239,VEN015,13934.46,1532.79,2025-10-04,2025-11-05,paid,297.52
INV00240,INV/2025/00240,2025-09-18,PO00256,GR00240,VEN011,2157027.34,237273.01,2025-09-18,2025-09-26,paid,17113.83
INV00241,INV/2025/00241,2025-05-18,PO00257,GR00241,VEN002,659663.03,72562.93,2025-06-02,,overdue,10770.91
INV00242,INV/2024/00242,2024-05-16,PO00258,GR00242,VEN022,126276.19,13890.38,2024-05-31,2024-06-20,paid,-2772.91
INV00243,INV/2024/00243,2024-06-14,PO00259,GR00243,VEN009,988134.37,108694.78,2024-07-14,2024-07-21,paid,-14372.22
INV00244,INV/2024/00244,2024-06-20,PO00260,GR00244,VEN030,736777.02,81045.47,2024-08-19,2024-07-03,paid,13287.47
INV00245,INV/2024/00245,2024-05-12,PO00261,GR00245,VEN017,306750.35,33742.54,2024-06-11,2024-07-19,paid,-9002.94
INV00246,INV/2025/00246,2025-04-07,PO00262,GR00246,VEN009,434027.07,47742.98,2025-07-06,,overdue,-373.92
INV00247,INV/2025/00247,2025-12-17,PO00263,GR00247,VEN018,159739.21,17571.31,2026-03-17,2025-12-30,paid,4249.10
INV00248,INV/2024/00248,2024-11-13,PO00264,GR00248,VEN013,825670.06,90823.71,2024-11-28,2024-11-23,paid,3530.06
INV00249,INV/2024/00249,2024-06-16,PO00265,GR00249,VEN017,45478.93,5002.68,2024-06-16,2024-07-12,paid,162.29
INV00250,INV/2024/00250,2024-12-21,PO00266,GR00250,VEN008,227511.80,25026.30,2025-03-21,2025-02-23,paid,2724.57
INV00251,INV/2025/00251,2025-05-21,PO00267,GR00251,VEN017,898329.37,98816.23,2025-07-20,2025-06-18,paid,666889.43
INV00252,INV/2025/00252,2025-11-17,PO00268,GR00252,VEN021,5710918.83,628201.07,2025-12-02,2026-01-01,paid,39567.75
INV00253,INV/2025/00253,2025-10-24,PO00269,GR00253,VEN016,59562.50,6551.88,2026-01-22,2026-02-03,paid,577.47
INV00254,INV/2025/00254,2025-09-08,PO00270,GR00254,VEN023,93940.80,10333.49,2025-09-08,2025-09-12,paid,-2309.97
INV00255,INV/2025/00255,2025-07-27,PO00271,GR00255,VEN015,95480.60,10502.87,2025-08-11,2025-08-27,paid,-1899.45
INV00256,INV/2025/00256,2025-05-08,PO00272,GR00256,VEN020,7336.80,807.05,2025-05-23,2025-06-18,paid,-164.31
INV00257,INV/2024/00257,2024-05-07,PO00273,GR00257,VEN007,1181160.06,129927.61,2024-07-06,2024-06-20,paid,-17661.18
INV00258,INV/2025/00258,2025-12-31,PO00274,GR00258,VEN014,697861.45,76764.76,2026-02-14,2026-02-20,paid,-21057.93
INV00259,INV/2025/00259,2025-01-03,PO00275,GR00259,VEN027,5347.12,588.18,2025-02-17,,overdue,87.23
INV00260,INV/2024/00260,2024-12-30,PO00276,GR00260,VEN027,164029.45,18043.24,2025-02-13,2025-03-14,paid,-2903.73
INV00261,INV/2024/00261,2024-07-27,PO00277,GR00261,VEN001,98415.54,10825.71,2024-09-25,2024-08-21,paid,1661.28
INV00262,INV/2025/00262,2025-11-19,PO00278,GR00262,VEN002,913377.63,100471.54,2025-12-19,2026-01-19,paid,-9752.07
INV00263,INV/2024/00263,2024-04-29,PO00279,GR00263,VEN025,2996.39,329.60,2024-07-28,,overdue,60.58
INV00264,INV/2025/00264,2025-10-31,PO00280,GR00264,VEN003,840918.93,92501.08,2025-11-30,2025-11-18,paid,-948054.75
INV00265,INV/2024/00265,2024-04-01,PO00281,GR00265,VEN030,2277.79,250.56,2024-04-01,2024-04-05,paid,-61.92
INV00266,INV/2025/00266,2025-03-20,PO00282,GR00266,VEN019,329417.78,36235.96,2025-06-18,2025-07-04,paid,6029.16
INV00267,INV/2025/00267,2025-02-03,PO00283,GR00267,VEN009,984353.78,108278.92,2025-02-18,2025-03-13,paid,978041.52
INV00268,INV/2024/00268,2024-11-10,PO00284,GR00268,VEN007,499830.06,54981.31,2025-02-08,2024-12-07,paid,-198.48
INV00269,INV/2024/00269,2024-05-27,PO00285,GR00269,VEN013,249051.47,27395.66,2024-06-26,2024-06-20,paid,-6455.01
INV00270,INV/2025/00270,2025-10-17,PO00286,GR00270,VEN002,13914.54,1530.60,2025-12-16,,overdue,92.53
INV00271,INV/2025/00271,2025-08-25,PO00287,GR00271,VEN008,40076.07,4408.37,2025-08-25,2025-09-03,paid,658.19
INV00272,INV/2025/00272,2025-08-18,PO00288,GR00272,VEN019,805712.61,88628.39,2025-10-17,2025-08-24,paid,-620729.69
INV00273,INV/2025/00273,2025-10-29,PO00289,GR00273,VEN018,470063.56,51706.99,2025-10-29,2025-11-21,paid,8239.12
INV00274,INV/2024/00274,2024-11-29,PO00290,GR00274,VEN029,115844.00,12742.84,2025-01-28,2025-01-16,paid,-2801.83
INV00275,INV/2024/00275,2024-11-29,PO00291,GR00275,VEN023,114327.28,12576.00,2025-01-28,,overdue,-2613.91
INV00276,INV/2024/00276,2024-07-27,PO00292,GR00276,VEN009,153967.39,16936.41,2024-09-10,2024-09-19,paid,-4356.16
INV00277,INV/2024/00277,2024-11-01,PO00293,GR00277,VEN022,280085.02,30809.35,2024-11-16,2024-11-06,paid,-4300.91
INV00278,INV/2024/00278,2024-07-24,PO00294,GR00278,VEN026,43399.70,4773.97,2024-09-22,2024-08-18,paid,-284.34
INV00279,INV/2024/00279,2024-07-15,PO00295,GR00279,VEN022,311645.74,34281.03,2024-09-13,2024-08-31,paid,8620.02
INV00280,INV/2024/00280,2024-11-18,PO00296,GR00280,VEN025,18603.39,2046.37,2025-01-02,2025-02-02,paid,-52.39
INV00281,INV/2025/00281,2025-03-10,PO00297,GR00281,VEN002,196970.07,21666.71,2025-03-25,2025-03-21,paid,-632.71
INV00282,INV/2024/00282,2024-08-13,PO00298,GR00282,VEN026,501692.44,55186.17,2024-08-28,,overdue,9314.54
INV00283,INV/2025/00283,2025-04-04,PO00299,GR00283,VEN022,63433.10,6977.64,2025-05-04,2025-05-19,paid,381.84
INV00284,INV/2024/00284,2024-12-25,PO00300,GR00284,VEN023,57585.54,6334.41,2024-12-25,2025-01-30,paid,-508.13
INV00285,INV/2025/00285,2025-08-08,PO00301,GR00285,VEN030,2138504.24,235235.47,2025-10-07,2025-10-31,paid,40415.84
INV00286,INV/2025/00286,2025-10-20,PO00302,GR00286,VEN028,408748.31,44962.31,2025-11-04,2025-12-13,paid,213.70
INV00287,INV/2025/00287,2025-03-09,PO00303,GR00287,VEN026,7702.26,847.25,2025-03-24,2025-04-06,paid,137.72
INV00288,INV/2025/00288,2025-12-02,PO00304,GR00288,VEN004,9503.90,1045.43,2026-01-01,2026-01-25,paid,257.33
INV00289,INV/2025/00289,2025-06-19,PO00305,GR00289,VEN001,93214.64,10253.61,2025-08-18,,overdue,646.82
INV00290,INV/2025/00290,2025-11-09,PO00306,GR00290,VEN005,4611.83,507.30,2026-01-08,2025-12-17,paid,43.16
INV00291,INV/2026/00291,2026-02-11,PO00307,GR00291,VEN026,7896.04,868.56,2026-03-28,2026-04-14,paid,-213.51
INV00292,INV/2025/00292,2025-02-04,PO00308,GR00292,VEN012,18206.26,2002.69,2025-03-06,2025-04-06,paid,-119.18
INV00293,INV/2025/00293,2025-08-19,PO00309,GR00293,VEN009,3159.46,347.54,2025-11-17,2025-09-25,paid,-91.15
INV00294,INV/2025/00294,2025-09-01,PO00310,GR00294,VEN029,2524611.10,277707.22,2025-10-16,2025-10-01,paid,-46112.32
INV00295,INV/2024/00295,2024-06-23,PO00311,GR00295,VEN004,69146.19,7606.08,2024-07-08,,overdue,-2010.71
INV00296,INV/2025/00296,2025-08-24,PO00312,GR00296,VEN026,155414.56,17095.60,2025-08-24,2025-09-05,paid,-3764.22
INV00297,INV/2025/00297,2025-01-17,PO00313,GR00297,VEN018,4746.34,522.10,2025-02-01,2025-03-06,paid,55.42
INV00298,INV/2024/00298,2024-08-26,PO00314,GR00298,VEN016,316301.13,34793.12,2024-09-25,,overdue,-17.16
INV00299,INV/2025/00299,2025-06-05,PO00315,GR00299,VEN014,616343.90,67797.83,2025-06-05,2025-06-15,paid,-3033.93
INV00300,INV/2026/00300,2026-01-01,PO00316,GR00300,VEN014,7575471.04,833301.81,2026-01-31,2026-01-07,paid,100398.31
INV00301,INV/2025/00301,2025-07-26,PO00317,GR00301,VEN023,686.64,75.53,2025-07-26,2025-08-29,paid,2.87
INV00302,INV/2025/00302,2025-07-31,PO00318,GR00302,VEN021,10229.88,1125.29,2025-09-29,2025-10-16,paid,-32.94
INV00303,INV/2026/00303,2026-01-10,PO00319,GR00303,VEN014,15269.13,1679.60,2026-02-09,,unpaid,379.60
INV00304,INV/2025/00304,2025-09-02,PO00320,GR00304,VEN002,247416.06,27215.77,2025-09-02,2025-09-17,paid,-5228.96
INV00305,INV/2026/00305,2026-01-12,PO00321,GR00305,VEN024,1037182.18,114090.04,2026-03-13,2026-02-20,paid,4927.29
INV00306,INV/2026/00306,2026-02-03,PO00322,GR00306,VEN023,9871431.37,1085857.45,2026-02-18,2026-02-23,paid,-216247.94
INV00307,INV/2025/00307,2025-11-13,PO00323,GR00307,VEN018,1075865.74,118345.23,2026-02-11,2025-11-16,paid,17551.45
INV00308,INV/2025/00308,2025-03-19,PO00324,GR00308,VEN006,93892.98,10328.23,2025-05-18,,overdue,-866.29
INV00309,INV/2024/00309,2024-06-28,PO00326,GR00309,VEN020,23077.89,2538.57,2024-09-26,2024-07-13,paid,312.33
INV00310,INV/2024/00310,2024-06-10,PO00327,GR00310,VEN030,888515.94,97736.75,2024-07-25,2024-08-26,paid,709517.50
INV00311,INV/2025/00311,2025-06-01,PO00328,GR00311,VEN008,85279.00,9380.69,2025-08-30,2025-10-01,paid,2088.63
INV00312,INV/2025/00312,2025-09-28,PO00329,GR00312,VEN013,58828.71,6471.16,2025-11-27,2025-12-11,paid,-988.84
INV00313,INV/2024/00313,2024-10-13,PO00330,GR00313,VEN002,2779.95,305.79,2024-12-12,2024-12-15,paid,-56.03
INV00314,INV/2024/00314,2024-09-02,PO00331,GR00314,VEN014,15692.11,1726.13,2024-11-01,2024-10-27,paid,72.25
INV00315,INV/2025/00315,2025-03-15,PO00332,GR00315,VEN024,908792.32,99967.15,2025-03-15,2025-04-14,paid,-1058494.37
INV00316,INV/2024/00316,2024-12-30,PO00333,GR00316,VEN016,84448.94,9289.38,2025-03-30,2025-01-29,paid,-64.18
INV00317,INV/2025/00317,2025-11-09,PO00334,GR00317,VEN018,13904.15,1529.46,2026-01-08,2026-02-06,paid,-3.92
INV00318,INV/2025/00318,2025-07-17,PO00335,GR00318,VEN020,29121.11,3203.32,2025-08-16,2025-08-13,paid,157.53
INV00319,INV/2025/00319,2025-11-17,PO00336,GR00319,VEN008,2424948.17,266744.30,2025-12-17,2025-12-22,paid,-66276.99
INV00320,INV/2024/00320,2024-12-21,PO00337,GR00320,VEN027,801924.00,88211.64,2025-02-19,2025-01-03,paid,669584.94
INV00321,INV/2024/00321,2024-04-20,PO00338,GR00321,VEN018,888129.16,97694.21,2024-07-19,,overdue,859999.70
INV00322,INV/2025/00322,2025-07-25,PO00339,GR00322,VEN021,922146.52,101436.12,2025-09-08,2025-08-05,paid,919070.39
INV00323,INV/2024/00323,2024-11-24,PO00340,GR00323,VEN026,6240.25,686.43,2024-12-09,2025-01-08,paid,-125.77
INV00324,INV/2025/00324,2025-06-04,PO00341,GR00324,VEN024,46365.68,5100.22,2025-06-19,2025-07-01,paid,11.60
INV00325,INV/2024/00325,2024-03-18,PO00342,GR00325,VEN018,945432.72,103997.60,2024-06-16,2024-07-05,paid,482510.92
INV00326,INV/2024/00326,2024-07-11,PO00344,GR00326,VEN023,143463.07,15780.94,2024-09-09,2024-07-31,paid,-459.93
INV00327,INV/2025/00327,2025-08-11,PO00345,GR00327,VEN016,1052.27,115.75,2025-09-25,,overdue,-13.63
INV00328,INV/2024/00328,2024-03-16,PO00346,GR00328,VEN006,102271.51,11249.87,2024-03-31,2024-05-08,paid,1424.54
INV00329,INV/2024/00329,2024-06-21,PO00348,GR00329,VEN024,47181.72,5189.99,2024-08-20,,overdue,185.05
INV00330,INV/2024/00330,2024-12-03,PO00349,GR00330,VEN010,3069573.16,337653.05,2025-01-02,2025-01-09,paid,64402.23
INV00331,INV/2024/00331,2024-04-19,PO00350,GR00331,VEN019,131224.49,14434.69,2024-06-03,,overdue,-911.34
INV00332,INV/2026/00332,2026-02-18,PO00351,GR00332,VEN015,184677.88,20314.57,2026-03-05,2026-03-14,paid,3749.57
INV00333,INV/2024/00333,2024-07-03,PO00352,GR00333,VEN025,85564.12,9412.05,2024-08-02,,overdue,-691.76
INV00334,INV/2024/00334,2024-07-29,PO00353,GR00334,VEN007,569168.59,62608.55,2024-07-29,,overdue,13165.57
INV00335,INV/2025/00335,2025-05-22,PO00354,GR00335,VEN007,3581678.92,393984.68,2025-07-21,2025-06-21,paid,45178.47
INV00336,INV/2024/00336,2024-10-13,PO00355,GR00336,VEN024,20016.40,2201.80,2024-12-12,,overdue,-440.21
INV00337,INV/2025/00337,2025-05-23,PO00356,GR00337,VEN015,394683.00,43415.13,2025-06-07,2025-06-20,paid,383.13
INV00338,INV/2025/00338,2025-06-05,PO00357,GR00338,VEN022,7002.40,770.26,2025-08-04,,overdue,115.77
INV00339,INV/2024/00339,2024-02-26,PO00358,GR00339,VEN025,88869.45,9775.64,2024-05-26,2024-03-31,paid,1802.69
INV00340,INV/2024/00340,2024-03-05,PO00359,GR00340,VEN005,147908.52,16269.94,2024-06-03,2024-06-19,paid,3097.32
INV00341,INV/2025/00341,2025-03-06,PO00360,GR00341,VEN028,1257353.05,138308.84,2025-06-04,,overdue,-15390.13
INV00342,INV/2025/00342,2025-03-21,PO00361,GR00342,VEN013,18068.26,1987.51,2025-04-20,2025-04-21,paid,427.73
INV00343,INV/2024/00343,2024-11-30,PO00362,GR00343,VEN019,5313.95,584.53,2024-12-30,2025-01-07,paid,-99.51
INV00344,INV/2025/00344,2025-11-03,PO00363,GR00344,VEN026,351094.21,38620.36,2026-02-01,2025-12-26,paid,-6823.65
INV00345,INV/2024/00345,2024-06-16,PO00364,GR00345,VEN021,104795.33,11527.49,2024-07-01,2024-07-15,paid,-1275.96
INV00346,INV/2024/00346,2024-11-16,PO00365,GR00346,VEN012,35637.20,3920.09,2024-12-31,,overdue,350.42
INV00347,INV/2025/00347,2025-08-12,PO00366,GR00347,VEN026,991931.31,109112.44,2025-10-11,2025-09-27,paid,-19197.27
INV00348,INV/2024/00348,2024-12-07,PO00367,GR00348,VEN014,900187.61,99020.64,2025-01-06,2024-12-14,paid,814909.57
INV00349,INV/2024/00349,2024-10-24,PO00368,GR00349,VEN023,32234.91,3545.84,2024-11-08,2024-10-30,paid,-340.94
INV00350,INV/2024/00350,2024-08-31,PO00369,GR00350,VEN028,38162.33,4197.86,2024-09-30,2024-10-27,paid,-61.05
INV00351,INV/2025/00351,2025-09-30,PO00370,GR00351,VEN023,691764.26,76094.07,2025-11-29,,overdue,-19570.42
INV00352,INV/2024/00352,2024-05-15,PO00371,GR00352,VEN008,7166.11,788.27,2024-06-14,2024-05-24,paid,-162.08
INV00353,INV/2025/00353,2025-07-22,PO00372,GR00353,VEN024,45872.38,5045.96,2025-10-20,,overdue,-46.71
INV00354,INV/2025/00354,2025-04-03,PO00373,GR00354,VEN018,1282098.15,141030.80,2025-04-03,2025-04-23,paid,22582.11
INV00355,INV/2024/00355,2024-06-11,PO00374,GR00355,VEN009,237827.43,26161.02,2024-07-11,2024-07-11,paid,-5043.18
INV00356,INV/2024/00356,2024-02-14,PO00375,GR00356,VEN020,59789.34,6576.83,2024-03-15,2024-03-20,paid,-879.22
INV00357,INV/2025/00357,2025-11-20,PO00376,GR00357,VEN023,162310.32,17854.14,2025-12-20,2025-12-10,paid,4169.99
INV00358,INV/2025/00358,2025-04-20,PO00377,GR00358,VEN001,980021.82,107802.40,2025-05-05,2025-06-06,paid,820201.88
INV00359,INV/2024/00359,2024-07-07,PO00378,GR00359,VEN013,5382.45,592.07,2024-10-05,2024-10-11,paid,98.44
INV00360,INV/2024/00360,2024-01-31,PO00379,GR00360,VEN008,58090.21,6389.92,2024-03-31,2024-04-06,paid,1596.17
INV00361,INV/2025/00361,2025-04-07,PO00380,GR00361,VEN020,313882.31,34527.05,2025-07-06,2025-06-10,paid,2934.80
INV00362,INV/2025/00362,2025-05-17,PO00381,GR00362,VEN018,32540.53,3579.46,2025-05-17,2025-05-22,paid,818.33
INV00363,INV/2025/00363,2025-08-07,PO00382,GR00363,VEN027,129039.73,14194.37,2025-09-06,2025-08-08,paid,-2744.25
INV00364,INV/2025/00364,2025-07-15,PO00383,GR00364,VEN014,928102.84,102091.31,2025-07-30,2025-08-13,paid,764065.32
INV00365,INV/2025/00365,2025-11-17,PO00384,GR00365,VEN021,75512.99,8306.43,2026-01-16,2026-01-07,paid,-490.68
INV00366,INV/2024/00366,2024-02-10,PO00385,GR00366,VEN019,29171.65,3208.88,2024-02-25,,overdue,277.51
INV00367,INV/2025/00367,2025-01-01,PO00386,GR00367,VEN003,67881.34,7466.95,2025-01-01,2025-01-26,paid,-1703.97
INV00368,INV/2025/00368,2025-08-23,PO00387,GR00368,VEN018,918227.92,101005.07,2025-10-22,2025-09-24,paid,912101.78
INV00369,INV/2025/00369,2025-08-07,PO00388,GR00369,VEN012,168219.13,18504.10,2025-08-22,,overdue,-4575.23
INV00370,INV/2024/00370,2024-04-05,PO00390,GR00370,VEN020,3466.76,381.34,2024-04-20,2024-05-03,paid,-84.69
INV00371,INV/2024/00371,2024-12-09,PO00391,GR00371,VEN025,24788.16,2726.70,2025-01-08,2025-01-19,paid,340.20
INV00372,INV/2025/00372,2025-07-07,PO00393,GR00372,VEN018,421886.38,46407.50,2025-08-21,2025-09-21,paid,10725.65
INV00373,INV/2024/00373,2024-09-03,PO00394,GR00373,VEN020,16397.56,1803.73,2024-11-02,,overdue,184.87
INV00374,INV/2025/00374,2025-06-02,PO00395,GR00374,VEN023,902073.15,99228.05,2025-07-17,,overdue,517365.54
INV00375,INV/2025/00375,2025-02-14,PO00396,GR00375,VEN020,12709.25,1398.02,2025-02-14,2025-03-09,paid,155.61
INV00376,INV/2026/00376,2026-01-13,PO00397,GR00376,VEN026,2038616.59,224247.83,2026-02-27,,unpaid,7602.28
INV00377,INV/2026/00377,2026-01-24,PO00398,GR00377,VEN014,12216.12,1343.77,2026-03-10,2026-02-19,paid,16.22
INV00378,INV/2025/00378,2025-11-27,PO00399,GR00378,VEN015,549445.67,60439.02,2025-12-27,2026-01-31,paid,-13547.08
INV00379,INV/2025/00379,2025-06-16,PO00400,GR00379,VEN013,437269.48,48099.64,2025-07-31,2025-06-17,paid,6966.78
INV00380,INV/2025/00380,2025-08-05,PO00401,GR00380,VEN014,51844964.70,5702946.12,2025-09-04,2025-09-30,paid,-909729.92
INV00381,INV/2025/00381,2025-06-09,PO00402,GR00381,VEN029,88552.14,9740.74,2025-09-07,,overdue,-2484.44
INV00382,INV/2024/00382,2024-10-22,PO00403,GR00382,VEN015,37342.86,4107.72,2024-12-06,,overdue,-779.59
INV00383,INV/2024/00383,2024-08-08,PO00404,GR00383,VEN013,3413.66,375.50,2024-11-06,2024-10-17,paid,-93.30
INV00384,INV/2025/00384,2025-12-20,PO00405,GR00384,VEN026,29503.50,3245.38,2026-01-19,2026-02-26,paid,9.78
INV00385,INV/2026/00385,2026-01-13,PO00406,GR00385,VEN005,8181.64,899.98,2026-04-13,2026-05-05,paid,52.04
INV00386,INV/2025/00386,2025-04-22,PO00407,GR00386,VEN023,250301.26,27533.14,2025-07-21,2025-05-19,paid,-7029.57
INV00387,INV/2025/00387,2025-12-02,PO00409,GR00387,VEN008,1647.11,181.18,2026-01-31,2025-12-12,paid,-42.90
INV00388,INV/2024/00388,2024-08-23,PO00410,GR00388,VEN027,528074.14,58088.16,2024-10-07,2024-09-17,paid,-3686.03
INV00389,INV/2025/00389,2025-07-17,PO00411,GR00389,VEN014,51186.50,5630.52,2025-08-31,2025-08-02,paid,-535.64
INV00390,INV/2025/00390,2025-08-24,PO00412,GR00390,VEN025,226145.73,24876.03,2025-08-24,,overdue,4976.37
INV00391,INV/2025/00391,2025-08-10,PO00413,GR00391,VEN010,49545.16,5449.97,2025-10-09,2025-08-18,paid,-925.68
INV00392,INV/2024/00392,2024-10-19,PO00414,GR00392,VEN019,14533.82,1598.72,2025-01-17,,overdue,-112.23
INV00393,INV/2024/00393,2024-03-29,PO00415,GR00393,VEN023,142861.12,15714.72,2024-06-27,2024-04-06,paid,-2759.31
INV00394,INV/2024/00394,2024-05-15,PO00416,GR00394,VEN018,11647.84,1281.26,2024-06-29,2024-05-22,paid,58.17
INV00395,INV/2025/00395,2025-01-23,PO00417,GR00395,VEN013,36691.16,4036.03,2025-04-23,,overdue,112.90
INV00396,INV/2024/00396,2024-08-15,PO00418,GR00396,VEN016,20266.03,2229.26,2024-08-15,2024-09-17,paid,209.17
INV00397,INV/2024/00397,2024-05-29,PO00419,GR00397,VEN016,919113.75,101102.51,2024-08-27,2024-08-14,paid,5364.51
INV00398,INV/2025/00398,2025-09-19,PO00420,GR00398,VEN022,556806.40,61248.70,2025-09-19,2025-10-16,paid,-7716.74
INV00399,INV/2025/00399,2025-07-11,PO00421,GR00399,VEN002,201910.51,22210.16,2025-08-25,,overdue,1230.83
INV00400,INV/2024/00400,2024-09-07,PO00422,GR00400,VEN010,9505.32,1045.58,2024-10-22,2024-09-19,paid,-197.01
INV00401,INV/2024/00401,2024-05-27,PO00423,GR00401,VEN028,14479.75,1592.77,2024-07-26,2024-06-03,paid,-377.86
INV00402,INV/2024/00402,2024-04-08,PO00425,GR00402,VEN019,21370.77,2350.78,2024-05-08,2024-05-12,paid,11.85
INV00403,INV/2024/00403,2024-04-26,PO00426,GR00403,VEN021,184545.54,20300.01,2024-06-10,2024-07-13,paid,-4627.91
INV00404,INV/2024/00404,2024-04-28,PO00427,GR00404,VEN012,12845.44,1413.00,2024-05-28,2024-05-11,paid,-130.08
INV00405,INV/2025/00405,2025-05-12,PO00428,GR00405,VEN010,22677.70,2494.55,2025-06-26,2025-06-26,paid,102.55
INV00406,INV/2025/00406,2025-09-13,PO00429,GR00406,VEN018,2355933.11,259152.64,2025-10-13,,overdue,-28782.43
INV00407,INV/2024/00407,2024-08-26,PO00430,GR00407,VEN009,487681.71,53644.99,2024-11-24,2025-01-01,paid,9914.00
INV00408,INV/2024/00408,2024-08-11,PO00431,GR00408,VEN002,18548.28,2040.31,2024-11-09,2024-09-13,paid,-328.55
INV00409,INV/2024/00409,2024-05-21,PO00432,GR00409,VEN006,140573.73,15463.11,2024-06-05,2024-07-07,paid,119.02
INV00410,INV/2024/00410,2024-02-18,PO00433,GR00410,VEN024,11350.80,1248.59,2024-02-18,2024-03-12,paid,-49.31
INV00411,INV/2024/00411,2024-05-02,PO00434,GR00411,VEN006,2718854.46,299073.99,2024-07-31,2024-08-05,paid,58892.31
INV00412,INV/2024/00412,2024-05-08,PO00435,GR00412,VEN020,1086680.04,119534.80,2024-08-06,2024-06-13,paid,24372.60
INV00413,INV/2024/00413,2024-12-04,PO00436,GR00413,VEN027,3984483.21,438293.15,2025-01-18,2025-02-16,paid,-49985.82
INV00414,INV/2025/00414,2025-03-21,PO00437,GR00414,VEN029,20220.66,2224.27,2025-03-21,,overdue,-256.41
