po_id,po_number,po_date,pr_id,vendor_id,item_id,quantity,unit_price,total_amount,discount,tax_amount,freight_cost,currency,exchange_rate,payment_terms,delivery_date_promised,delivery_date_actual,incoterms,contract_id,status,is_split_po,parent_po_id
PO00135,PO202500135,2025-12-13,PR00164,VEN021,ITM0018,2500.00,128.41,354217.99,1916.99,35102.68,0.00,IDR,1.0,Net 90,2025-12-23,2025-12-21,FOB,CTR004,partial,false,
PO00136,PO202400136,2024-07-16,PR00165,VEN005,ITM0033,200.00,940.79,206949.54,1716.95,20508.51,0.00,IDR,1.0,Net 30,2024-08-03,2024-07-16,CIF,CTR003,open,false,
PO00137,PO202500137,2025-12-31,PR00166,VEN005,ITM0018,200.00,138.11,29381.01,1152.85,2911.63,0.00,IDR,1.0,Net 90,2026-01-16,2026-01-06,EXW,CTR004,closed,false,
PO00138,PO202500138,2025-09-22,PR00167,VEN013,ITM0037,2.00,36142.49,81903.91,78.61,7942.70,1754.84,IDR,1.0,Net 90,2025-11-05,2025-10-19,CIF,CTR002,closed,false,
PO00139,PO202400139,2024-05-13,PR00169,VEN003,ITM0004,250.00,10463.87,2810315.52,110612.04,275589.06,29371.38,IDR,1.0,Net 90,2024-05-30,2024-05-28,CIF,CTR008,closed,false,
PO00140,PO202500140,2025-03-09,PR00170,VEN016,ITM0023,1000.00,30.47,33106.49,648.66,3280.82,0.00,IDR,1.0,Net 60,2025-04-04,2025-04-04,DDP,CTR013,closed,false,
PO00141,PO202400141,2024-07-13,PR00171,VEN017,ITM0037,25.00,47855.34,1306443.79,31806.55,128103.46,13763.38,IDR,1.0,Net 15,2024-07-25,2024-07-18,EXW,CTR002,open,false,
PO00142,PO202500142,2025-04-10,PR00172,VEN025,ITM0019,2.00,8952.72,19477.65,566.64,1907.27,231.57,IDR,1.0,Net 60,2025-05-09,2025-06-03,DDP,CTR025,partial,false,
PO00143,PO202500143,2025-04-07,PR00173,VEN009,ITM0012,5.00,26747.32,145889.74,4489.80,14217.15,2425.80,IDR,1.0,Net 45,2025-05-02,2025-04-20,CIF,CTR011,open,false,
PO00144,PO202500144,2025-01-01,PR00174,VEN030,ITM0031,500.00,370.47,197919.26,6927.83,19613.62,0.00,IDR,1.0,COD,2025-01-31,2025-01-25,FOB,CTR016,closed,false,
PO00145,PO202500145,2025-01-19,PR00175,VEN013,ITM0009,1.00,26477.28,28883.37,909.29,2812.48,502.90,IDR,1.0,Net 15,2025-02-15,2025-02-05,DDP,CTR015,partial,false,
PO00146,PO202500146,2025-08-17,PR00176,VEN014,ITM0027,1000.00,105.45,111560.67,4940.89,11055.56,0.00,IDR,1.0,Net 45,2025-09-13,2025-08-19,DDP,CTR016,closed,false,
PO00147,PO202400147,2024-12-05,PR00177,VEN014,ITM0011,100.00,14420.66,1601406.44,31618.82,155149.17,35810.27,IDR,1.0,Net 30,2024-12-30,2024-12-28,DDP,CTR011,closed,false,
PO00148,PO202400148,2024-09-05,PR00178,VEN009,ITM0014,5.00,15613.98,85887.64,2199.77,8345.71,1671.80,IDR,1.0,Net 60,2024-09-22,2024-09-14,EXW,CTR011,closed,false,
PO00149,PO202400149,2024-12-17,PR00180,VEN028,ITM0025,500.00,50.07,26899.67,799.36,2665.73,0.00,IDR,1.0,Net 30,2025-01-26,2024-12-29,FOB,CTR013,closed,false,
PO00150,PO202400150,2024-07-06,PR00181,VEN008,ITM0016,2000.00,71.18,151852.67,5562.35,15048.46,0.00,IDR,1.0,Net 60,2024-07-17,2024-07-07,FOB,CTR004,closed,false,
PO00151,PO202500151,2025-10-12,PR00182,VEN001,ITM0030,200.00,224.22,47553.83,2003.13,4712.54,0.00,IDR,1.0,COD,2025-11-18,2025-10-23,EXW,,closed,false,
PO00152,PO202400152,2024-11-23,PR00183,VEN004,ITM0031,200.00,274.42,59989.12,840.37,5944.87,0.00,IDR,1.0,Net 15,2024-12-22,2025-01-04,DDP,CTR016,closed,false,
PO00153,PO202400153,2024-08-01,PR00184,VEN010,ITM0017,200.00,233.47,49314.27,2267.33,4887.00,0.00,IDR,1.0,Net 30,2024-09-01,2024-09-01,DDP,CTR004,cancelled,false,
PO00154,PO202400154,2024-03-31,PR00185,VEN009,ITM0022,500.00,60.67,32295.63,1239.65,3200.47,0.00,IDR,1.0,Net 15,2024-04-08,2024-04-01,EXW,CTR013,closed,false,
PO00155,PO202500155,2025-09-01,PR00187,VEN017,ITM0003,20.00,3280.17,70598.76,2001.01,6996.27,0.00,IDR,1.0,Net 45,2025-09-12,2025-09-07,CIF,CTR008,closed,false,
PO00156,PO202500156,2025-09-30,PR00188,VEN001,ITM0002,2.00,35064.12,77276.72,2110.58,7481.94,1777.12,IDR,1.0,Net 45,2025-11-10,2025-10-04,CIF,CTR008,closed,false,
PO00157,PO202500157,2025-04-25,PR00189,VEN001,ITM0025,500.00,40.29,21516.86,762.16,2132.30,0.00,IDR,1.0,Net 30,2025-06-02,2025-05-17,CIF,CTR013,closed,false,
PO00158,PO202500158,2025-01-24,PR00190,VEN028,ITM0026,250.00,139.86,37166.22,1481.47,3683.14,0.00,IDR,1.0,Net 45,2025-03-08,2025-02-26,FOB,,closed,false,
PO00159,PO202400159,2024-04-22,PR00191,VEN016,ITM0002,10.00,28986.99,329112.74,961.29,31779.95,8424.17,IDR,1.0,Net 90,2024-05-25,2024-06-14,FOB,CTR021,partial,false,
PO00160,PO202400160,2024-08-18,PR00192,VEN005,ITM0033,250.00,950.52,262032.33,1564.88,25967.17,0.00,IDR,1.0,Net 90,2024-09-17,2024-09-05,DDP,CTR003,partial,false,
PO00161,PO202400161,2024-12-26,PR00193,VEN016,ITM0031,5000.00,283.29,1503718.06,61755.45,149017.11,0.00,IDR,1.0,COD,2025-01-31,2025-01-16,EXW,CTR016,closed,false,
PO00162,PO202500162,2025-01-20,PR00194,VEN018,ITM0028,1000.00,825.62,892123.70,21902.03,88408.65,0.00,IDR,1.0,Net 30,2025-03-02,2025-02-03,CIF,CTR016,cancelled,false,
PO00163,PO202400163,2024-11-29,PR00196,VEN014,ITM0034,2.00,23649.26,52677.36,377.07,5161.36,594.56,IDR,1.0,COD,2024-12-18,2024-12-10,EXW,,cancelled,false,
PO00164,PO202400164,2024-05-23,PR00197,VEN024,ITM0008,500.00,459.60,253485.10,1434.69,25120.14,0.00,IDR,1.0,Net 15,2024-06-28,2024-06-13,FOB,CTR001,partial,false,
PO00165,PO202500165,2025-11-16,PR00199,VEN022,ITM0027,250.00,158.25,42619.28,1167.80,4223.53,0.00,IDR,1.0,Net 15,2025-11-29,2025-11-17,DDP,CTR016,closed,false,
PO00166,PO202500166,2025-11-16,PR00200,VEN019,ITM0014,4.00,13498.53,60356.87,433.55,5891.66,904.64,IDR,1.0,COD,2025-12-13,2025-12-10,DDP,CTR011,partial,false,
PO00167,PO202400167,2024-12-11,PR00201,VEN025,ITM0024,200.00,504.19,110025.70,1715.06,10903.45,0.00,IDR,1.0,Net 60,2025-01-12,2025-01-04,EXW,,cancelled,false,
PO00168,PO202500168,2025-09-20,PR00202,VEN011,ITM0006,1.00,7068.87,7750.66,194.83,756.15,120.47,IDR,1.0,Net 90,2025-10-08,2025-10-08,DDP,CTR008,closed,false,
PO00169,PO202500169,2025-12-31,PR00203,VEN019,ITM0035,100.00,163734.27,18066931.13,358472.40,1761644.98,290331.77,IDR,1.0,Net 30,2026-01-17,2026-01-14,EXW,CTR002,closed,false,
PO00170,PO202500170,2025-12-22,PR00204,VEN013,ITM0009,20.00,24509.64,540441.95,12984.52,52492.91,10740.81,IDR,1.0,Net 15,2026-01-10,2026-01-10,CIF,CTR015,cancelled,false,
PO00171,PO202400171,2024-01-31,PR00205,VEN024,ITM0032,500.00,11907.07,6607975.77,104544.24,643388.76,115598.31,IDR,1.0,Net 30,2024-02-28,2024-02-03,FOB,CTR003,closed,false,
PO00172,PO202400172,2024-12-30,PR00206,VEN026,ITM0002,50.00,45061.71,2532413.42,4368.09,247358.92,36337.08,IDR,1.0,Net 30,2025-01-25,2025-01-02,CIF,CTR008,closed,false,
PO00173,PO202400173,2024-10-09,PR00207,VEN027,ITM0016,250.00,59.58,16466.01,61.36,1631.77,0.00,IDR,1.0,Net 30,2024-11-16,2024-11-13,DDP,CTR004,closed,false,
PO00174,PO202400174,2024-02-28,PR00208,VEN013,ITM0020,5.00,19522.75,107853.62,993.75,10628.20,605.41,IDR,1.0,Net 15,2024-03-06,2024-03-05,EXW,CTR025,closed,false,
PO00175,PO202500175,2025-10-05,PR00209,VEN029,ITM0017,200.00,100.33,22023.85,223.70,2182.54,0.00,IDR,1.0,Net 15,2025-10-19,2025-10-19,EXW,CTR004,closed,false,
PO00176,PO202400176,2024-10-04,PR00211,VEN015,ITM0024,1000.00,554.31,593093.08,19987.74,58774.99,0.00,IDR,1.0,Net 30,2024-11-08,2024-10-19,CIF,CTR013,closed,false,
PO00177,PO202400177,2024-04-16,PR00212,VEN013,ITM0001,5.00,10440.69,56711.44,1599.01,5566.49,540.53,IDR,1.0,Net 15,2024-05-22,2024-04-25,CIF,CTR008,partial,false,
PO00178,PO202400178,2024-12-03,PR00213,VEN014,ITM0030,500.00,279.49,153436.82,1515.97,15205.45,0.00,IDR,1.0,Net 45,2025-01-15,2025-01-14,DDP,CTR016,closed,false,
PO00179,PO202400179,2024-08-22,PR00214,VEN029,ITM0036,10.00,1352.13,14643.41,329.03,1451.15,0.00,IDR,1.0,COD,2024-10-01,2024-08-24,FOB,CTR002,open,false,
PO00180,PO202500180,2025-01-06,PR00215,VEN019,ITM0021,2.00,16907.88,36829.80,1527.88,3551.67,990.25,IDR,1.0,Net 15,2025-01-22,2025-01-28,DDP,CTR025,closed,false,
PO00181,PO202400181,2024-03-28,PR00216,VEN006,ITM0005,5.00,1363.34,7460.50,95.52,739.33,0.00,IDR,1.0,COD,2024-04-05,2024-03-30,EXW,,closed,false,
PO00182,PO202500182,2025-10-31,PR00217,VEN001,ITM0037,25.00,40516.31,1119451.56,22784.05,108913.59,20414.38,IDR,1.0,Net 15,2025-11-27,2025-11-03,FOB,,closed,false,
PO00183,PO202400183,2024-10-21,PR00220,VEN028,ITM0038,10.00,3322.99,35792.79,984.12,3547.03,0.00,IDR,1.0,COD,2024-11-23,2024-11-08,EXW,CTR009,closed,false,
PO00184,PO202400184,2024-12-18,PR00221,VEN020,ITM0004,100.00,11133.43,1180431.61,55616.91,116349.88,6355.58,IDR,1.0,COD,2025-01-04,2024-12-29,EXW,CTR008,partial,false,
PO00185,PO202500185,2025-11-08,PR00222,VEN001,ITM0024,100.00,528.00,58051.38,501.46,5752.84,0.00,IDR,1.0,COD,2025-12-16,2025-11-18,EXW,CTR013,closed,false,
PO00186,PO202400186,2024-11-11,PR00223,VEN021,ITM0022,1000.00,58.76,62250.85,2673.81,6169.00,0.00,IDR,1.0,Net 60,2024-12-18,2024-12-16,CIF,CTR013,open,false,
PO00187,PO202500187,2025-01-28,PR00224,VEN019,ITM0040,100.00,2945.18,324526.06,2151.75,32160.24,0.00,IDR,1.0,Net 60,2025-02-24,2025-02-07,CIF,CTR009,closed,false,
PO00188,PO202400188,2024-10-24,PR00225,VEN001,ITM0019,10.00,7861.76,84782.66,3410.97,8272.73,1303.26,IDR,1.0,Net 60,2024-11-09,2024-11-05,EXW,CTR025,closed,false,
PO00189,PO202500189,2025-12-31,PR00226,VEN030,ITM0005,10.00,1349.90,14647.87,302.71,1451.59,0.00,IDR,1.0,Net 30,2026-01-23,2026-01-01,FOB,CTR008,closed,false,
PO00190,PO202500190,2025-01-31,PR00227,VEN001,ITM0026,500.00,127.67,70829.44,23.46,7019.13,0.00,IDR,1.0,Net 15,2025-02-25,2025-02-11,CIF,CTR013,closed,false,
PO00191,PO202400191,2024-08-27,PR00228,VEN013,ITM0003,50.00,2380.30,130911.38,1076.60,12973.20,0.00,IDR,1.0,Net 60,2024-09-16,2024-09-08,DDP,CTR008,closed,false,
PO00192,PO202400192,2024-04-19,PR00229,VEN020,ITM0002,200.00,71414.95,15877830.60,24990.06,1568379.91,51451.55,IDR,1.0,Net 45,2024-05-12,2024-04-25,FOB,,closed,false,
PO00193,PO202500193,2025-06-05,PR00230,VEN007,ITM0010,5.00,24486.81,129297.05,6096.22,12797.16,162.07,IDR,1.0,COD,2025-07-09,2025-07-06,FOB,CTR001,open,false,
PO00194,PO202500194,2025-08-06,PR00231,VEN014,ITM0023,400.00,39.06,17201.69,128.34,1704.67,0.00,IDR,1.0,Net 30,2025-09-03,2025-09-02,EXW,CTR013,closed,false,
PO00195,PO202500195,2025-03-05,PR00232,VEN018,ITM0033,1000.00,853.40,904872.42,38199.65,89672.04,0.00,IDR,1.0,Net 45,2025-03-12,2025-03-06,EXW,CTR003,partial,false,
PO00196,PO202400196,2024-07-09,PR00233,VEN003,ITM0005,10.00,1387.09,14939.92,411.51,1480.53,0.00,IDR,1.0,Net 15,2024-08-16,2024-09-03,DDP,CTR008,closed,false,
PO00197,PO202500197,2025-05-31,PR00234,VEN003,ITM0006,10.00,7329.69,80430.26,2174.82,7823.42,1484.80,IDR,1.0,Net 30,2025-07-09,2025-07-02,DDP,CTR008,closed,false,
PO00198,PO202500198,2025-01-04,PR00235,VEN027,ITM0010,10.00,20891.76,234924.70,1454.12,22820.99,4640.21,IDR,1.0,COD,2025-02-16,2025-02-04,FOB,CTR001,closed,false,
PO00199,PO202400199,2024-09-26,PR00236,VEN016,ITM0023,100.00,28.94,3193.82,16.76,316.50,0.00,IDR,1.0,Net 30,2024-10-17,2024-10-05,FOB,,open,false,
PO00200,PO202500200,2025-05-06,PR00237,VEN023,ITM0013,1000.00,626.85,667002.98,25951.02,66099.39,0.00,IDR,1.0,Net 90,2025-05-16,2025-05-20,FOB,CTR011,open,false,
PO00201,PO202500201,2025-10-05,PR00238,VEN025,ITM0032,5.00,10074.47,54518.23,2194.12,5299.61,1040.37,IDR,1.0,Net 15,2025-11-16,2025-12-08,CIF,CTR003,open,false,
PO00202,PO202400202,2024-10-22,PR00239,VEN011,ITM0015,200.00,7.58,1624.17,51.97,160.95,0.00,IDR,1.0,Net 15,2024-12-02,2024-11-04,CIF,CTR010,closed,false,
PO00203,PO202500203,2025-10-25,PR00240,VEN008,ITM0024,1000.00,610.84,669027.61,8115.08,66300.03,0.00,IDR,1.0,Net 90,2025-12-02,2025-11-24,CIF,CTR013,closed,false,
PO00204,PO202400204,2024-04-01,PR00241,VEN020,ITM0022,200.00,62.20,13149.31,593.68,1303.08,0.00,IDR,1.0,Net 30,2024-05-14,2024-04-18,CIF,CTR013,closed,false,
PO00205,PO202400205,2024-09-05,PR00242,VEN014,ITM0006,100.00,7824.94,847080.58,27345.38,83066.35,8865.60,IDR,1.0,Net 90,2024-09-25,2024-09-16,EXW,CTR008,closed,false,
PO00206,PO202500206,2025-09-07,PR00243,VEN001,ITM0025,250.00,40.60,11157.18,99.33,1105.67,0.00,IDR,1.0,Net 30,2025-10-08,2025-09-21,FOB,,partial,false,
PO00207,PO202500207,2025-09-09,PR00245,VEN025,ITM0005,1.00,1156.19,1273.37,9.01,126.19,0.00,IDR,1.0,Net 45,2025-10-01,2025-09-20,CIF,CTR008,closed,false,
PO00208,PO202400208,2024-11-20,PR00246,VEN022,ITM0032,100.00,9511.60,1044903.58,17477.63,102705.08,8515.99,IDR,1.0,COD,2024-12-23,2024-12-09,CIF,CTR003,closed,false,
PO00209,PO202400209,2024-08-20,PR00247,VEN016,ITM0017,500.00,77.14,42723.75,78.15,4233.88,0.00,IDR,1.0,Net 90,2024-08-31,2024-08-23,FOB,CTR012,closed,false,
PO00210,PO202500210,2025-02-10,PR00248,VEN019,ITM0034,5.00,18111.23,99659.42,1738.18,9769.98,1071.46,IDR,1.0,Net 30,2025-02-19,2025-02-12,DDP,CTR003,closed,false,
PO00211,PO202400211,2024-03-09,PR00249,VEN026,ITM0031,500.00,345.26,183615.27,7210.38,18196.11,0.00,IDR,1.0,COD,2024-04-18,2024-04-16,FOB,CTR016,closed,false,
PO00212,PO202400212,2024-04-19,PR00250,VEN008,ITM0036,500.00,1744.01,923105.26,40379.29,91478.90,0.00,IDR,1.0,Net 30,2024-05-23,2024-05-16,FOB,,closed,false,
PO00213,PO202400213,2024-07-17,PR00251,VEN011,ITM0039,1.00,17028.12,18391.15,781.66,1787.11,357.58,IDR,1.0,Net 15,2024-08-29,2024-07-27,FOB,CTR009,closed,false,
PO00214,PO202500214,2025-09-29,PR00252,VEN003,ITM0034,2.00,23455.50,51516.27,1532.79,4991.60,1146.46,IDR,1.0,Net 90,2025-10-21,2025-10-08,DDP,CTR003,closed,false,
PO00215,PO202400215,2024-05-16,PR00255,VEN022,ITM0028,100.00,537.55,57280.58,2150.76,5676.45,0.00,IDR,1.0,Net 60,2024-06-13,2024-05-31,CIF,CTR016,cancelled,false,
PO00216,PO202500216,2025-05-12,PR00257,VEN001,ITM0022,2500.00,51.15,137825.84,3705.53,13658.42,0.00,IDR,1.0,Net 90,2025-06-04,2025-05-19,DDP,,cancelled,false,
PO00217,PO202400217,2024-10-01,PR00258,VEN002,ITM0028,5000.00,714.94,3890717.07,69532.32,385566.56,0.00,IDR,1.0,Net 15,2024-10-29,2024-10-21,FOB,CTR016,closed,false,
PO00218,PO202400218,2024-10-26,PR00259,VEN006,ITM0027,100.00,217.77,23567.97,544.94,2335.56,0.00,IDR,1.0,COD,2024-12-01,2024-11-25,FOB,CTR016,closed,false,
PO00219,PO202500219,2025-01-15,PR00260,VEN007,ITM0035,10.00,201872.77,2293431.54,6752.70,221317.25,60139.25,IDR,1.0,Net 45,2025-02-22,2025-02-13,CIF,CTR006,closed,false,
PO00220,PO202500220,2025-05-19,PR00261,VEN020,ITM0007,50.00,2117.99,112754.29,4319.08,11173.85,0.00,IDR,1.0,Net 45,2025-06-12,2025-06-01,EXW,CTR001,cancelled,false,
PO00221,PO202400221,2024-04-16,PR00262,VEN014,ITM0020,2.00,26899.69,60375.17,571.11,5855.11,1291.78,IDR,1.0,Net 45,2024-04-26,2024-04-24,FOB,CTR025,partial,false,
PO00222,PO202400222,2024-03-24,PR00263,VEN019,ITM0007,2.00,1671.09,3686.33,21.17,365.31,0.00,IDR,1.0,Net 15,2024-05-02,2024-04-19,EXW,,closed,false,
PO00223,PO202500223,2025-07-24,PR00264,VEN013,ITM0009,20.00,28317.81,625646.46,6537.33,61580.07,4247.60,IDR,1.0,Net 30,2025-08-04,2025-07-26,FOB,CTR015,closed,false,
PO00224,PO202500224,2025-10-25,PR00265,VEN011,ITM0024,1000.00,574.98,621498.49,15072.61,61589.94,0.00,IDR,1.0,Net 45,2025-11-27,2025-11-12,DDP,,closed,false,
PO00225,PO202400225,2024-09-15,PR00268,VEN028,ITM0036,10.00,1690.40,18008.59,680.04,1784.64,0.00,IDR,1.0,COD,2024-10-04,2024-10-04,DDP,CTR002,closed,false,
PO00226,PO202400226,2024-04-15,PR00269,VEN008,ITM0009,5.00,35532.39,188896.83,7933.52,18670.13,498.25,IDR,1.0,Net 45,2024-04-29,2024-04-19,CIF,CTR001,closed,false,
PO00227,PO202400227,2024-05-12,PR00270,VEN008,ITM0038,10.00,3351.20,36830.73,331.17,3649.89,0.00,IDR,1.0,Net 60,2024-06-17,2024-06-09,FOB,CTR009,closed,false,
PO00228,PO202400228,2024-03-27,PR00271,VEN003,ITM0014,2.00,15744.67,34330.99,707.03,3386.05,162.61,IDR,1.0,Net 90,2024-04-20,2024-04-15,FOB,CTR011,open,false,
PO00229,PO202400229,2024-08-23,PR00272,VEN028,ITM0035,50.00,191545.84,10609640.81,65211.76,1046328.82,51231.82,IDR,1.0,Net 90,2024-09-30,2024-09-05,FOB,,open,false,
PO00230,PO202400230,2024-10-09,PR00273,VEN001,ITM0022,50.00,22.46,1207.00,35.42,119.61,0.00,IDR,1.0,COD,2024-10-17,2024-10-14,EXW,CTR013,closed,false,
PO00231,PO202400231,2024-07-03,PR00274,VEN017,ITM0019,5.00,10060.43,55553.82,1019.08,5421.14,849.61,IDR,1.0,Net 45,2024-08-05,2024-07-20,EXW,CTR025,cancelled,false,
PO00232,PO202500232,2025-12-08,PR00275,VEN027,ITM0020,20.00,23471.60,519834.93,12406.52,50272.80,12536.72,IDR,1.0,COD,2025-12-15,2025-12-12,DDP,CTR025,closed,false,
PO00233,PO202500233,2025-02-13,PR00276,VEN024,ITM0019,40.00,9438.19,422620.45,769.76,41443.37,4419.16,IDR,1.0,Net 15,2025-03-16,2025-03-08,FOB,CTR025,partial,false,
PO00234,PO202400234,2024-01-24,PR00277,VEN013,ITM0031,1000.00,255.09,282334.98,733.68,27979.14,0.00,IDR,1.0,Net 60,2024-02-15,2024-01-30,EXW,CTR016,open,false,
PO00235,PO202500235,2025-12-29,PR00278,VEN015,ITM0034,10.00,19981.65,216652.82,8540.29,21040.39,4336.18,IDR,1.0,Net 30,2026-02-06,2026-01-18,DDP,CTR003,closed,false,
PO00236,PO202400236,2024-05-10,PR00279,VEN030,ITM0034,10.00,20894.63,228121.38,6678.85,22249.42,3604.50,IDR,1.0,Net 30,2024-06-20,2024-05-24,FOB,CTR003,closed,false,
PO00237,PO202400237,2024-09-10,PR00283,VEN012,ITM0022,500.00,48.16,26269.47,412.48,2603.28,0.00,IDR,1.0,Net 45,2024-10-17,2024-10-15,DDP,CTR013,closed,false,
PO00238,PO202400238,2024-03-19,PR00284,VEN019,ITM0037,2.00,43264.08,93915.29,2259.30,9269.57,376.87,IDR,1.0,Net 60,2024-05-02,2024-04-24,FOB,CTR002,closed,false,
PO00239,PO202400239,2024-09-15,PR00285,VEN025,ITM0010,10.00,24137.44,260538.01,11381.18,25299.25,5245.56,IDR,1.0,COD,2024-10-30,2024-10-27,CIF,CTR001,partial,false,
PO00240,PO202500240,2025-12-12,PR00286,VEN011,ITM0028,1000.00,614.72,654002.04,25529.79,64811.01,0.00,IDR,1.0,Net 45,2025-12-31,2025-12-22,FOB,CTR016,cancelled,false,
PO00241,PO202400241,2024-09-14,PR00287,VEN013,ITM0018,400.00,99.46,43996.71,149.31,4360.03,0.00,IDR,1.0,Net 15,2024-10-03,2024-10-16,FOB,CTR004,partial,false,
PO00242,PO202400242,2024-06-30,PR00288,VEN007,ITM0034,10.00,23580.74,254673.12,8995.66,24949.29,2912.08,IDR,1.0,Net 45,2024-08-14,2024-07-01,DDP,CTR003,closed,false,
PO00243,PO202400243,2024-05-21,PR00290,VEN015,ITM0006,50.00,6020.33,338917.89,1118.82,32988.77,6031.26,IDR,1.0,Net 60,2024-06-16,2024-05-22,EXW,CTR008,closed,false,
PO00244,PO202500244,2025-03-12,PR00293,VEN028,ITM0015,1000.00,8.61,9217.30,301.23,913.43,0.00,IDR,1.0,Net 90,2025-04-19,2025-04-06,FOB,CTR004,partial,false,
PO00245,PO202500245,2025-11-05,PR00294,VEN014,ITM0011,10.00,13779.15,147950.78,6578.79,14433.40,2304.67,IDR,1.0,COD,2025-11-29,2025-11-24,FOB,CTR011,closed,false,
PO00246,PO202400246,2024-10-25,PR00295,VEN029,ITM0020,10.00,25222.29,283043.52,2471.64,27472.64,5819.59,IDR,1.0,Net 15,2024-11-12,2024-11-08,FOB,CTR025,open,false,
PO00247,PO202400247,2024-06-11,PR00296,VEN007,ITM0037,40.00,48601.39,2158245.77,37924.09,209674.44,42440.01,IDR,1.0,Net 60,2024-07-17,2024-06-12,CIF,CTR006,closed,false,
PO00248,PO202500248,2025-03-20,PR00298,VEN022,ITM0006,20.00,5670.28,122663.71,4029.39,12031.38,1256.19,IDR,1.0,Net 30,2025-04-27,2025-04-13,FOB,CTR008,closed,false,
PO00249,PO202400249,2024-03-17,PR00299,VEN030,ITM0008,2000.00,443.56,966681.94,16239.25,95797.31,0.00,IDR,1.0,Net 45,2024-04-19,2024-04-19,DDP,,open,false,
PO00250,PO202500250,2025-01-27,PR00300,VEN020,ITM0025,5000.00,47.45,253246.31,9098.30,25096.48,0.00,IDR,1.0,Net 90,2025-02-13,2025-02-06,DDP,CTR013,partial,false,
PO00251,PO202400251,2024-06-10,PR00302,VEN003,ITM0040,2.00,3555.13,7549.66,308.76,748.16,0.00,IDR,1.0,Net 30,2024-06-30,2024-06-20,DDP,CTR009,closed,false,
PO00252,PO202500252,2025-04-08,PR00303,VEN024,ITM0029,50.00,118.38,6370.69,179.51,631.33,0.00,IDR,1.0,Net 15,2025-04-15,2025-04-09,FOB,,open,false,
PO00253,PO202500253,2025-06-15,PR00304,VEN006,ITM0030,400.00,282.38,122917.52,2216.68,12181.02,0.00,IDR,1.0,COD,2025-07-03,2025-06-18,DDP,CTR016,closed,false,
PO00254,PO202400254,2024-06-24,PR00305,VEN026,ITM0028,200.00,754.68,166516.03,921.89,16501.59,0.00,IDR,1.0,Net 15,2024-07-30,2024-07-25,EXW,CTR016,partial,false,
PO00255,PO202500255,2025-09-10,PR00306,VEN015,ITM0038,5.00,2502.69,13636.94,227.94,1351.41,0.00,IDR,1.0,Net 15,2025-09-20,2025-09-12,DDP,,closed,false,
PO00256,PO202500256,2025-08-09,PR00308,VEN011,ITM0037,50.00,39204.79,2139913.51,80688.27,206750.62,53611.83,IDR,1.0,COD,2025-09-11,2025-09-16,FOB,CTR002,closed,false,
PO00257,PO202500257,2025-04-22,PR00309,VEN002,ITM0009,20.00,29027.93,648892.12,5746.12,63229.38,10850.19,IDR,1.0,Net 15,2025-05-12,2025-05-10,CIF,CTR001,closed,false,
PO00258,PO202400258,2024-05-02,PR00310,VEN022,ITM0036,100.00,1175.22,129049.10,1261.11,12788.65,0.00,IDR,1.0,Net 15,2024-06-14,2024-05-10,FOB,CTR002,closed,false,
PO00259,PO202400259,2024-06-12,PR00311,VEN009,ITM0002,20.00,45278.14,1002506.59,20063.41,97404.94,19602.20,IDR,1.0,Net 30,2024-07-16,2024-06-13,EXW,CTR008,closed,false,
PO00260,PO202400260,2024-06-06,PR00312,VEN030,ITM0024,1000.00,655.28,723489.55,3486.91,71697.16,0.00,IDR,1.0,Net 60,2024-07-12,2024-06-13,FOB,,closed,false,
PO00261,PO202400261,2024-05-02,PR00313,VEN017,ITM0028,1000.00,287.76,315753.30,3297.57,31290.87,0.00,IDR,1.0,Net 30,2024-05-12,2024-05-06,EXW,CTR016,closed,false,
PO00262,PO202500262,2025-03-12,PR00314,VEN009,ITM0039,20.00,19483.63,434400.99,1121.88,42740.58,3109.64,IDR,1.0,Net 90,2025-04-15,2025-04-02,FOB,CTR009,closed,false,
PO00263,PO202500263,2025-12-01,PR00315,VEN018,ITM0016,2000.00,71.94,155490.11,3807.20,15408.93,0.00,IDR,1.0,Net 90,2025-12-22,2025-12-07,FOB,CTR018,closed,false,
PO00264,PO202400264,2024-10-29,PR00316,VEN013,ITM0012,40.00,18476.14,822140.00,15177.85,79625.46,18646.73,IDR,1.0,Net 15,2024-11-06,2024-11-02,FOB,,partial,false,
PO00265,PO202400265,2024-06-02,PR00318,VEN017,ITM0023,1000.00,41.00,45316.64,174.51,4490.84,0.00,IDR,1.0,COD,2024-07-04,2024-06-07,DDP,CTR013,closed,false,
PO00266,PO202400266,2024-10-30,PR00319,VEN008,ITM0023,5000.00,42.14,224787.23,8207.82,22276.21,0.00,IDR,1.0,Net 90,2024-12-13,2024-12-11,EXW,CTR013,closed,false,
PO00267,PO202500267,2025-04-14,PR00320,VEN017,ITM0029,2000.00,108.48,231439.95,8446.61,22935.49,0.00,IDR,1.0,Net 60,2025-05-25,2025-05-16,DDP,CTR016,closed,false,
PO00268,PO202500268,2025-11-08,PR00321,VEN021,ITM0039,250.00,20350.50,5671351.07,24012.46,556997.34,50741.53,IDR,1.0,Net 15,2025-11-16,2025-11-13,EXW,CTR009,closed,false,
