budget_id,cost_center_id,category_id,period,budget_amount,committed_amount,actual_amount,currency
BUD00332,CC011,CAT008,2024-07,807634000.00,459642503.16,503825546.78,IDR
BUD00333,CC012,CAT007,2024-07,869523000.00,717123645.45,420552410.30,IDR
BUD00334,CC012,CAT010,2024-07,781244000.00,289982070.09,332131081.26,IDR
BUD00335,CC012,CAT002,2024-07,384100000.00,144578409.74,164265773.98,IDR
BUD00336,CC012,CAT006,2024-07,759598000.00,572514822.70,650387684.16,IDR
BUD00337,CC001,CAT008,2024-08,372385000.00,163029572.11,130326888.39,IDR
BUD00338,CC001,CAT009,2024-08,181853000.00,75121341.30,80296098.45,IDR
BUD00339,CC001,CAT007,2024-08,700666000.00,223743946.30,207886876.26,IDR
BUD00340,CC001,CAT005,2024-08,572685000.00,493507151.50,531939944.90,IDR
BUD00341,CC002,CAT004,2024-08,554853000.00,315081398.96,295173095.44,IDR
BUD00342,CC002,CAT010,2024-08,791381000.00,353621074.40,186978513.20,IDR
BUD00343,CC002,CAT002,2024-08,423118000.00,263964654.50,261417583.18,IDR
BUD00344,CC002,CAT001,2024-08,709654000.00,272564862.85,312295072.07,IDR
BUD00345,CC003,CAT004,2024-08,306500000.00,118295593.84,109912940.40,IDR
BUD00346,CC003,CAT006,2024-08,237886000.00,114256781.93,61655526.21,IDR
BUD00347,CC003,CAT009,2024-08,856242000.00,708821388.86,774405429.97,IDR
BUD00348,CC003,CAT002,2024-08,582094000.00,323830737.45,266238578.05,IDR
BUD00349,CC004,CAT006,2024-08,403876000.00,157322046.35,117157589.87,IDR
BUD00350,CC004,CAT007,2024-08,691254000.00,403769267.21,424794181.40,IDR
BUD00351,CC004,CAT010,2024-08,305626000.00,221440119.79,226700319.99,IDR
BUD00352,CC004,CAT008,2024-08,827530000.00,527493746.92,595572629.29,IDR
BUD00353,CC005,CAT009,2024-08,256430000.00,108213983.08,99595691.99,IDR
BUD00354,CC005,CAT010,2024-08,833892000.00,674018252.07,377518699.89,IDR
BUD00355,CC005,CAT003,2024-08,665897000.00,275873782.96,186076875.46,IDR
BUD00356,CC005,CAT004,2024-08,622621000.00,412021455.94,439978470.58,IDR
BUD00357,CC006,CAT004,2024-08,227556000.00,192107257.26,133912631.66,IDR
BUD00358,CC006,CAT009,2024-08,822645000.00,351339062.78,219065317.48,IDR
BUD00359,CC006,CAT010,2024-08,680254000.00,508916749.20,503987881.79,IDR
BUD00360,CC006,CAT008,2024-08,827275000.00,593467041.30,568214768.69,IDR
BUD00361,CC007,CAT007,2024-08,290600000.00,168475430.35,155278559.68,IDR
BUD00362,CC007,CAT004,2024-08,312159000.00,161007482.58,172894305.82,IDR
BUD00363,CC007,CAT006,2024-08,446103000.00,348714242.07,338102457.09,IDR
BUD00364,CC007,CAT010,2024-08,697385000.00,343211033.59,216920654.34,IDR
BUD00365,CC008,CAT006,2024-08,784472000.00,584236641.62,298277890.13,IDR
BUD00366,CC008,CAT007,2024-08,520315000.00,338422834.55,327595929.85,IDR
BUD00367,CC008,CAT001,2024-08,300913000.00,125695894.75,81641005.43,IDR
BUD00368,CC008,CAT005,2024-08,534321000.00,239075524.85,205107111.53,IDR
BUD00369,CC009,CAT006,2024-08,595440000.00,353904140.22,215652149.59,IDR
BUD00370,CC009,CAT005,2024-08,725729000.00,291423321.05,282157165.39,IDR
BUD00371,CC009,CAT008,2024-08,465069000.00,395373589.36,337012081.06,IDR
BUD00372,CC009,CAT010,2024-08,595538000.00,199647701.12,104213193.55,IDR
BUD00373,CC010,CAT002,2024-08,166868000.00,113206753.55,61604756.29,IDR
BUD00374,CC010,CAT001,2024-08,178375000.00,76920972.94,61260345.79,IDR
BUD00375,CC010,CAT009,2024-08,101383000.00,69207802.69,76615627.25,IDR
BUD00376,CC010,CAT004,2024-08,825839000.00,574429333.02,293088578.94,IDR
BUD00377,CC011,CAT009,2024-08,64217000.00,47091330.00,39944267.87,IDR
BUD00378,CC011,CAT010,2024-08,293685000.00,176601489.26,168408663.53,IDR
BUD00379,CC011,CAT007,2024-08,415987000.00,359340863.68,221542067.80,IDR
BUD00380,CC011,CAT001,2024-08,830342000.00,510354133.69,335113702.63,IDR
BUD00381,CC012,CAT010,2024-08,351275000.00,272927256.03,150481856.52,IDR
BUD00382,CC012,CAT009,2024-08,865403000.00,497951715.60,327694620.10,IDR
BUD00383,CC012,CAT005,2024-08,642651000.00,308462701.55,320258423.58,IDR
BUD00384,CC012,CAT007,2024-08,118524000.00,106079551.66,97851108.68,IDR
BUD00385,CC001,CAT001,2024-09,370594000.00,217020980.45,198332489.80,IDR
BUD00386,CC001,CAT002,2024-09,647418000.00,226344890.44,237540897.04,IDR
BUD00387,CC001,CAT007,2024-09,598171000.00,298345185.74,338700547.50,IDR
BUD00388,CC001,CAT004,2024-09,877764000.00,734578508.12,806162405.11,IDR
BUD00389,CC002,CAT004,2024-09,89578000.00,30869370.31,34006628.32,IDR
BUD00390,CC002,CAT010,2024-09,814415000.00,519683031.56,270955538.73,IDR
BUD00391,CC002,CAT008,2024-09,839451000.00,410231994.13,461492522.05,IDR
BUD00392,CC002,CAT003,2024-09,548981000.00,412478346.67,397324886.27,IDR
BUD00393,CC003,CAT007,2024-09,529364000.00,338802251.36,356466579.64,IDR
BUD00394,CC003,CAT002,2024-09,625480000.00,390510593.61,292687705.20,IDR
BUD00395,CC003,CAT005,2024-09,678783000.00,525580897.07,498277942.73,IDR
BUD00396,CC003,CAT009,2024-09,116664000.00,87179966.56,63188795.94,IDR
BUD00397,CC004,CAT002,2024-09,114616000.00,76002012.40,68326751.72,IDR
BUD00398,CC004,CAT007,2024-09,556267000.00,490267208.94,349141253.53,IDR
BUD00399,CC004,CAT004,2024-09,589005000.00,453609762.96,359647960.06,IDR
BUD00400,CC004,CAT009,2024-09,243918000.00,154112913.48,114664253.04,IDR
BUD00401,CC005,CAT003,2024-09,575824000.00,448470793.44,432110823.87,IDR
BUD00402,CC005,CAT007,2024-09,119732000.00,46998710.67,45240495.98,IDR
BUD00403,CC005,CAT002,2024-09,588816000.00,437957321.18,309128167.25,IDR
BUD00404,CC005,CAT009,2024-09,140568000.00,42608569.21,29841927.48,IDR
BUD00405,CC006,CAT006,2024-09,124203000.00,69378269.29,59806862.06,IDR
BUD00406,CC006,CAT005,2024-09,485575000.00,175766377.92,98121975.47,IDR
BUD00407,CC006,CAT002,2024-09,521087000.00,342955875.44,346346052.84,IDR
BUD00408,CC006,CAT008,2024-09,784160000.00,241054209.94,185365033.60,IDR
BUD00409,CC007,CAT002,2024-09,492939000.00,350573087.81,213911331.55,IDR
BUD00410,CC007,CAT009,2024-09,278581000.00,128438120.37,76402396.33,IDR
BUD00411,CC007,CAT004,2024-09,192126000.00,89449470.33,62152977.39,IDR
BUD00412,CC007,CAT005,2024-09,715267000.00,369560539.58,411596015.48,IDR
BUD00413,CC008,CAT008,2024-09,165166000.00,50220443.60,38026909.15,IDR
BUD00414,CC008,CAT004,2024-09,765371000.00,404065353.38,428482578.96,IDR
BUD00415,CC008,CAT010,2024-09,424189000.00,236854298.49,245214759.27,IDR
BUD00416,CC008,CAT001,2024-09,603381000.00,396201536.34,275472167.05,IDR
BUD00417,CC009,CAT010,2024-09,200992000.00,108323382.10,76632237.34,IDR
BUD00418,CC009,CAT004,2024-09,674643000.00,458582829.39,517761111.74,IDR
BUD00419,CC009,CAT008,2024-09,714678000.00,354145634.64,241596414.94,IDR
BUD00420,CC009,CAT003,2024-09,717987000.00,372641946.39,412083729.83,IDR
BUD00421,CC010,CAT004,2024-09,702475000.00,222087236.07,216021741.93,IDR
BUD00422,CC010,CAT009,2024-09,851529000.00,362571713.58,369277690.86,IDR
BUD00423,CC010,CAT003,2024-09,756590000.00,258371855.76,271564879.38,IDR
BUD00424,CC010,CAT006,2024-09,725789000.00,510800566.41,301610586.77,IDR
BUD00425,CC011,CAT005,2024-09,181022000.00,100263881.21,74701006.30,IDR
BUD00426,CC011,CAT004,2024-09,431707000.00,284391438.38,249826108.36,IDR
BUD00427,CC011,CAT010,2024-09,504212000.00,430646184.67,458750981.92,IDR
BUD00428,CC011,CAT006,2024-09,405556000.00,130612999.73,147524539.29,IDR
BUD00429,CC012,CAT009,2024-09,260996000.00,182388267.47,110913956.98,IDR
BUD00430,CC012,CAT002,2024-09,570776000.00,364116375.30,334721363.20,IDR
BUD00431,CC012,CAT010,2024-09,599732000.00,527816144.85,377672432.84,IDR
BUD00432,CC012,CAT007,2024-09,726796000.00,264238845.80,149055617.00,IDR
BUD00433,CC001,CAT004,2024-10,368002000.00,212645512.12,200250632.10,IDR
BUD00434,CC001,CAT009,2024-10,636872000.00,248664735.98,285593133.11,IDR
BUD00435,CC001,CAT010,2024-10,460355000.00,219708719.93,241318369.70,IDR
BUD00436,CC001,CAT008,2024-10,122977000.00,98232877.37,95737562.87,IDR
BUD00437,CC002,CAT006,2024-10,716629000.00,439056299.62,318928385.42,IDR
BUD00438,CC002,CAT005,2024-10,132980000.00,97500452.75,77424200.39,IDR
BUD00439,CC002,CAT010,2024-10,107098000.00,35000679.35,33670875.55,IDR
BUD00440,CC002,CAT004,2024-10,69197000.00,35003078.84,19989759.29,IDR
BUD00441,CC003,CAT003,2024-10,186115000.00,118352272.68,132909685.55,IDR
BUD00442,CC003,CAT004,2024-10,247077000.00,134169843.25,83171034.37,IDR
BUD00443,CC003,CAT010,2024-10,594407000.00,332440346.08,172528221.40,IDR
BUD00444,CC003,CAT005,2024-10,571991000.00,239317980.81,211780152.06,IDR
BUD00445,CC004,CAT007,2024-10,286593000.00,206993469.67,210596239.26,IDR
BUD00446,CC004,CAT001,2024-10,540746000.00,421620420.89,357946401.34,IDR
BUD00447,CC004,CAT004,2024-10,360924000.00,150954501.41,86658560.97,IDR
BUD00448,CC004,CAT002,2024-10,620096000.00,368145034.39,415210779.28,IDR
BUD00449,CC005,CAT006,2024-10,147097000.00,75194655.86,59975962.91,IDR
BUD00450,CC005,CAT007,2024-10,196648000.00,138470341.56,141294956.39,IDR
BUD00451,CC005,CAT009,2024-10,830880000.00,543479454.66,509170440.77,IDR
BUD00452,CC005,CAT005,2024-10,316208000.00,140125562.81,80714676.55,IDR
BUD00453,CC006,CAT006,2024-10,556962000.00,359175674.62,278352243.27,IDR
BUD00454,CC006,CAT003,2024-10,463670000.00,288600987.67,316726495.30,IDR
BUD00455,CC006,CAT007,2024-10,841091000.00,339751039.78,206725797.79,IDR
BUD00456,CC006,CAT004,2024-10,295510000.00,121826700.82,127587932.91,IDR
BUD00457,CC007,CAT010,2024-10,461918000.00,192655417.56,144407510.37,IDR
BUD00458,CC007,CAT001,2024-10,527345000.00,364839343.75,279444071.53,IDR
BUD00459,CC007,CAT006,2024-10,467967000.00,339784017.48,267920932.16,IDR
BUD00460,CC007,CAT009,2024-10,192165000.00,122839300.86,124967194.26,IDR
BUD00461,CC008,CAT004,2024-10,241117000.00,114097091.50,114950666.49,IDR
BUD00462,CC008,CAT005,2024-10,530803000.00,405283262.39,333124066.11,IDR
BUD00463,CC008,CAT001,2024-10,484185000.00,311635232.53,210081970.93,IDR
BUD00464,CC008,CAT003,2024-10,511640000.00,457680487.04,390093984.06,IDR
BUD00465,CC009,CAT001,2024-10,137054000.00,109374907.19,108103377.04,IDR
BUD00466,CC009,CAT008,2024-10,303053000.00,272622721.42,216006076.60,IDR
BUD00467,CC009,CAT004,2024-10,346290000.00,273581965.04,214870027.05,IDR
BUD00468,CC009,CAT009,2024-10,894864000.00,684910104.44,447941438.12,IDR
BUD00469,CC010,CAT010,2024-10,573729000.00,442293185.86,455028758.33,IDR
BUD00470,CC010,CAT006,2024-10,734624000.00,471661377.29,399017279.74,IDR
BUD00471,CC010,CAT007,2024-10,557329000.00,223503652.94,253978398.74,IDR
BUD00472,CC010,CAT002,2024-10,298739000.00,192280772.63,215173389.64,IDR
BUD00473,CC011,CAT009,2024-10,717837000.00,611066805.48,699742404.54,IDR
BUD00474,CC011,CAT002,2024-10,786990000.00,296012831.89,314647199.83,IDR
BUD00475,CC011,CAT003,2024-10,262226000.00,190595535.38,197935973.97,IDR
BUD00476,CC011,CAT007,2024-10,697253000.00,492079842.76,402594223.76,IDR
BUD00477,CC012,CAT010,2024-10,434193000.00,295327943.67,316615566.62,IDR
BUD00478,CC012,CAT005,2024-10,129131000.00,78688309.96,53574675.94,IDR
BUD00479,CC012,CAT007,2024-10,845886000.00,441081083.49,492980955.90,IDR
BUD00480,CC012,CAT004,2024-10,328196000.00,98945793.99,99261227.12,IDR
BUD00481,CC001,CAT002,2024-11,103831000.00,64443195.94,41346075.14,IDR
BUD00482,CC001,CAT008,2024-11,415197000.00,177335155.98,119621242.36,IDR
BUD00483,CC001,CAT006,2024-11,754092000.00,379046676.28,331914824.69,IDR
BUD00484,CC001,CAT007,2024-11,531221000.00,314059312.02,227200164.70,IDR
BUD00485,CC002,CAT001,2024-11,716306000.00,412412504.46,239510280.28,IDR
BUD00486,CC002,CAT010,2024-11,779004000.00,439959311.59,220172954.33,IDR
BUD00487,CC002,CAT002,2024-11,864327000.00,364219553.03,345128884.36,IDR
BUD00488,CC002,CAT006,2024-11,162126000.00,111866667.56,67493115.13,IDR
BUD00489,CC003,CAT005,2024-11,120057000.00,83884460.62,77324048.71,IDR
BUD00490,CC003,CAT002,2024-11,94019000.00,63496912.95,61712169.42,IDR
BUD00491,CC003,CAT006,2024-11,691947000.00,385787137.06,215762826.20,IDR
BUD00492,CC003,CAT003,2024-11,130906000.00,56034667.55,30856059.51,IDR
BUD00493,CC004,CAT010,2024-11,56853000.00,28775832.69,16643537.64,IDR
BUD00494,CC004,CAT004,2024-11,781289000.00,559729972.10,453664028.88,IDR
BUD00495,CC004,CAT008,2024-11,244605000.00,86491997.44,88556729.39,IDR
BUD00496,CC004,CAT001,2024-11,137721000.00,71688878.07,49789070.18,IDR
BUD00497,CC005,CAT007,2024-11,500932000.00,152826761.66,140984695.56,IDR
BUD00498,CC005,CAT003,2024-11,424085000.00,311049051.54,282510930.91,IDR
BUD00499,CC005,CAT009,2024-11,178668000.00,97736030.04,92484478.70,IDR
BUD00500,CC005,CAT001,2024-11,780968000.00,274910748.07,155407684.53,IDR
BUD00501,CC006,CAT002,2024-11,317328000.00,121821620.49,82842231.96,IDR
BUD00502,CC006,CAT007,2024-11,121611000.00,76862770.67,68408258.95,IDR
BUD00503,CC006,CAT006,2024-11,566454000.00,434686485.33,412434644.53,IDR
BUD00504,CC006,CAT004,2024-11,770708000.00,535675371.58,372868663.04,IDR
BUD00505,CC007,CAT009,2024-11,382988000.00,263381561.79,265876059.02,IDR
BUD00506,CC007,CAT010,2024-11,724711000.00,321485166.50,241379300.62,IDR
BUD00507,CC007,CAT004,2024-11,254919000.00,174071285.67,95070390.62,IDR
BUD00508,CC007,CAT006,2024-11,805416000.00,247456178.91,181809478.10,IDR
BUD00509,CC008,CAT006,2024-11,763127000.00,421641495.78,360558943.20,IDR
BUD00510,CC008,CAT003,2024-11,196855000.00,114689450.52,130951046.60,IDR
BUD00511,CC008,CAT007,2024-11,112043000.00,73098880.97,37204825.08,IDR
BUD00512,CC008,CAT008,2024-11,233381000.00,199201786.22,222437080.57,IDR
BUD00513,CC009,CAT007,2024-11,655735000.00,498533025.77,386524571.25,IDR
BUD00514,CC009,CAT009,2024-11,391936000.00,268210573.58,227838440.59,IDR
BUD00515,CC009,CAT005,2024-11,179778000.00,62950748.84,34708777.64,IDR
BUD00516,CC009,CAT006,2024-11,832786000.00,736672527.66,442736605.43,IDR
BUD00517,CC010,CAT006,2024-11,643874000.00,475162932.19,499018142.63,IDR
BUD00518,CC010,CAT007,2024-11,99220000.00,34898420.31,27305024.24,IDR
BUD00519,CC010,CAT002,2024-11,435366000.00,289648757.15,203054942.27,IDR
BUD00520,CC010,CAT003,2024-11,680439000.00,506515326.90,292582477.35,IDR
BUD00521,CC011,CAT003,2024-11,860064000.00,527910050.57,532630419.53,IDR
BUD00522,CC011,CAT001,2024-11,662651000.00,265178201.14,154467600.17,IDR
BUD00523,CC011,CAT010,2024-11,713955000.00,329317949.34,354401963.78,IDR
BUD00524,CC011,CAT004,2024-11,705716000.00,224145105.69,229663580.68,IDR
BUD00525,CC012,CAT005,2024-11,655475000.00,423430953.89,232927470.91,IDR
BUD00526,CC012,CAT009,2024-11,436918000.00,225482167.31,185965629.15,IDR
BUD00527,CC012,CAT002,2024-11,531853000.00,276889408.63,184360015.84,IDR
BUD00528,CC012,CAT003,2024-11,137469000.00,88577790.41,85903267.53,IDR
BUD00529,CC001,CAT004,2024-12,779886000.00,239715777.68,127022512.67,IDR
BUD00530,CC001,CAT009,2024-12,359380000.00,306240609.50,188743623.28,IDR
BUD00531,CC001,CAT001,2024-12,866291000.00,278268387.52,284397267.17,IDR
BUD00532,CC001,CAT008,2024-12,656918000.00,455521378.06,294237180.37,IDR
BUD00533,CC002,CAT004,2024-12,752097000.00,483539389.73,279297479.10,IDR
BUD00534,CC002,CAT007,2024-12,622327000.00,206365680.31,133120369.17,IDR
BUD00535,CC002,CAT006,2024-12,488408000.00,159981536.55,121682140.77,IDR
BUD00536,CC002,CAT003,2024-12,795443000.00,651960465.07,653781300.46,IDR
BUD00537,CC003,CAT005,2024-12,438234000.00,228474003.86,157541235.55,IDR
BUD00538,CC003,CAT006,2024-12,716831000.00,533139896.49,350635231.63,IDR
BUD00539,CC003,CAT002,2024-12,363033000.00,320599759.68,368228581.13,IDR
BUD00540,CC003,CAT010,2024-12,709503000.00,524661860.88,448724143.49,IDR
BUD00541,CC004,CAT004,2024-12,70324000.00,43947374.78,40139870.73,IDR
BUD00542,CC004,CAT003,2024-12,639442000.00,195513798.56,140332236.14,IDR
BUD00543,CC004,CAT001,2024-12,695090000.00,365453923.15,358054844.03,IDR
BUD00544,CC004,CAT010,2024-12,311384000.00,131751746.77,150068563.96,IDR
BUD00545,CC005,CAT007,2024-12,654905000.00,233025666.36,256055211.25,IDR
BUD00546,CC005,CAT008,2024-12,812694000.00,497251318.99,475148742.16,IDR
BUD00547,CC005,CAT001,2024-12,366618000.00,324358996.84,180079759.35,IDR
BUD00548,CC005,CAT002,2024-12,131240000.00,49885414.62,51530430.06,IDR
BUD00549,CC006,CAT002,2024-12,869586000.00,384411831.44,257419118.85,IDR
BUD00550,CC006,CAT001,2024-12,317758000.00,248006971.03,236963628.37,IDR
BUD00551,CC006,CAT007,2024-12,675050000.00,331337918.03,224239999.06,IDR
BUD00552,CC006,CAT006,2024-12,113484000.00,47847983.81,48180959.77,IDR
BUD00553,CC007,CAT010,2024-12,189719000.00,109967405.93,84040737.99,IDR
BUD00554,CC007,CAT002,2024-12,505536000.00,444255347.37,282085950.98,IDR
BUD00555,CC007,CAT003,2024-12,312062000.00,143237942.21,82783482.29,IDR
BUD00556,CC007,CAT001,2024-12,183973000.00,130921240.57,135785141.03,IDR
BUD00557,CC008,CAT010,2024-12,778087000.00,302671391.11,291246244.93,IDR
BUD00558,CC008,CAT001,2024-12,873140000.00,469528134.09,249703466.93,IDR
BUD00559,CC008,CAT004,2024-12,304015000.00,240796226.73,147611464.43,IDR
BUD00560,CC008,CAT007,2024-12,859282000.00,698390710.94,601572768.28,IDR
BUD00561,CC009,CAT009,2024-12,136621000.00,106056948.52,61401099.34,IDR
BUD00562,CC009,CAT004,2024-12,102419000.00,78716784.94,50731967.11,IDR
BUD00563,CC009,CAT002,2024-12,218413000.00,118019264.88,111656305.82,IDR
BUD00564,CC009,CAT010,2024-12,846939000.00,296787459.55,261462981.82,IDR
BUD00565,CC010,CAT002,2024-12,817122000.00,462539094.12,269990779.22,IDR
BUD00566,CC010,CAT001,2024-12,819316000.00,653497671.42,467582438.94,IDR
BUD00567,CC010,CAT010,2024-12,86292000.00,49755704.29,30310826.05,IDR
BUD00568,CC010,CAT008,2024-12,537802000.00,426483031.39,322740670.36,IDR
BUD00569,CC011,CAT001,2024-12,350852000.00,296463810.45,201221298.21,IDR
BUD00570,CC011,CAT007,2024-12,429110000.00,167000534.37,150161749.50,IDR
BUD00571,CC011,CAT009,2024-12,574431000.00,395419367.32,325936096.77,IDR
BUD00572,CC011,CAT002,2024-12,800362000.00,470147491.90,261881089.64,IDR
BUD00573,CC012,CAT007,2024-12,596255000.00,464076455.30,307193572.23,IDR
BUD00574,CC012,CAT003,2024-12,894974000.00,560427357.69,287328017.86,IDR
BUD00575,CC012,CAT010,2024-12,375123000.00,273097947.19,221699516.71,IDR
BUD00576,CC012,CAT002,2024-12,714220000.00,361695629.42,313833613.17,IDR
BUD00577,CC001,CAT006,2025-01,72154000.00,47496799.99,24653083.39,IDR
BUD00578,CC001,CAT007,2025-01,739086000.00,346305839.92,355179935.49,IDR
BUD00579,CC001,CAT005,2025-01,450932000.00,231986357.49,204053529.26,IDR
BUD00580,CC001,CAT002,2025-01,247848000.00,98092013.69,64849325.24,IDR
BUD00581,CC002,CAT004,2025-01,896933000.00,387158395.26,406604706.70,IDR
BUD00582,CC002,CAT005,2025-01,727782000.00,373266855.93,390248431.47,IDR
BUD00583,CC002,CAT001,2025-01,768438000.00,311724728.56,275919303.34,IDR
BUD00584,CC002,CAT007,2025-01,735279000.00,528353797.23,578065022.37,IDR
BUD00585,CC003,CAT001,2025-01,856113000.00,686618125.45,704992545.58,IDR
BUD00586,CC003,CAT006,2025-01,874830000.00,547009119.09,335924808.88,IDR
BUD00587,CC003,CAT003,2025-01,82269000.00,27453229.97,24463046.43,IDR
BUD00588,CC003,CAT005,2025-01,66939000.00,39279362.93,28109376.42,IDR
BUD00589,CC004,CAT010,2025-01,659397000.00,561323876.88,588707869.23,IDR
BUD00590,CC004,CAT004,2025-01,325050000.00,101788672.15,89705945.93,IDR
BUD00591,CC004,CAT003,2025-01,829641000.00,634360017.87,666212869.06,IDR
BUD00592,CC004,CAT008,2025-01,781569000.00,684916465.14,508779242.29,IDR
BUD00593,CC005,CAT007,2025-01,324213000.00,287095929.51,280213900.31,IDR
BUD00594,CC005,CAT002,2025-01,421338000.00,288009632.58,235211710.32,IDR
BUD00595,CC005,CAT006,2025-01,319691000.00,231555309.16,200361393.88,IDR
BUD00596,CC005,CAT003,2025-01,806160000.00,538696581.81,394291747.54,IDR
BUD00597,CC006,CAT010,2025-01,673896000.00,321253203.98,197734684.07,IDR
BUD00598,CC006,CAT003,2025-01,51528000.00,37162254.79,32418218.53,IDR
BUD00599,CC006,CAT007,2025-01,773143000.00,589520173.33,512212732.45,IDR
BUD00600,CC006,CAT009,2025-01,204769000.00,100527275.29,103113289.36,IDR
BUD00601,CC007,CAT010,2025-01,169547000.00,126686535.15,82941339.01,IDR
BUD00602,CC007,CAT004,2025-01,885023000.00,354657435.14,381419234.30,IDR
BUD00603,CC007,CAT002,2025-01,125417000.00,90974919.23,83279964.63,IDR
BUD00604,CC007,CAT009,2025-01,803655000.00,456458327.81,306917141.54,IDR
BUD00605,CC008,CAT004,2025-01,718967000.00,526462257.67,279707211.38,IDR
BUD00606,CC008,CAT002,2025-01,422487000.00,233124920.30,141767923.71,IDR
BUD00607,CC008,CAT006,2025-01,401916000.00,333213441.55,242679436.13,IDR
BUD00608,CC008,CAT003,2025-01,369045000.00,294233742.62,297963007.14,IDR
BUD00609,CC009,CAT010,2025-01,112653000.00,90962508.67,62917912.06,IDR
BUD00610,CC009,CAT004,2025-01,320909000.00,279510865.76,153236314.93,IDR
BUD00611,CC009,CAT003,2025-01,194589000.00,102212684.52,99738146.65,IDR
BUD00612,CC009,CAT009,2025-01,514989000.00,432011141.87,242150040.88,IDR
BUD00613,CC010,CAT010,2025-01,851076000.00,339577891.52,366180296.46,IDR
BUD00614,CC010,CAT008,2025-01,183538000.00,66212193.67,41952563.02,IDR
BUD00615,CC010,CAT001,2025-01,211487000.00,151914923.58,147254898.05,IDR
BUD00616,CC010,CAT004,2025-01,670478000.00,307855915.21,210262510.84,IDR
BUD00617,CC011,CAT004,2025-01,536004000.00,430900424.41,258468491.38,IDR
BUD00618,CC011,CAT002,2025-01,356705000.00,198529009.83,137274301.71,IDR
BUD00619,CC011,CAT001,2025-01,612717000.00,404472454.61,254732149.21,IDR
BUD00620,CC011,CAT010,2025-01,71875000.00,28929638.27,19952119.23,IDR
BUD00621,CC012,CAT002,2025-01,717145000.00,417784775.83,451905410.63,IDR
BUD00622,CC012,CAT008,2025-01,275254000.00,188581973.56,141793395.33,IDR
BUD00623,CC012,CAT010,2025-01,365367000.00,193230590.21,120050090.80,IDR
BUD00624,CC012,CAT003,2025-01,87924000.00,49575442.16,33275558.63,IDR
BUD00625,CC001,CAT005,2025-02,642000000.00,229849849.62,214746821.23,IDR
BUD00626,CC001,CAT001,2025-02,736953000.00,404139123.48,400783546.63,IDR
BUD00627,CC001,CAT003,2025-02,243386000.00,81921354.01,61573643.15,IDR
BUD00628,CC001,CAT007,2025-02,494195000.00,434583529.93,411374229.75,IDR
BUD00629,CC002,CAT008,2025-02,117112000.00,98569226.16,95050177.09,IDR
BUD00630,CC002,CAT004,2025-02,476786000.00,400630420.16,408760300.65,IDR
BUD00631,CC002,CAT010,2025-02,625905000.00,420710726.18,243247881.76,IDR
BUD00632,CC002,CAT003,2025-02,693610000.00,280029350.60,319188429.19,IDR
BUD00633,CC003,CAT004,2025-02,409869000.00,365999885.54,286579963.49,IDR
BUD00634,CC003,CAT010,2025-02,897679000.00,607132379.38,632735320.08,IDR
BUD00635,CC003,CAT003,2025-02,269203000.00,227875679.98,249344544.86,IDR
BUD00636,CC003,CAT001,2025-02,106960000.00,56994651.24,43217946.68,IDR
BUD00637,CC004,CAT006,2025-02,60509000.00,43581442.24,38435539.78,IDR
BUD00638,CC004,CAT005,2025-02,714433000.00,262562204.58,156819873.55,IDR
BUD00639,CC004,CAT008,2025-02,531605000.00,345333931.66,389239888.74,IDR
BUD00640,CC004,CAT007,2025-02,135173000.00,49119285.33,49448583.62,IDR
BUD00641,CC005,CAT005,2025-02,274516000.00,190204615.33,165823256.85,IDR
BUD00642,CC005,CAT009,2025-02,452090000.00,182336865.06,138928487.91,IDR
BUD00643,CC005,CAT006,2025-02,575508000.00,407740349.57,310338492.42,IDR
BUD00644,CC005,CAT004,2025-02,386424000.00,319717394.32,303358715.00,IDR
BUD00645,CC006,CAT001,2025-02,67198000.00,53115419.65,37020688.99,IDR
BUD00646,CC006,CAT008,2025-02,288295000.00,171527316.67,163383002.25,IDR
BUD00647,CC006,CAT005,2025-02,133485000.00,109636571.91,64395105.05,IDR
BUD00648,CC006,CAT003,2025-02,878087000.00,496879901.48,515157710.96,IDR
BUD00649,CC007,CAT005,2025-02,425459000.00,360814624.78,275900776.02,IDR
BUD00650,CC007,CAT007,2025-02,461791000.00,281646723.86,209275242.56,IDR
BUD00651,CC007,CAT002,2025-02,97775000.00,75765283.85,41114109.24,IDR
BUD00652,CC007,CAT008,2025-02,653134000.00,354018930.41,356615899.74,IDR
BUD00653,CC008,CAT009,2025-02,793903000.00,333785453.84,179395624.17,IDR
BUD00654,CC008,CAT001,2025-02,78110000.00,25802511.30,18945334.02,IDR
BUD00655,CC008,CAT003,2025-02,219243000.00,114228048.99,91581424.62,IDR
BUD00656,CC008,CAT002,2025-02,387401000.00,330780074.08,311847325.55,IDR
BUD00657,CC009,CAT004,2025-02,429188000.00,376102692.07,304070935.77,IDR
BUD00658,CC009,CAT006,2025-02,518634000.00,262713742.72,274397923.47,IDR
BUD00659,CC009,CAT008,2025-02,269861000.00,215489978.04,120406048.54,IDR
BUD00660,CC009,CAT005,2025-02,73333000.00,24184535.95,25514295.15,IDR
BUD00661,CC010,CAT004,2025-02,225721000.00,155962466.62,130015428.04,IDR
BUD00662,CC010,CAT010,2025-02,784935000.00,690964947.15,651876939.52,IDR
BUD00663,CC010,CAT009,2025-02,452983000.00,171856520.27,105275940.52,IDR
