pr_id,pr_number,pr_date,requester_id,cost_center_id,department_id,item_id,description,quantity,estimated_unit_price,estimated_total,priority,currency,required_date,status,budget_id,attachment_url
PR00308,PR202500308,2025-07-31,EMP037,CC002,DEP02,ITM0037,Request ITM0037,50,39204.79,1960239.34,IDR,2025-08-18,normal,approved,BUD00714,https://docs.internal/pr/PR202500308.pdf
PR00309,PR202500309,2025-04-16,EMP025,CC007,DEP01,ITM0009,Request ITM0009,20,29027.93,580558.67,IDR,2025-05-02,low,approved,BUD00248,https://docs.internal/pr/PR202500309.pdf
PR00310,PR202400310,2024-04-19,EMP009,CC003,DEP03,ITM0036,Request ITM0036,100,1175.22,117521.56,IDR,2024-05-19,normal,approved,BUD00036,https://docs.internal/pr/PR202400310.pdf
PR00311,PR202400311,2024-06-05,EMP031,CC001,DEP01,ITM0002,Request ITM0002,20,45278.14,905562.86,IDR,2024-06-28,normal,approved,BUD00982,https://docs.internal/pr/PR202400311.pdf
PR00312,PR202400312,2024-05-21,EMP020,CC010,DEP04,ITM0024,Request ITM0024,1000,655.28,655279.29,IDR,2024-06-25,high,approved,BUD00762,https://docs.internal/pr/PR202400312.pdf
PR00313,PR202400313,2024-04-26,EMP010,CC010,DEP04,ITM0028,Request ITM0028,1000,287.76,287760.00,IDR,2024-05-30,low,approved,BUD00702,https://docs.internal/pr/PR202400313.pdf
PR00314,PR202500314,2025-03-03,EMP013,CC010,DEP04,ITM0039,Request ITM0039,20,19483.63,389672.65,IDR,2025-04-11,urgent,approved,BUD00521,https://docs.internal/pr/PR202500314.pdf
PR00315,PR202500315,2025-11-28,EMP021,CC004,DEP04,ITM0016,Request ITM0016,2000,71.94,143888.38,IDR,2025-12-28,low,approved,BUD00649,https://docs.internal/pr/PR202500315.pdf
PR00316,PR202400316,2024-10-23,EMP040,CC008,DEP02,ITM0012,Request ITM0012,40,18476.14,739045.66,IDR,2024-11-05,high,approved,BUD00339,https://docs.internal/pr/PR202400316.pdf
PR00317,PR202400317,2024-01-18,EMP035,CC007,DEP01,ITM0035,Request ITM0035,100,206033.50,20603349.91,IDR,2024-02-06,normal,pending,BUD00330,https://docs.internal/pr/PR202400317.pdf
PR00318,PR202400318,2024-05-16,EMP001,CC009,DEP03,ITM0023,Request ITM0023,1000,41.00,41000.32,IDR,2024-07-02,low,approved,BUD00532,https://docs.internal/pr/PR202400318.pdf
PR00319,PR202400319,2024-10-24,EMP023,CC007,DEP01,ITM0023,Request ITM0023,5000,42.14,210718.84,IDR,2024-11-21,normal,approved,BUD00363,https://docs.internal/pr/PR202400319.pdf
PR00320,PR202500320,2025-04-08,EMP025,CC003,DEP03,ITM0029,Request ITM0029,2000,108.48,216951.07,IDR,2025-04-30,normal,approved,BUD00833,https://docs.internal/pr/PR202500320.pdf
PR00321,PR202500321,2025-11-02,EMP015,CC004,DEP04,ITM0039,Request ITM0039,250,20350.50,5087624.66,IDR,2025-11-26,low,approved,BUD00700,https://docs.internal/pr/PR202500321.pdf
PR00322,PR202500322,2025-08-14,EMP009,CC012,DEP06,ITM0005,Request ITM0005,50,1086.86,54342.96,IDR,2025-09-24,low,approved,BUD01120,https://docs.internal/pr/PR202500322.pdf
PR00323,PR202500323,2025-06-19,EMP004,CC002,DEP02,ITM0020,Request ITM0020,4,22354.85,89419.39,IDR,2025-07-11,normal,approved,BUD00120,https://docs.internal/pr/PR202500323.pdf
PR00324,PR202400324,2024-03-13,EMP004,CC005,DEP05,ITM0037,Request ITM0037,200,37151.70,7430339.40,IDR,2024-04-07,high,pending,BUD01141,https://docs.internal/pr/PR202400324.pdf
PR00325,PR202500325,2025-10-08,EMP021,CC007,DEP01,ITM0032,Request ITM0032,2,11785.12,23570.25,IDR,2025-11-09,urgent,rejected,BUD00697,https://docs.internal/pr/PR202500325.pdf
PR00326,PR202500326,2025-06-25,EMP033,CC010,DEP04,ITM0037,Request ITM0037,2,43772.92,87545.85,IDR,2025-07-13,normal,approved,BUD00757,https://docs.internal/pr/PR202500326.pdf
PR00327,PR202500327,2025-03-11,EMP024,CC009,DEP03,ITM0021,Request ITM0021,1,6861.43,6861.43,IDR,2025-03-29,urgent,approved,BUD00123,https://docs.internal/pr/PR202500327.pdf
PR00328,PR202400328,2024-04-10,EMP015,CC007,DEP01,ITM0004,Request ITM0004,100,10793.10,1079309.97,IDR,2024-05-16,urgent,approved,BUD01091,https://docs.internal/pr/PR202400328.pdf
PR00329,PR202400329,2024-04-13,EMP029,CC008,DEP02,ITM0013,Request ITM0013,5000,655.44,3277220.49,IDR,2024-05-05,normal,pending,BUD00498,https://docs.internal/pr/PR202400329.pdf
PR00330,PR202500330,2025-12-03,EMP005,CC008,DEP02,ITM0011,Request ITM0011,50,13071.36,653567.88,IDR,2025-12-16,low,approved,BUD00138,https://docs.internal/pr/PR202500330.pdf
PR00331,PR202400331,2024-11-05,EMP017,CC005,DEP05,ITM0005,Request ITM0005,4,1221.03,4884.13,IDR,2024-12-11,normal,approved,BUD01096,https://docs.internal/pr/PR202400331.pdf
PR00332,PR202400332,2024-12-07,EMP025,CC004,DEP04,ITM0009,Request ITM0009,5,30856.29,154281.46,IDR,2024-12-25,urgent,approved,BUD00518,https://docs.internal/pr/PR202400332.pdf
PR00333,PR202400333,2024-06-11,EMP028,CC007,DEP01,ITM0008,Request ITM0008,250,363.13,90783.07,IDR,2024-07-03,urgent,approved,BUD00792,https://docs.internal/pr/PR202400333.pdf
PR00334,PR202500334,2025-09-09,EMP012,CC001,DEP01,ITM0007,Request ITM0007,500,1670.99,835492.80,IDR,2025-10-07,high,approved,BUD00777,https://docs.internal/pr/PR202500334.pdf
PR00335,PR202400335,2024-01-31,EMP035,CC012,DEP06,ITM0036,Request ITM0036,2,1360.94,2721.87,IDR,2024-03-10,urgent,approved,BUD00327,https://docs.internal/pr/PR202400335.pdf
PR00336,PR202500336,2025-09-13,EMP034,CC010,DEP04,ITM0002,Request ITM0002,40,40464.71,1618588.26,IDR,2025-10-10,urgent,approved,BUD00031,https://docs.internal/pr/PR202500336.pdf
PR00337,PR202400337,2024-07-04,EMP009,CC002,DEP02,ITM0031,Request ITM0031,400,316.86,126742.70,IDR,2024-07-31,high,rejected,BUD00764,https://docs.internal/pr/PR202400337.pdf
PR00338,PR202500338,2025-05-05,EMP024,CC008,DEP02,ITM0003,Request ITM0003,1,2654.59,2654.59,IDR,2025-06-08,low,rejected,BUD00102,https://docs.internal/pr/PR202500338.pdf
PR00339,PR202400339,2024-02-26,EMP014,CC003,DEP03,ITM0015,Request ITM0015,250,8.47,2117.26,IDR,2024-03-25,normal,approved,BUD01031,https://docs.internal/pr/PR202400339.pdf
PR00340,PR202500340,2025-01-02,EMP012,CC007,DEP01,ITM0040,Request ITM0040,100,2914.08,291408.17,IDR,2025-01-21,high,approved,BUD00466,https://docs.internal/pr/PR202500340.pdf
PR00341,PR202500341,2024-12-30,EMP013,CC005,DEP05,ITM0017,Request ITM0017,50,116.07,5803.75,IDR,2025-01-24,normal,approved,BUD00145,https://docs.internal/pr/PR202500341.pdf
PR00342,PR202400342,2024-10-21,EMP026,CC003,DEP03,ITM0033,Request ITM0033,500,917.66,458832.00,IDR,2024-11-17,high,approved,BUD00109,https://docs.internal/pr/PR202400342.pdf
PR00343,PR202400343,2024-04-25,EMP025,CC001,DEP01,ITM0033,Request ITM0033,400,605.70,242278.26,IDR,2024-05-22,normal,approved,BUD00049,https://docs.internal/pr/PR202400343.pdf
PR00344,PR202500344,2025-10-01,EMP009,CC008,DEP02,ITM0022,Request ITM0022,250,51.41,12851.98,IDR,2025-10-16,high,approved,BUD00750,https://docs.internal/pr/PR202500344.pdf
PR00345,PR202500345,2025-07-19,EMP023,CC006,DEP06,ITM0040,Request ITM0040,10,3639.77,36397.70,IDR,2025-08-20,high,approved,BUD00698,https://docs.internal/pr/PR202500345.pdf
PR00346,PR202500346,2025-08-03,EMP026,CC008,DEP02,ITM0020,Request ITM0020,50,25597.44,1279872.05,IDR,2025-09-04,normal,approved,BUD00685,https://docs.internal/pr/PR202500346.pdf
PR00347,PR202500347,2025-10-08,EMP006,CC007,DEP01,ITM0035,Request ITM0035,2,214157.84,428315.68,IDR,2025-10-26,normal,approved,BUD00014,https://docs.internal/pr/PR202500347.pdf
PR00348,PR202400348,2024-10-13,EMP023,CC003,DEP03,ITM0030,Request ITM0030,500,215.62,107809.46,IDR,2024-11-16,low,approved,BUD00371,https://docs.internal/pr/PR202400348.pdf
PR00349,PR202400349,2024-11-12,EMP022,CC004,DEP04,ITM0030,Request ITM0030,500,213.65,106827.24,IDR,2024-12-15,normal,approved,BUD00138,https://docs.internal/pr/PR202400349.pdf
PR00350,PR202400350,2024-06-19,EMP008,CC002,DEP02,ITM0006,Request ITM0006,20,7365.06,147301.13,IDR,2024-07-24,normal,approved,BUD00021,https://docs.internal/pr/PR202400350.pdf
PR00351,PR202400351,2024-09-29,EMP030,CC008,DEP02,ITM0001,Request ITM0001,20,12633.73,252674.52,IDR,2024-11-08,low,approved,BUD01101,https://docs.internal/pr/PR202400351.pdf
PR00352,PR202400352,2024-06-26,EMP004,CC006,DEP06,ITM0006,Request ITM0006,5,7990.59,39952.94,IDR,2024-07-31,urgent,approved,BUD00806,https://docs.internal/pr/PR202400352.pdf
PR00353,PR202500353,2025-03-17,EMP009,CC007,DEP01,ITM0020,Request ITM0020,1,29239.19,29239.19,IDR,2025-04-09,low,pending,BUD00606,https://docs.internal/pr/PR202500353.pdf
PR00354,PR202400354,2024-06-18,EMP010,CC002,DEP02,ITM0027,Request ITM0027,2000,138.16,276313.31,IDR,2024-07-20,low,approved,BUD01094,https://docs.internal/pr/PR202400354.pdf
PR00355,PR202400355,2024-09-23,EMP002,CC006,DEP06,ITM0013,Request ITM0013,1000,788.98,788978.62,IDR,2024-10-21,high,draft,BUD00957,https://docs.internal/pr/PR202400355.pdf
PR00356,PR202500356,2025-01-21,EMP013,CC006,DEP06,ITM0037,Request ITM0037,10,33497.18,334971.75,IDR,2025-02-21,high,draft,BUD00968,https://docs.internal/pr/PR202500356.pdf
PR00357,PR202400357,2024-10-23,EMP009,CC002,DEP02,ITM0039,Request ITM0039,1,16781.53,16781.53,IDR,2024-11-17,high,approved,BUD00046,https://docs.internal/pr/PR202400357.pdf
PR00358,PR202500358,2025-02-18,EMP011,CC007,DEP01,ITM0019,Request ITM0019,20,9199.15,183983.00,IDR,2025-03-14,high,approved,BUD00633,https://docs.internal/pr/PR202500358.pdf
PR00359,PR202400359,2024-07-23,EMP032,CC004,DEP04,ITM0033,Request ITM0033,500,906.66,453329.71,IDR,2024-08-08,low,approved,BUD01084,https://docs.internal/pr/PR202400359.pdf
PR00360,PR202500360,2025-02-03,EMP005,CC005,DEP05,ITM0034,Request ITM0034,5,11469.47,57347.37,IDR,2025-03-01,normal,approved,BUD00246,https://docs.internal/pr/PR202500360.pdf
PR00361,PR202400361,2024-12-16,EMP040,CC004,DEP04,ITM0014,Request ITM0014,50,15931.41,796570.41,IDR,2025-01-19,normal,pending,BUD00003,https://docs.internal/pr/PR202400361.pdf
PR00362,PR202400362,2024-11-13,EMP015,CC007,DEP01,ITM0031,Request ITM0031,200,274.87,54974.33,IDR,2024-12-11,high,approved,BUD00072,https://docs.internal/pr/PR202400362.pdf
PR00363,PR202500363,2025-05-10,EMP021,CC008,DEP02,ITM0028,Request ITM0028,2500,795.74,1989352.72,IDR,2025-05-28,normal,approved,BUD00430,https://docs.internal/pr/PR202500363.pdf
PR00364,PR202500364,2025-10-01,EMP026,CC011,DEP05,ITM0031,Request ITM0031,1000,382.83,382829.69,IDR,2025-10-25,low,approved,BUD00484,https://docs.internal/pr/PR202500364.pdf
PR00365,PR202500365,2025-02-24,EMP024,CC002,DEP02,ITM0018,Request ITM0018,50,136.41,6820.67,IDR,2025-03-29,high,approved,BUD00148,https://docs.internal/pr/PR202500365.pdf
PR00366,PR202500366,2025-09-20,EMP037,CC004,DEP04,ITM0032,Request ITM0032,1,8426.72,8426.72,IDR,2025-10-17,urgent,approved,BUD00948,https://docs.internal/pr/PR202500366.pdf
PR00367,PR202500367,2025-09-26,EMP013,CC001,DEP01,ITM0020,Request ITM0020,40,27271.88,1090875.26,IDR,2025-11-03,high,pending,BUD00373,https://docs.internal/pr/PR202500367.pdf
PR00368,PR202400368,2024-09-07,EMP025,CC005,DEP05,ITM0003,Request ITM0003,100,2953.00,295300.35,IDR,2024-10-18,urgent,draft,BUD00582,https://docs.internal/pr/PR202400368.pdf
PR00369,PR202500369,2025-05-24,EMP035,CC011,DEP05,ITM0004,Request ITM0004,10,8710.39,87103.86,IDR,2025-06-25,urgent,approved,BUD00610,https://docs.internal/pr/PR202500369.pdf
PR00370,PR202500370,2025-09-25,EMP001,CC003,DEP03,ITM0023,Request ITM0023,100,41.32,4132.10,IDR,2025-10-20,normal,approved,BUD01084,https://docs.internal/pr/PR202500370.pdf
PR00371,PR202500371,2025-12-21,EMP017,CC005,DEP05,ITM0005,Request ITM0005,5,1516.03,7580.13,IDR,2026-01-14,normal,approved,BUD00553,https://docs.internal/pr/PR202500371.pdf
PR00372,PR202500372,2025-01-11,EMP001,CC001,DEP01,ITM0027,Request ITM0027,100,172.64,17264.42,IDR,2025-02-13,urgent,approved,BUD00624,https://docs.internal/pr/PR202500372.pdf
PR00373,PR202500373,2025-07-26,EMP025,CC004,DEP04,ITM0005,Request ITM0005,2,1477.77,2955.53,IDR,2025-08-22,high,approved,BUD00099,https://docs.internal/pr/PR202500373.pdf
PR00374,PR202500374,2025-08-02,EMP019,CC002,DEP02,ITM0010,Request ITM0010,100,23539.47,2353946.64,IDR,2025-08-30,low,approved,BUD00619,https://docs.internal/pr/PR202500374.pdf
PR00375,PR202400375,2024-06-07,EMP017,CC007,DEP01,ITM0037,Request ITM0037,2,33137.20,66274.39,IDR,2024-06-23,low,approved,BUD00877,https://docs.internal/pr/PR202400375.pdf
PR00376,PR202500376,2025-08-01,EMP030,CC012,DEP06,ITM0005,Request ITM0005,100,1452.85,145285.34,IDR,2025-08-16,normal,approved,BUD00600,https://docs.internal/pr/PR202500376.pdf
PR00377,PR202500377,2024-12-21,EMP033,CC002,DEP02,ITM0015,Request ITM0015,500,8.66,4331.19,IDR,2025-01-18,low,approved,BUD00703,https://docs.internal/pr/PR202500377.pdf
PR00378,PR202500378,2025-03-27,EMP007,CC010,DEP04,ITM0032,Request ITM0032,100,9405.14,940514.48,IDR,2025-05-04,high,draft,BUD00727,https://docs.internal/pr/PR202500378.pdf
PR00379,PR202400379,2024-06-21,EMP015,CC009,DEP03,ITM0008,Request ITM0008,1000,295.92,295921.08,IDR,2024-07-11,low,approved,BUD00739,https://docs.internal/pr/PR202400379.pdf
PR00380,PR202500380,2025-05-15,EMP040,CC006,DEP06,ITM0011,Request ITM0011,40,13741.74,549669.76,IDR,2025-06-15,urgent,approved,BUD01018,https://docs.internal/pr/PR202500380.pdf
PR00381,PR202500381,2025-11-21,EMP003,CC003,DEP03,ITM0011,Request ITM0011,500,13569.30,6784651.63,IDR,2025-12-15,urgent,approved,BUD00477,https://docs.internal/pr/PR202500381.pdf
PR00382,PR202500382,2025-06-25,EMP012,CC002,DEP02,ITM0015,Request ITM0015,100,6.35,634.50,IDR,2025-07-15,low,approved,BUD00763,https://docs.internal/pr/PR202500382.pdf
PR00383,PR202500383,2025-07-01,EMP009,CC004,DEP04,ITM0025,Request ITM0025,200,46.61,9321.80,IDR,2025-07-27,low,approved,BUD00289,https://docs.internal/pr/PR202500383.pdf
PR00384,PR202500384,2025-12-15,EMP028,CC007,DEP01,ITM0011,Request ITM0011,1,13400.14,13400.14,IDR,2026-01-27,normal,approved,BUD00005,https://docs.internal/pr/PR202500384.pdf
PR00385,PR202500385,2025-07-16,EMP016,CC004,DEP04,ITM0004,Request ITM0004,25,9176.62,229415.40,IDR,2025-08-23,normal,approved,BUD01028,https://docs.internal/pr/PR202500385.pdf
PR00386,PR202500386,2025-12-01,EMP031,CC006,DEP06,ITM0033,Request ITM0033,1000,971.56,971556.59,IDR,2026-01-18,low,approved,BUD00832,https://docs.internal/pr/PR202500386.pdf
PR00387,PR202500387,2025-12-02,EMP025,CC003,DEP03,ITM0010,Request ITM0010,500,18396.34,9198172.06,IDR,2026-01-07,low,approved,BUD00284,https://docs.internal/pr/PR202500387.pdf
PR00388,PR202500388,2025-10-14,EMP036,CC006,DEP06,ITM0002,Request ITM0002,25,39697.87,992446.65,IDR,2025-11-17,high,approved,BUD00831,https://docs.internal/pr/PR202500388.pdf
PR00389,PR202500389,2025-01-31,EMP030,CC001,DEP01,ITM0021,Request ITM0021,5,17457.88,87289.38,IDR,2025-02-21,low,approved,BUD00038,https://docs.internal/pr/PR202500389.pdf
PR00390,PR202500390,2025-03-18,EMP007,CC010,DEP04,ITM0001,Request ITM0001,10,12670.10,126701.02,IDR,2025-05-01,high,pending,BUD00417,https://docs.internal/pr/PR202500390.pdf
PR00391,PR202400391,2023-12-29,EMP019,CC007,DEP01,ITM0023,Request ITM0023,500,28.32,14160.47,IDR,2024-01-24,urgent,approved,BUD00040,https://docs.internal/pr/PR202400391.pdf
PR00392,PR202500392,2025-08-24,EMP011,CC005,DEP05,ITM0003,Request ITM0003,500,2240.78,1120390.02,IDR,2025-09-24,normal,pending,BUD00259,https://docs.internal/pr/PR202500392.pdf
PR00393,PR202400393,2024-05-21,EMP012,CC002,DEP02,ITM0023,Request ITM0023,500,41.48,20740.60,IDR,2024-06-13,normal,approved,BUD00442,https://docs.internal/pr/PR202400393.pdf
PR00394,PR202400394,2024-05-03,EMP030,CC008,DEP02,ITM0006,Request ITM0006,20,7990.89,159817.84,IDR,2024-06-08,high,approved,BUD01098,https://docs.internal/pr/PR202400394.pdf
PR00395,PR202500395,2025-04-23,EMP034,CC012,DEP06,ITM0031,Request ITM0031,200,381.08,76216.69,IDR,2025-06-07,high,approved,BUD00230,https://docs.internal/pr/PR202500395.pdf
PR00396,PR202500396,2025-08-10,EMP012,CC002,DEP02,ITM0012,Request ITM0012,1,55510.43,55510.43,IDR,2025-09-06,urgent,approved,BUD00670,https://docs.internal/pr/PR202500396.pdf
PR00397,PR202400397,2024-09-21,EMP035,CC010,DEP04,ITM0022,Request ITM0022,50,52.85,2642.62,IDR,2024-10-15,normal,approved,BUD00035,https://docs.internal/pr/PR202400397.pdf
PR00398,PR202400398,2024-04-19,EMP039,CC011,DEP05,ITM0008,Request ITM0008,5000,388.40,1942011.98,IDR,2024-06-03,low,pending,BUD00282,https://docs.internal/pr/PR202400398.pdf
PR00399,PR202400399,2024-11-13,EMP020,CC005,DEP05,ITM0013,Request ITM0013,100,679.13,67912.70,IDR,2025-01-01,low,pending,BUD00545,https://docs.internal/pr/PR202400399.pdf
PR00400,PR202400400,2024-08-26,EMP014,CC009,DEP03,ITM0011,Request ITM0011,1,13774.98,13774.98,IDR,2024-09-27,urgent,approved,BUD01099,https://docs.internal/pr/PR202400400.pdf
PR00401,PR202500401,2025-02-13,EMP021,CC004,DEP04,ITM0021,Request ITM0021,100,18451.90,1845190.46,IDR,2025-03-05,low,approved,BUD00249,https://docs.internal/pr/PR202500401.pdf
PR00402,PR202400402,2024-12-12,EMP014,CC012,DEP06,ITM0034,Request ITM0034,5,15240.77,76203.84,IDR,2025-01-14,urgent,approved,BUD00503,https://docs.internal/pr/PR202400402.pdf
PR00403,PR202400403,2024-10-01,EMP030,CC001,DEP01,ITM0040,Request ITM0040,10,2757.31,27573.15,IDR,2024-10-31,urgent,rejected,BUD00775,https://docs.internal/pr/PR202400403.pdf
PR00404,PR202500404,2025-03-09,EMP005,CC001,DEP01,ITM0016,Request ITM0016,200,46.87,9374.12,IDR,2025-04-18,urgent,pending,BUD00663,https://docs.internal/pr/PR202500404.pdf
PR00405,PR202500405,2025-09-27,EMP008,CC001,DEP01,ITM0022,Request ITM0022,200,63.48,12696.95,IDR,2025-11-02,low,approved,BUD00278,https://docs.internal/pr/PR202500405.pdf
PR00406,PR202500406,2025-06-21,EMP022,CC009,DEP03,ITM0018,Request ITM0018,200,137.04,27408.74,IDR,2025-07-20,normal,approved,BUD01006,https://docs.internal/pr/PR202500406.pdf
PR00407,PR202500407,2025-10-26,EMP017,CC002,DEP02,ITM0033,Request ITM0033,2500,941.21,2353037.27,IDR,2025-11-03,low,approved,BUD00231,https://docs.internal/pr/PR202500407.pdf
PR00408,PR202400408,2024-10-28,EMP010,CC003,DEP03,ITM0016,Request ITM0016,2000,60.16,120327.37,IDR,2024-11-25,urgent,approved,BUD00058,https://docs.internal/pr/PR202400408.pdf
PR00409,PR202400409,2024-03-18,EMP003,CC010,DEP04,ITM0010,Request ITM0010,1,25702.45,25702.45,IDR,2024-04-21,normal,approved,BUD00801,https://docs.internal/pr/PR202400409.pdf
PR00410,PR202500410,2025-06-22,EMP018,CC012,DEP06,ITM0005,Request ITM0005,2,1414.43,2828.86,IDR,2025-07-13,urgent,approved,BUD00228,https://docs.internal/pr/PR202500410.pdf
PR00411,PR202400411,2024-10-27,EMP027,CC011,DEP05,ITM0029,Request ITM0029,50,116.72,5835.80,IDR,2024-11-19,low,approved,BUD00461,https://docs.internal/pr/PR202400411.pdf
PR00412,PR202400412,2024-10-01,EMP025,CC001,DEP01,ITM0028,Request ITM0028,100,814.23,81423.22,IDR,2024-11-08,high,pending,BUD00639,https://docs.internal/pr/PR202400412.pdf
PR00413,PR202500413,2025-05-08,EMP032,CC005,DEP05,ITM0033,Request ITM0033,50,877.41,43870.49,IDR,2025-06-04,normal,approved,BUD00176,https://docs.internal/pr/PR202500413.pdf
PR00414,PR202400414,2024-08-02,EMP001,CC006,DEP06,ITM0001,Request ITM0001,100,15051.71,1505170.98,IDR,2024-08-14,normal,pending,BUD00447,https://docs.internal/pr/PR202400414.pdf
PR00415,PR202400415,2024-01-16,EMP016,CC010,DEP04,ITM0002,Request ITM0002,10,42763.65,427636.49,IDR,2024-02-07,low,approved,BUD01058,https://docs.internal/pr/PR202400415.pdf
PR00416,PR202400416,2024-09-27,EMP016,CC007,DEP01,ITM0002,Request ITM0002,20,43226.23,864524.57,IDR,2024-10-15,normal,approved,BUD00913,https://docs.internal/pr/PR202400416.pdf
PR00417,PR202400417,2024-05-23,EMP018,CC007,DEP01,ITM0013,Request ITM0013,200,666.65,133330.53,IDR,2024-06-21,high,approved,BUD00769,https://docs.internal/pr/PR202400417.pdf
PR00418,PR202500418,2025-07-13,EMP013,CC007,DEP01,ITM0005,Request ITM0005,1,987.94,987.94,IDR,2025-08-08,high,approved,BUD00931,https://docs.internal/pr/PR202500418.pdf
PR00419,PR202400419,2024-02-27,EMP009,CC009,DEP03,ITM0039,Request ITM0039,5,18729.86,93649.32,IDR,2024-03-12,urgent,approved,BUD00178,https://docs.internal/pr/PR202400419.pdf
PR00420,PR202500420,2025-01-13,EMP025,CC001,DEP01,ITM0020,Request ITM0020,5,27522.87,137614.36,IDR,2025-02-01,high,approved,BUD00485,https://docs.internal/pr/PR202500420.pdf
PR00421,PR202400421,2024-06-01,EMP029,CC001,DEP01,ITM0007,Request ITM0007,20,2164.81,43296.18,IDR,2024-07-04,urgent,approved,BUD00720,https://docs.internal/pr/PR202400421.pdf
PR00422,PR202400422,2024-10-27,EMP010,CC002,DEP02,ITM0014,Request ITM0014,250,10896.68,2724170.64,IDR,2024-12-01,urgent,approved,BUD00518,https://docs.internal/pr/PR202400422.pdf
PR00423,PR202400423,2024-04-03,EMP023,CC002,DEP02,ITM0018,Request ITM0018,1000,123.53,123526.58,IDR,2024-04-12,normal,approved,BUD00187,https://docs.internal/pr/PR202400423.pdf
PR00424,PR202500424,2025-12-26,EMP006,CC005,DEP05,ITM0039,Request ITM0039,10,16912.01,169120.10,IDR,2026-01-05,normal,approved,BUD00610,https://docs.internal/pr/PR202500424.pdf
PR00425,PR202400425,2024-07-09,EMP034,CC011,DEP05,ITM0022,Request ITM0022,500,58.98,29491.87,IDR,2024-08-17,low,rejected,BUD00966,https://docs.internal/pr/PR202400425.pdf
PR00426,PR202400426,2024-05-14,EMP028,CC001,DEP01,ITM0039,Request ITM0039,5,15566.86,77834.32,IDR,2024-06-10,low,approved,BUD00963,https://docs.internal/pr/PR202400426.pdf
PR00427,PR202400427,2024-06-14,EMP008,CC007,DEP01,ITM0019,Request ITM0019,50,10304.40,515220.23,IDR,2024-07-22,urgent,approved,BUD00784,https://docs.internal/pr/PR202400427.pdf
PR00428,PR202500428,2025-04-28,EMP019,CC004,DEP04,ITM0014,Request ITM0014,200,16230.00,3246000.44,IDR,2025-06-02,low,approved,BUD01103,https://docs.internal/pr/PR202500428.pdf
PR00429,PR202400429,2024-01-15,EMP038,CC007,DEP01,ITM0008,Request ITM0008,500,398.87,199436.10,IDR,2024-02-11,high,rejected,BUD00968,https://docs.internal/pr/PR202400429.pdf
PR00430,PR202400430,2024-08-23,EMP032,CC006,DEP06,ITM0021,Request ITM0021,1,19121.73,19121.73,IDR,2024-09-18,normal,approved,BUD00763,https://docs.internal/pr/PR202400430.pdf
PR00431,PR202500431,2025-04-28,EMP004,CC004,DEP04,ITM0033,Request ITM0033,500,736.43,368217.24,IDR,2025-05-31,high,approved,BUD00468,https://docs.internal/pr/PR202500431.pdf
PR00432,PR202500432,2025-03-23,EMP036,CC007,DEP01,ITM0025,Request ITM0025,200,32.14,6427.23,IDR,2025-04-28,normal,approved,BUD00734,https://docs.internal/pr/PR202500432.pdf
PR00433,PR202400433,2024-01-14,EMP039,CC008,DEP02,ITM0039,Request ITM0039,5,15807.74,79038.68,IDR,2024-02-09,low,approved,BUD00644,https://docs.internal/pr/PR202400433.pdf
PR00434,PR202400434,2024-02-17,EMP032,CC007,DEP01,ITM0012,Request ITM0012,5,25880.45,129402.27,IDR,2024-03-22,low,approved,BUD00867,https://docs.internal/pr/PR202400434.pdf
PR00435,PR202400435,2024-10-12,EMP030,CC001,DEP01,ITM0026,Request ITM0026,50,148.03,7401.52,IDR,2024-11-28,low,pending,BUD00820,https://docs.internal/pr/PR202400435.pdf
PR00436,PR202400436,2024-08-07,EMP012,CC007,DEP01,ITM0003,Request ITM0003,2,1160.14,2320.27,IDR,2024-08-26,high,rejected,BUD00573,https://docs.internal/pr/PR202400436.pdf
PR00437,PR202500437,2025-01-10,EMP036,CC001,DEP01,ITM0008,Request ITM0008,2500,463.86,1159653.83,IDR,2025-02-12,low,approved,BUD00815,https://docs.internal/pr/PR202500437.pdf
PR00438,PR202500438,2025-03-02,EMP014,CC010,DEP04,ITM0029,Request ITM0029,200,82.57,16514.59,IDR,2025-04-09,high,approved,BUD00048,https://docs.internal/pr/PR202500438.pdf
PR00439,PR202400439,2024-10-12,EMP014,CC003,DEP03,ITM0003,Request ITM0003,2,2563.25,5126.50,IDR,2024-11-01,normal,approved,BUD00733,https://docs.internal/pr/PR202400439.pdf
PR00440,PR202500440,2025-09-22,EMP009,CC005,DEP05,ITM0001,Request ITM0001,20,16105.79,322115.74,IDR,2025-10-05,normal,approved,BUD00118,https://docs.internal/pr/PR202500440.pdf
PR00441,PR202400441,2024-03-26,EMP009,CC007,DEP01,ITM0012,Request ITM0012,5,17169.67,85848.33,IDR,2024-04-23,urgent,rejected,BUD00653,https://docs.internal/pr/PR202400441.pdf
PR00442,PR202400442,2024-05-18,EMP008,CC008,DEP02,ITM0033,Request ITM0033,100,964.81,96481.36,IDR,2024-06-15,low,approved,BUD00010,https://docs.internal/pr/PR202400442.pdf
PR00443,PR202400443,2024-10-05,EMP035,CC004,DEP04,ITM0009,Request ITM0009,1,31926.08,31926.08,IDR,2024-11-06,high,approved,BUD01106,https://docs.internal/pr/PR202400443.pdf
