demand_id,item_id,period,quantity_used,source
DH000620,ITM0002,2025-08,638.85,production
DH000621,ITM0002,2025-09,534.77,production
DH000622,ITM0002,2025-10,481.97,sales
DH000623,ITM0002,2025-11,680.02,production
DH000624,ITM0002,2025-12,694.56,production
DH000625,ITM0034,2024-01,412.28,sales
DH000626,ITM0034,2024-02,735.73,production
DH000627,ITM0034,2024-03,427.29,sales
DH000628,ITM0034,2024-04,617.97,sales
DH000629,ITM0034,2024-05,573.2,sales
DH000630,ITM0034,2024-06,568.49,sales
DH000631,ITM0034,2024-07,500.72,sales
DH000632,ITM0034,2024-08,518.41,sales
DH000633,ITM0034,2024-09,686.6,sales
DH000634,ITM0034,2024-10,793.52,production
DH000635,ITM0034,2024-11,602.06,sales
DH000636,ITM0034,2024-12,801.93,sales
DH000637,ITM0034,2025-01,623.97,sales
DH000638,ITM0034,2025-02,731.72,sales
DH000639,ITM0034,2025-03,579.31,production
DH000640,ITM0034,2025-04,590.73,production
DH000641,ITM0034,2025-05,627.78,production
DH000642,ITM0034,2025-06,795.76,sales
DH000643,ITM0034,2025-07,512.2,production
DH000644,ITM0034,2025-08,544.86,sales
DH000645,ITM0034,2025-09,513.2,production
DH000646,ITM0034,2025-10,798.84,sales
DH000647,ITM0034,2025-11,514.55,production
DH000648,ITM0034,2025-12,651.87,sales
DH000649,ITM0013,2024-01,526.96,sales
DH000650,ITM0013,2024-02,450.94,production
DH000651,ITM0013,2024-03,420.39,sales
DH000652,ITM0013,2024-04,452.01,sales
DH000653,ITM0013,2024-05,490.88,sales
DH000654,ITM0013,2024-06,595.62,sales
DH000655,ITM0013,2024-07,756.69,production
DH000656,ITM0013,2024-08,609.13,production
DH000657,ITM0013,2024-09,756.91,sales
DH000658,ITM0013,2024-10,602.44,sales
DH000659,ITM0013,2024-11,564.55,production
DH000660,ITM0013,2024-12,573.8,sales
DH000661,ITM0013,2025-01,564.63,sales
DH000662,ITM0013,2025-02,653.93,sales
DH000663,ITM0013,2025-03,459.1,production
DH000664,ITM0013,2025-04,680.69,production
DH000665,ITM0013,2025-05,767.25,sales
DH000666,ITM0013,2025-06,700.76,sales
DH000667,ITM0013,2025-07,778.58,sales
DH000668,ITM0013,2025-08,566.48,sales
DH000669,ITM0013,2025-09,703.16,production
DH000670,ITM0013,2025-10,530.67,sales
DH000671,ITM0013,2025-11,761.25,sales
DH000672,ITM0013,2025-12,612.58,sales
DH000673,ITM0032,2024-01,245.21,sales
DH000674,ITM0032,2024-02,276.96,sales
DH000675,ITM0032,2024-03,364.23,sales
DH000676,ITM0032,2024-04,313.7,sales
DH000677,ITM0032,2024-05,407.22,sales
DH000678,ITM0032,2024-06,297.91,production
DH000679,ITM0032,2024-07,349.81,production
DH000680,ITM0032,2024-08,304.76,production
DH000681,ITM0032,2024-09,299.55,sales
DH000682,ITM0032,2024-10,395.82,production
DH000683,ITM0032,2024-11,395.68,production
DH000684,ITM0032,2024-12,269.81,sales
DH000685,ITM0032,2025-01,441.41,production
DH000686,ITM0032,2025-02,467.17,sales
DH000687,ITM0032,2025-03,408.34,sales
DH000688,ITM0032,2025-04,365.73,sales
DH000689,ITM0032,2025-05,290.89,production
DH000690,ITM0032,2025-06,309.95,production
DH000691,ITM0032,2025-07,423.3,production
DH000692,ITM0032,2025-08,486.5,production
DH000693,ITM0032,2025-09,498.68,production
DH000694,ITM0032,2025-10,387.21,sales
DH000695,ITM0032,2025-11,480.69,sales
DH000696,ITM0032,2025-12,484.19,production
DH000697,ITM0021,2024-01,452.18,sales
DH000698,ITM0021,2024-02,332.25,sales
DH000699,ITM0021,2024-03,453.09,sales
DH000700,ITM0021,2024-04,423.86,production
DH000701,ITM0021,2024-05,518.86,production
DH000702,ITM0021,2024-06,518.72,sales
DH000703,ITM0021,2024-07,502.7,sales
DH000704,ITM0021,2024-08,480.38,production
DH000705,ITM0021,2024-09,524.08,sales
DH000706,ITM0021,2024-10,392.23,sales
DH000707,ITM0021,2024-11,549.84,production
DH000708,ITM0021,2024-12,457.31,sales
DH000709,ITM0021,2025-01,487.09,sales
DH000710,ITM0021,2025-02,648.66,sales
DH000711,ITM0021,2025-03,443.56,sales
DH000712,ITM0021,2025-04,498.44,production
DH000713,ITM0021,2025-05,381.93,sales
DH000714,ITM0021,2025-06,430.45,production
DH000715,ITM0021,2025-07,683.78,sales
DH000716,ITM0021,2025-08,536.57,production
DH000717,ITM0021,2025-09,640.32,production
DH000718,ITM0021,2025-10,398.06,production
DH000719,ITM0021,2025-11,418.9,production
DH000720,ITM0021,2025-12,448.87,sales
