gr_id,gr_number,gr_date,po_id,received_qty,rejected_qty,reject_reason,inspection_result,warehouse_id,received_by
GR00266,GR202500266,2025-03-10,PO00282,97.02,2.98,spesifikasi beda,partial,WH02,EMP015
GR00267,GR202500267,2025-01-27,PO00283,50.00,0.00,,pass,WH02,EMP010
GR00268,GR202400268,2024-11-09,PO00284,492.68,7.32,rusak saat kirim,partial,WH01,EMP003
GR00269,GR202400269,2024-05-23,PO00285,363.03,36.97,rusak saat kirim,fail,WH03,EMP004
GR00270,GR202500270,2025-10-12,PO00286,243.13,6.87,rusak saat kirim,partial,WH01,EMP033
GR00271,GR202500271,2025-08-17,PO00287,9.81,0.19,rusak saat kirim,partial,WH02,EMP003
GR00272,GR202500272,2025-08-11,PO00288,48.28,1.72,kualitas tidak sesuai,partial,WH01,EMP020
GR00273,GR202500273,2025-10-26,PO00289,1.99,0.01,kualitas tidak sesuai,partial,WH02,EMP012
GR00274,GR202400274,2024-11-22,PO00290,480.36,19.64,spesifikasi beda,partial,WH01,EMP028
GR00275,GR202400275,2024-11-25,PO00291,204.13,45.87,spesifikasi beda,fail,WH02,EMP035
GR00276,GR202400276,2024-07-24,PO00292,19.74,0.26,rusak saat kirim,partial,WH03,EMP013
GR00277,GR202400277,2024-10-23,PO00293,18.63,1.37,kualitas tidak sesuai,fail,WH01,EMP017
GR00278,GR202400278,2024-07-19,PO00294,2.50,0.00,,pass,WH02,EMP028
GR00279,GR202400279,2024-07-09,PO00295,1853.65,146.35,spesifikasi beda,fail,WH02,EMP030
GR00280,GR202400280,2024-11-15,PO00296,0.98,0.02,kualitas tidak sesuai,partial,WH01,EMP001
GR00281,GR202500281,2025-03-01,PO00297,19.30,0.70,kualitas tidak sesuai,partial,WH02,EMP036
GR00282,GR202400282,2024-08-04,PO00298,496.34,3.66,spesifikasi beda,partial,WH03,EMP023
GR00283,GR202500283,2025-03-27,PO00299,4.57,0.43,kualitas tidak sesuai,fail,WH03,EMP002
GR00284,GR202400284,2024-12-16,PO00300,181.07,18.93,kualitas tidak sesuai,fail,WH02,EMP007
GR00285,GR202500285,2025-08-02,PO00301,2447.67,52.33,kualitas tidak sesuai,partial,WH02,EMP012
GR00286,GR202500286,2025-10-13,PO00302,967.28,32.72,rusak saat kirim,partial,WH03,EMP004
GR00287,GR202500287,2025-03-08,PO00303,50.00,0.00,,pass,WH01,EMP031
GR00288,GR202500288,2025-11-24,PO00304,0.91,0.09,rusak saat kirim,fail,WH03,EMP037
GR00289,GR202500289,2025-06-11,PO00305,9.66,0.34,rusak saat kirim,partial,WH03,EMP028
GR00290,GR202500290,2025-11-03,PO00306,97.73,2.27,rusak saat kirim,partial,WH02,EMP027
GR00291,GR202600291,2026-02-03,PO00307,4.93,0.07,spesifikasi beda,partial,WH02,EMP009
GR00292,GR202500292,2025-01-29,PO00308,96.66,3.34,spesifikasi beda,partial,WH03,EMP039
GR00293,GR202500293,2025-08-13,PO00309,2.00,0.00,,pass,WH03,EMP002
GR00294,GR202500294,2025-08-29,PO00310,97.04,2.96,spesifikasi beda,partial,WH01,EMP013
GR00295,GR202400295,2024-06-20,PO00311,1.82,0.18,rusak saat kirim,fail,WH01,EMP016
GR00296,GR202500296,2025-08-14,PO00312,100.00,0.00,,pass,WH02,EMP027
GR00297,GR202500297,2025-01-08,PO00313,493.67,6.33,spesifikasi beda,partial,WH01,EMP016
GR00298,GR202400298,2024-08-20,PO00314,908.40,91.60,rusak saat kirim,fail,WH03,EMP034
GR00299,GR202500299,2025-05-30,PO00315,39.70,0.30,spesifikasi beda,partial,WH01,EMP002
GR00300,GR202500300,2025-12-23,PO00316,492.22,7.78,kualitas tidak sesuai,partial,WH01,EMP014
GR00301,GR202500301,2025-07-18,PO00317,91.00,9.00,kualitas tidak sesuai,fail,WH02,EMP012
GR00302,GR202500302,2025-07-24,PO00318,200.00,0.00,,pass,WH02,EMP040
GR00303,GR202500303,2025-12-31,PO00319,0.97,0.03,rusak saat kirim,partial,WH03,EMP011
GR00304,GR202500304,2025-08-30,PO00320,24.60,0.40,kualitas tidak sesuai,partial,WH01,EMP013
GR00305,GR202600305,2026-01-08,PO00321,973.38,26.62,rusak saat kirim,partial,WH03,EMP027
GR00306,GR202600306,2026-01-27,PO00322,447.51,52.49,rusak saat kirim,fail,WH03,EMP031
GR00307,GR202500307,2025-11-08,PO00323,25.00,0.00,,pass,WH02,EMP019
GR00308,GR202500308,2025-03-15,PO00324,4.91,0.09,spesifikasi beda,partial,WH01,EMP036
GR00309,GR202400309,2024-06-25,PO00326,497.22,2.78,kualitas tidak sesuai,partial,WH02,EMP022
GR00310,GR202400310,2024-06-09,PO00327,19.59,0.41,rusak saat kirim,partial,WH03,EMP006
GR00311,GR202500311,2025-05-25,PO00328,194.95,5.05,kualitas tidak sesuai,partial,WH03,EMP034
GR00312,GR202500312,2025-09-25,PO00329,0.90,0.10,spesifikasi beda,fail,WH01,EMP020
GR00313,GR202400313,2024-10-07,PO00330,24.37,0.63,spesifikasi beda,partial,WH02,EMP029
GR00314,GR202400314,2024-08-30,PO00331,1.00,0.00,,pass,WH02,EMP030
GR00315,GR202500315,2025-03-10,PO00332,98.66,1.34,spesifikasi beda,partial,WH01,EMP033
GR00316,GR202400316,2024-12-24,PO00333,4.55,0.45,rusak saat kirim,fail,WH01,EMP038
GR00317,GR202500317,2025-10-30,PO00334,196.75,3.25,spesifikasi beda,partial,WH01,EMP027
GR00318,GR202500318,2025-07-15,PO00335,200.00,0.00,,pass,WH02,EMP014
GR00319,GR202500319,2025-11-07,PO00336,2487.76,12.24,rusak saat kirim,partial,WH01,EMP002
GR00320,GR202400320,2024-12-14,PO00337,1936.70,63.30,rusak saat kirim,partial,WH03,EMP014
GR00321,GR202400321,2024-04-10,PO00338,0.99,0.01,kualitas tidak sesuai,partial,WH03,EMP029
GR00322,GR202500322,2025-07-15,PO00339,1.96,0.04,rusak saat kirim,partial,WH01,EMP006
GR00323,GR202400323,2024-11-17,PO00340,48.92,1.08,spesifikasi beda,partial,WH03,EMP006
GR00324,GR202500324,2025-05-25,PO00341,49.04,0.96,rusak saat kirim,partial,WH02,EMP003
GR00325,GR202400325,2024-03-16,PO00342,9.87,0.13,spesifikasi beda,partial,WH03,EMP040
GR00326,GR202400326,2024-07-06,PO00344,179.89,20.11,spesifikasi beda,fail,WH01,EMP033
GR00327,GR202500327,2025-08-04,PO00345,0.92,0.08,rusak saat kirim,fail,WH03,EMP002
GR00328,GR202400328,2024-03-10,PO00346,5.00,0.00,,pass,WH01,EMP032
GR00329,GR202400329,2024-06-18,PO00348,19.84,0.16,spesifikasi beda,partial,WH02,EMP033
GR00330,GR202400330,2024-11-28,PO00349,101.98,23.02,rusak saat kirim,fail,WH01,EMP001
GR00331,GR202400331,2024-04-15,PO00350,945.85,54.15,kualitas tidak sesuai,fail,WH01,EMP033
GR00332,GR202600332,2026-02-09,PO00351,9.69,0.31,kualitas tidak sesuai,partial,WH03,EMP019
GR00333,GR202400333,2024-06-24,PO00352,4.83,0.17,spesifikasi beda,partial,WH03,EMP036
GR00334,GR202400334,2024-07-22,PO00353,49.13,0.87,spesifikasi beda,partial,WH01,EMP027
GR00335,GR202500335,2025-05-12,PO00354,198.64,1.36,spesifikasi beda,partial,WH02,EMP026
GR00336,GR202400336,2024-10-05,PO00355,1.00,0.00,,pass,WH02,EMP030
GR00337,GR202500337,2025-05-22,PO00356,487.01,12.99,rusak saat kirim,partial,WH01,EMP036
GR00338,GR202500338,2025-05-31,PO00357,183.87,16.13,kualitas tidak sesuai,fail,WH03,EMP022
GR00339,GR202400339,2024-02-19,PO00358,4.94,0.06,spesifikasi beda,partial,WH02,EMP010
GR00340,GR202400340,2024-03-04,PO00359,5.00,0.00,,pass,WH01,EMP038
GR00341,GR202500341,2025-02-27,PO00360,2465.12,34.88,kualitas tidak sesuai,partial,WH02,EMP004
GR00342,GR202500342,2025-03-16,PO00361,182.61,17.39,kualitas tidak sesuai,fail,WH01,EMP005
GR00343,GR202400343,2024-11-26,PO00362,0.94,0.06,spesifikasi beda,partial,WH01,EMP040
GR00344,GR202500344,2025-10-29,PO00363,19.60,0.40,kualitas tidak sesuai,partial,WH01,EMP025
GR00345,GR202400345,2024-06-15,PO00364,99.33,0.67,kualitas tidak sesuai,partial,WH03,EMP007
GR00346,GR202400346,2024-11-11,PO00365,0.96,0.04,rusak saat kirim,partial,WH02,EMP035
GR00347,GR202500347,2025-08-10,PO00366,978.37,21.63,spesifikasi beda,partial,WH01,EMP012
GR00348,GR202400348,2024-12-03,PO00367,49.18,0.82,spesifikasi beda,partial,WH02,EMP028
GR00349,GR202400349,2024-10-20,PO00368,45.77,4.23,kualitas tidak sesuai,fail,WH01,EMP037
GR00350,GR202400350,2024-08-29,PO00369,1.97,0.03,rusak saat kirim,partial,WH02,EMP005
GR00351,GR202500351,2025-09-27,PO00370,910.28,89.72,rusak saat kirim,fail,WH03,EMP037
GR00352,GR202400352,2024-05-11,PO00371,49.99,0.01,rusak saat kirim,partial,WH02,EMP030
GR00353,GR202500353,2025-07-18,PO00372,4.89,0.11,kualitas tidak sesuai,partial,WH01,EMP026
GR00354,GR202500354,2025-04-02,PO00373,2492.07,7.93,kualitas tidak sesuai,partial,WH03,EMP021
GR00355,GR202400355,2024-06-07,PO00374,9.92,0.08,rusak saat kirim,partial,WH01,EMP036
GR00356,GR202400356,2024-02-11,PO00375,2.00,0.00,,pass,WH01,EMP024
GR00357,GR202500357,2025-11-18,PO00376,7.96,2.04,rusak saat kirim,fail,WH01,EMP013
GR00358,GR202500358,2025-04-10,PO00377,9.78,0.22,spesifikasi beda,partial,WH03,EMP030
GR00359,GR202400359,2024-07-04,PO00378,45.33,4.67,spesifikasi beda,fail,WH03,EMP019
GR00360,GR202400360,2024-01-26,PO00379,1.98,0.02,rusak saat kirim,partial,WH02,EMP002
GR00361,GR202500361,2025-03-28,PO00380,980.64,19.36,spesifikasi beda,partial,WH03,EMP039
GR00362,GR202500362,2025-05-07,PO00381,194.21,5.79,rusak saat kirim,partial,WH01,EMP030
GR00363,GR202500363,2025-08-02,PO00382,2474.37,25.63,spesifikasi beda,partial,WH02,EMP031
GR00364,GR202500364,2025-07-10,PO00383,9.77,0.23,spesifikasi beda,partial,WH02,EMP013
GR00365,GR202500365,2025-11-07,PO00384,199.64,0.36,rusak saat kirim,partial,WH03,EMP040
GR00366,GR202400366,2024-02-09,PO00385,1.91,0.09,spesifikasi beda,partial,WH03,EMP002
GR00367,GR202400367,2024-12-29,PO00386,1000.00,0.00,,pass,WH01,EMP006
GR00368,GR202500368,2025-08-13,PO00387,99.81,0.19,spesifikasi beda,partial,WH01,EMP006
GR00369,GR202500369,2025-08-06,PO00388,4.82,0.18,spesifikasi beda,partial,WH01,EMP011
GR00370,GR202400370,2024-04-02,PO00390,1.98,0.02,kualitas tidak sesuai,partial,WH01,EMP027
GR00371,GR202400371,2024-12-07,PO00391,0.97,0.03,spesifikasi beda,partial,WH02,EMP017
GR00372,GR202500372,2025-06-29,PO00393,48.89,1.11,kualitas tidak sesuai,partial,WH01,EMP026
GR00373,GR202400373,2024-08-27,PO00394,197.29,2.71,kualitas tidak sesuai,partial,WH02,EMP018
GR00374,GR202500374,2025-05-27,PO00395,9.21,0.79,rusak saat kirim,fail,WH02,EMP020
GR00375,GR202500375,2025-02-05,PO00396,196.84,3.16,kualitas tidak sesuai,partial,WH01,EMP016
GR00376,GR202600376,2026-01-08,PO00397,99.89,0.11,rusak saat kirim,partial,WH03,EMP019
GR00377,GR202600377,2026-01-22,PO00398,100.00,0.00,,pass,WH01,EMP025
GR00378,GR202500378,2025-11-21,PO00399,19.85,0.15,rusak saat kirim,partial,WH01,EMP001
GR00379,GR202500379,2025-06-08,PO00400,22.82,2.18,rusak saat kirim,fail,WH02,EMP005
GR00380,GR202500380,2025-08-04,PO00401,246.21,3.79,spesifikasi beda,partial,WH02,EMP005
GR00381,GR202500381,2025-06-02,PO00402,1.97,0.03,spesifikasi beda,partial,WH03,EMP036
GR00382,GR202400382,2024-10-18,PO00403,0.98,0.02,kualitas tidak sesuai,partial,WH03,EMP027
GR00383,GR202400383,2024-08-01,PO00404,88.94,11.06,rusak saat kirim,fail,WH03,EMP037
GR00384,GR202500384,2025-12-12,PO00405,198.50,1.50,rusak saat kirim,partial,WH03,EMP014
GR00385,GR202600385,2026-01-08,PO00406,1.00,0.00,,pass,WH02,EMP036
GR00386,GR202500386,2025-04-13,PO00407,4546.65,453.35,spesifikasi beda,fail,WH02,EMP017
GR00387,GR202500387,2025-11-25,PO00409,199.92,0.08,kualitas tidak sesuai,partial,WH01,EMP011
GR00388,GR202400388,2024-08-21,PO00410,19.30,0.70,spesifikasi beda,partial,WH03,EMP038
GR00389,GR202500389,2025-07-12,PO00411,991.34,8.66,rusak saat kirim,partial,WH03,EMP005
GR00390,GR202500390,2025-08-21,PO00412,19.42,0.58,rusak saat kirim,partial,WH02,EMP017
GR00391,GR202500391,2025-08-04,PO00413,3.64,0.36,rusak saat kirim,fail,WH01,EMP033
GR00392,GR202400392,2024-10-15,PO00414,0.96,0.04,kualitas tidak sesuai,partial,WH03,EMP005
GR00393,GR202400393,2024-03-23,PO00415,182.09,17.91,kualitas tidak sesuai,fail,WH03,EMP009
GR00394,GR202400394,2024-05-11,PO00416,98.75,1.25,kualitas tidak sesuai,partial,WH01,EMP017
GR00395,GR202500395,2025-01-19,PO00417,916.75,83.25,kualitas tidak sesuai,fail,WH03,EMP037
GR00396,GR202400396,2024-08-13,PO00418,449.54,50.46,kualitas tidak sesuai,fail,WH02,EMP015
GR00397,GR202400397,2024-05-19,PO00419,10.55,1.95,rusak saat kirim,fail,WH01,EMP013
GR00398,GR202500398,2025-09-11,PO00420,90.00,10.00,kualitas tidak sesuai,fail,WH01,EMP015
GR00399,GR202500399,2025-07-08,PO00421,19.22,0.78,spesifikasi beda,partial,WH01,EMP040
GR00400,GR202400400,2024-08-29,PO00422,182.91,17.09,rusak saat kirim,fail,WH03,EMP001
GR00401,GR202400401,2024-05-21,PO00423,49.15,0.85,rusak saat kirim,partial,WH02,EMP004
GR00402,GR202400402,2024-04-01,PO00425,9.57,0.43,kualitas tidak sesuai,partial,WH01,EMP025
GR00403,GR202400403,2024-04-17,PO00426,9.99,0.01,kualitas tidak sesuai,partial,WH01,EMP018
GR00404,GR202400404,2024-04-19,PO00427,194.31,5.69,rusak saat kirim,partial,WH01,EMP040
GR00405,GR202500405,2025-05-06,PO00428,91.01,8.99,spesifikasi beda,fail,WH02,EMP039
GR00406,GR202500406,2025-09-12,PO00429,48.38,1.62,spesifikasi beda,partial,WH03,EMP005
GR00407,GR202400407,2024-08-25,PO00430,498.60,1.40,rusak saat kirim,partial,WH02,EMP019
GR00408,GR202400408,2024-08-10,PO00431,2438.13,61.87,rusak saat kirim,partial,WH02,EMP039
GR00409,GR202400409,2024-05-11,PO00432,39.39,0.61,spesifikasi beda,partial,WH02,EMP005
GR00410,GR202400410,2024-02-11,PO00433,249.54,0.46,spesifikasi beda,partial,WH02,EMP032
GR00411,GR202400411,2024-04-23,PO00434,49.60,0.40,spesifikasi beda,partial,WH01,EMP005
GR00412,GR202400412,2024-05-04,PO00435,99.47,0.53,rusak saat kirim,partial,WH03,EMP005
GR00413,GR202400413,2024-12-01,PO00436,99.08,0.92,spesifikasi beda,partial,WH02,EMP033
GR00414,GR202500414,2025-03-13,PO00437,97.61,2.39,rusak saat kirim,partial,WH01,EMP034
GR00415,GR202400415,2024-08-30,PO00438,19.32,0.68,spesifikasi beda,partial,WH03,EMP034
GR00416,GR202400416,2024-09-08,PO00439,4529.34,470.66,rusak saat kirim,fail,WH01,EMP001
GR00417,GR202500417,2025-07-13,PO00440,19.86,0.14,kualitas tidak sesuai,partial,WH01,EMP040
GR00418,GR202600418,2026-01-11,PO00441,22.55,2.45,rusak saat kirim,fail,WH02,EMP010
GR00419,GR202400419,2024-12-20,PO00442,425.26,74.74,rusak saat kirim,fail,WH02,EMP005
GR00420,GR202500420,2025-01-19,PO00443,1000.00,0.00,,pass,WH03,EMP038
GR00421,GR202400421,2024-05-11,PO00445,9.92,0.08,kualitas tidak sesuai,partial,WH02,EMP023
GR00422,GR202400422,2024-09-05,PO00446,4.94,0.06,rusak saat kirim,partial,WH01,EMP034
GR00423,GR202500423,2025-01-06,PO00447,4.51,0.49,spesifikasi beda,fail,WH01,EMP025
GR00424,GR202500424,2025-10-11,PO00448,9.71,0.29,kualitas tidak sesuai,partial,WH03,EMP002
GR00425,GR202400425,2024-04-14,PO00449,459.45,40.55,spesifikasi beda,fail,WH02,EMP002
GR00426,GR202400426,2024-04-03,PO00450,488.52,11.48,rusak saat kirim,partial,WH02,EMP040
GR00427,GR202500427,2025-05-24,PO00451,930.00,70.00,spesifikasi beda,fail,WH01,EMP010
GR00428,GR202500428,2025-07-31,PO00452,467.00,33.00,spesifikasi beda,fail,WH02,EMP032
GR00429,GR202400429,2024-03-08,PO00453,19.67,0.33,kualitas tidak sesuai,partial,WH02,EMP026
GR00430,GR202500430,2025-09-11,PO00454,39.37,0.63,spesifikasi beda,partial,WH02,EMP001
GR00431,GR202500431,2025-02-10,PO00455,0.92,0.08,rusak saat kirim,fail,WH01,EMP036
GR00432,GR202500432,2025-02-11,PO00456,3.95,0.05,rusak saat kirim,partial,WH01,EMP009
GR00433,GR202400433,2024-11-12,PO00457,2.03,0.47,rusak saat kirim,fail,WH01,EMP007
GR00434,GR202400434,2024-12-17,PO00458,0.91,0.09,spesifikasi beda,fail,WH02,EMP013
GR00435,GR202400435,2024-04-08,PO00459,19.65,0.35,rusak saat kirim,partial,WH03,EMP005
GR00436,GR202400436,2024-05-25,PO00460,898.82,101.18,kualitas tidak sesuai,fail,WH03,EMP004
GR00437,GR202400437,2024-08-07,PO00461,1.84,0.16,spesifikasi beda,fail,WH02,EMP028
GR00438,GR202500438,2025-06-10,PO00462,1993.19,6.81,kualitas tidak sesuai,partial,WH01,EMP029
GR00439,GR202500439,2025-05-08,PO00463,2306.70,193.30,rusak saat kirim,fail,WH02,EMP025
GR00440,GR202600440,2026-01-26,PO00464,100.00,0.00,,pass,WH01,EMP018
GR00441,GR202500441,2025-01-20,PO00465,92.06,7.94,spesifikasi beda,fail,WH01,EMP031
GR00442,GR202500442,2025-02-16,PO00467,45.62,4.38,rusak saat kirim,fail,WH01,EMP016
GR00443,GR202400443,2024-04-10,PO00468,20.00,0.00,,pass,WH02,EMP027
GR00444,GR202400444,2024-03-16,PO00469,4.62,0.38,spesifikasi beda,fail,WH02,EMP003
GR00445,GR202400445,2024-12-11,PO00470,49.43,0.57,kualitas tidak sesuai,partial,WH03,EMP016
GR00446,GR202500446,2025-08-14,PO00471,182.66,17.34,kualitas tidak sesuai,fail,WH02,EMP003
GR00447,GR202400447,2024-08-19,PO00472,0.90,0.10,spesifikasi beda,fail,WH03,EMP002
GR00448,GR202500448,2025-11-24,PO00473,0.92,0.08,rusak saat kirim,fail,WH03,EMP009
GR00449,GR202500449,2025-08-18,PO00474,9.88,0.12,spesifikasi beda,partial,WH03,EMP040
GR00450,GR202400450,2024-02-19,PO00475,4.81,0.19,spesifikasi beda,partial,WH03,EMP012
GR00451,GR202400451,2024-02-13,PO00476,484.64,15.36,spesifikasi beda,partial,WH01,EMP027
GR00452,GR202400452,2024-03-30,PO00477,46.52,3.48,rusak saat kirim,fail,WH02,EMP010
GR00453,GR202500453,2025-11-04,PO00478,100.00,0.00,,pass,WH03,EMP021
GR00454,GR202400454,2024-01-31,PO00479,89.45,10.55,rusak saat kirim,fail,WH02,EMP026
GR00455,GR202500455,2025-02-16,PO00480,491.89,8.11,rusak saat kirim,partial,WH01,EMP006
GR00456,GR202500456,2025-06-01,PO00481,46.00,4.00,spesifikasi beda,fail,WH01,EMP015
GR00457,GR202500457,2025-05-16,PO00482,3.91,0.09,spesifikasi beda,partial,WH03,EMP011
GR00458,GR202500458,2025-07-29,PO00483,243.75,6.25,kualitas tidak sesuai,partial,WH01,EMP039
GR00459,GR202400459,2024-04-12,PO00484,185.11,14.89,rusak saat kirim,fail,WH03,EMP036
GR00460,GR202400460,2024-12-19,PO00485,5.00,0.00,,pass,WH03,EMP017
GR00461,GR202600461,2026-01-24,PO00486,97.17,2.83,kualitas tidak sesuai,partial,WH03,EMP030
GR00462,GR202500462,2025-12-28,PO00487,1951.23,48.77,spesifikasi beda,partial,WH01,EMP009
GR00463,GR202400463,2024-10-23,PO00488,96.89,3.11,spesifikasi beda,partial,WH02,EMP006
GR00464,GR202400464,2024-05-27,PO00489,4496.41,503.59,spesifikasi beda,fail,WH03,EMP020
GR00465,GR202500465,2025-03-18,PO00490,3.99,0.01,spesifikasi beda,partial,WH03,EMP008
GR00466,GR202500466,2025-01-11,PO00491,2415.41,84.59,kualitas tidak sesuai,partial,WH03,EMP018
GR00467,GR202500467,2025-03-12,PO00492,4.84,0.16,rusak saat kirim,partial,WH02,EMP026
GR00468,GR202400468,2024-12-29,PO00493,49.59,0.41,kualitas tidak sesuai,partial,WH02,EMP017
GR00469,GR202400469,2024-02-19,PO00494,1.94,0.06,rusak saat kirim,partial,WH02,EMP038
GR00470,GR202500470,2025-10-22,PO00495,959.25,40.75,spesifikasi beda,partial,WH02,EMP016
GR00471,GR202500471,2025-03-20,PO00496,970.17,29.83,rusak saat kirim,partial,WH03,EMP007
GR00472,GR202500472,2025-03-30,PO00497,49.92,0.08,spesifikasi beda,partial,WH02,EMP003
GR00473,GR202500473,2025-04-10,PO00498,2443.46,56.54,spesifikasi beda,partial,WH03,EMP039
GR00474,GR202500474,2025-08-25,PO00499,48.47,1.53,spesifikasi beda,partial,WH01,EMP013
GR00475,GR202400475,2024-07-23,PO00500,0.91,0.09,rusak saat kirim,fail,WH02,EMP005
GR00476,GR202400476,2024-01-26,PO00501,9.76,0.24,kualitas tidak sesuai,partial,WH01,EMP033
GR00477,GR202500477,2025-11-28,PO00502,178.00,22.00,rusak saat kirim,fail,WH02,EMP022
GR00478,GR202400478,2024-04-07,PO00503,984.22,15.78,kualitas tidak sesuai,partial,WH03,EMP016
GR00479,GR202400479,2024-06-27,PO00504,4839.47,160.53,kualitas tidak sesuai,partial,WH01,EMP006
GR00480,GR202500480,2025-08-23,PO00505,49.28,0.72,spesifikasi beda,partial,WH01,EMP036
GR00481,GR202500481,2025-05-30,PO00506,989.81,10.19,spesifikasi beda,partial,WH01,EMP038
GR00482,GR202500482,2025-06-14,PO00507,9.10,0.90,kualitas tidak sesuai,fail,WH02,EMP025
GR00483,GR202400483,2024-09-20,PO00508,2500.00,0.00,,pass,WH02,EMP013
GR00484,GR202500484,2025-03-07,PO00509,4.88,0.12,kualitas tidak sesuai,partial,WH02,EMP023
GR00485,GR202500485,2025-07-27,PO00511,248.95,1.05,kualitas tidak sesuai,partial,WH01,EMP011
GR00486,GR202500486,2025-07-12,PO00512,97.60,2.40,kualitas tidak sesuai,partial,WH01,EMP036
GR00487,GR202500487,2025-10-05,PO00513,37.01,2.99,kualitas tidak sesuai,fail,WH01,EMP010
GR00488,GR202400488,2024-11-14,PO00514,194.98,5.02,rusak saat kirim,partial,WH01,EMP020
GR00489,GR202500489,2025-09-11,PO00515,195.63,4.37,rusak saat kirim,partial,WH02,EMP009
GR00490,GR202400490,2024-01-14,PO00517,3.94,0.06,rusak saat kirim,partial,WH03,EMP016
GR00491,GR202400491,2024-11-10,PO00518,2485.20,14.80,rusak saat kirim,partial,WH02,EMP014
GR00492,GR202500492,2025-05-23,PO00519,49.96,0.04,spesifikasi beda,partial,WH03,EMP011
GR00493,GR202400493,2024-10-26,PO00520,0.90,0.10,spesifikasi beda,fail,WH03,EMP035
GR00494,GR202500494,2025-04-03,PO00521,48.15,1.85,kualitas tidak sesuai,partial,WH02,EMP026
GR00495,GR202600495,2026-02-13,PO00522,997.46,2.54,rusak saat kirim,partial,WH02,EMP002
GR00496,GR202500496,2025-04-07,PO00523,9.78,0.22,kualitas tidak sesuai,partial,WH02,EMP016
GR00497,GR202400497,2024-03-09,PO00524,18.92,1.08,rusak saat kirim,fail,WH02,EMP002
GR00498,GR202400498,2024-11-29,PO00526,195.42,4.58,kualitas tidak sesuai,partial,WH01,EMP024
GR00499,GR202500499,2025-06-10,PO00527,0.97,0.03,kualitas tidak sesuai,partial,WH03,EMP005
GR00500,GR202500500,2025-02-18,PO00528,9.75,0.25,rusak saat kirim,partial,WH03,EMP039
GR00501,GR202400501,2024-03-26,PO00529,498.02,1.98,spesifikasi beda,partial,WH01,EMP005
GR00502,GR202400502,2024-05-31,PO00530,9.68,0.32,kualitas tidak sesuai,partial,WH01,EMP011
GR00503,GR202500503,2025-06-04,PO00531,4877.80,122.20,kualitas tidak sesuai,partial,WH01,EMP004
GR00504,GR202400504,2024-04-28,PO00532,98.89,1.11,spesifikasi beda,partial,WH03,EMP027
GR00505,GR202600505,2026-02-16,PO00533,0.99,0.01,kualitas tidak sesuai,partial,WH03,EMP036
GR00506,GR202500506,2025-11-26,PO00534,0.96,0.04,rusak saat kirim,partial,WH02,EMP026
GR00507,GR202400507,2024-11-13,PO00535,1.93,0.07,kualitas tidak sesuai,partial,WH03,EMP017
GR00508,GR202400508,2024-03-03,PO00536,19.77,0.23,rusak saat kirim,partial,WH03,EMP027
GR00509,GR202400509,2024-03-21,PO00537,9.80,0.20,spesifikasi beda,partial,WH03,EMP015
GR00510,GR202400510,2024-05-23,PO00538,97.61,2.39,kualitas tidak sesuai,partial,WH01,EMP003
GR00511,GR202500511,2025-11-14,PO00539,2.39,0.11,spesifikasi beda,partial,WH02,EMP023
GR00512,GR202400512,2024-05-22,PO00540,1.83,0.17,kualitas tidak sesuai,fail,WH03,EMP029
GR00513,GR202400513,2024-08-27,PO00541,1.94,0.06,spesifikasi beda,partial,WH02,EMP035
GR00514,GR202400514,2024-09-16,PO00542,991.70,8.30,kualitas tidak sesuai,partial,WH01,EMP014
GR00515,GR202400515,2024-04-14,PO00544,90.70,9.30,spesifikasi beda,fail,WH03,EMP028
GR00516,GR202400516,2024-04-02,PO00545,100.00,0.00,,pass,WH02,EMP021
GR00517,GR202400517,2024-09-17,PO00546,50.00,0.00,,pass,WH03,EMP026
GR00518,GR202400518,2024-07-10,PO00547,39.48,0.52,rusak saat kirim,partial,WH03,EMP011
GR00519,GR202500519,2025-09-12,PO00548,975.12,24.88,kualitas tidak sesuai,partial,WH02,EMP007
GR00520,GR202500520,2025-12-10,PO00549,9.20,0.80,kualitas tidak sesuai,fail,WH01,EMP030
GR00521,GR202400521,2024-10-07,PO00550,10.00,0.00,,pass,WH01,EMP011
GR00522,GR202500522,2025-11-27,PO00551,0.98,0.02,rusak saat kirim,partial,WH02,EMP035
GR00523,GR202500523,2025-08-18,PO00552,0.98,0.02,rusak saat kirim,partial,WH02,EMP040
GR00524,GR202500524,2025-08-06,PO00553,23.42,1.58,spesifikasi beda,partial,WH03,EMP021
GR00525,GR202400525,2024-10-01,PO00554,93.69,6.31,rusak saat kirim,fail,WH02,EMP014
GR00526,GR202500526,2025-08-14,PO00555,500.00,0.00,,pass,WH02,EMP031
GR00527,GR202400527,2024-05-12,PO00556,199.91,0.09,rusak saat kirim,partial,WH02,EMP004
GR00528,GR202600528,2026-01-22,PO00557,100.00,0.00,,pass,WH02,EMP040
GR00529,GR202500529,2025-11-05,PO00558,1.96,0.04,spesifikasi beda,partial,WH03,EMP039
GR00530,GR202500530,2025-06-01,PO00559,922.99,77.01,kualitas tidak sesuai,fail,WH02,EMP024
GR00531,GR202500531,2025-12-28,PO00560,196.98,3.02,spesifikasi beda,partial,WH01,EMP001
GR00532,GR202400532,2024-07-17,PO00561,35.54,4.46,spesifikasi beda,fail,WH03,EMP034
